Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB014119,2L,4926948,4930340,1,AATE004225,KI421882,5444470,5445549,AGAP028444,2L,10195914,10198064
AALB014119,2L,4926948,4930340,1,AATE004225,KI421882,5444470,5445549,AGAP012552,UNKN,15195478,15196445
AALB014119,2L,4926948,4930340,1,AATE004225,KI421882,5444470,5445549,AGAP005477,2L,16074785,16075897
AALB014119,2L,4926948,4930340,1,AATE004225,KI421882,5444470,5445549,AGAP001067,X,22364083,22365231
AALB014119,2L,4926948,4930340,1,AATE004225,KI421882,5444470,5445549,AGAP011073,3L,16275349,16276944
AALB014119,2L,4926948,4930340,1,AATE004225,KI421882,5444470,5445549,AGAP028686,3L,16286561,16291120
AALB014119,2L,4926948,4930340,1,AATE004225,KI421882,5444470,5445549,AGAP005476,2L,16073528,16074438
AALB014119,2L,4926948,4930340,1,AATE004225,KI421882,5444470,5445549,AGAP011071,3L,16266478,16267977
AALB001333,2L,37247604,37251163,1,AATE017246,KI421882,19124467,19128425,AGAP009539,3R,35617194,35620867
AALB002377,2R,15088643,15093081,-1,AATE020060,KI421897,3466234,3472539,AGAP002922,2R,29619274,29622732
AALB015640,3R,10596740,10599540,-1,AATE018847,KI421893,3134181,3152287,AGAP028613,3L,6380628,6392559
AALB006153,3L,32273652,32278290,-1,AATE012045,KI421886,9764486,9772946,AGAP006072,2L,26056657,26062439
AALB002647,2R,10832003,10834866,-1,AATE000127,KI421883,4963720,4964566,AGAP004007,2R,47826101,47826961
AALB005913,3L,29097974,29103705,1,AATE008378,KI421891,3524532,3538193,AGAP007089,2L,42428859,42436328
AALB007281,2R,16014373,16026347,-1,AATE003110,KI421885,10211571,10235019,AGAP004373,2R,55424979,55461284
AALB004013,3R,21755178,21764617,-1,AATE000577,KI421903,253689,281309,AGAP011355,3L,21691050,21722029
AALB010085,3R,7531548,7533324,-1,AATE002300,KI421899,4152243,4172315,AGAP012299,3L,39850612,39883507
AALB005369,3L,22926782,22928785,-1,AATE006390,KI421886,10737309,10738761,AGAP006703,2L,37089802,37091803
AALB008186,2R,30963629,30968843,1,AATE001320,KI421897,3208462,3213989,AGAP003595,2R,40378222,40382994
AALB002016,2L,26443459,26445315,-1,AATE005589,KI421882,4402563,4405349,AGAP008086,3R,5295961,5298115
AALB008627,2R,47313510,47315752,-1,AATE004382,KI421915,562597,564755,AGAP002306,2R,19054063,19056302
AALB009218,2R,3859965,3865172,1,AATE001887,KI421888,1955360,1961265,AGAP001267,2R,2125310,2132140
AALB003192,3L,1628138,1630865,-1,AATE006001,KI421891,6767631,6818835,AGAP005165,2L,11131877,11241906
AALB003650,2R,38937759,38942236,-1,AATE000160,KI421883,15430561,15438367,AGAP003318,2R,35899937,35929388
AALB003172,2R,38218636,38242046,-1,AATE013167,KI421892,3640243,3665854,AGAP004440,2R,56061220,56087247
AALB010653,3R,17186790,17193975,1,AATE009901,KI421893,4261409,4262809,,,,
AALB009114,2R,5243432,5245937,-1,AATE012576,KI421883,6803832,6805730,AGAP003004,2R,30978462,30979823
AALB005948,3L,29603135,29612667,-1,AATE002347,KI421891,2987272,3002838,AGAP007114,2L,42980745,42991016
AALB003164,2R,37963257,37964679,1,AATE017055,KI421892,3943629,3946510,AGAP004449,2R,56344316,56345640
AALB000425,2L,18012643,18016669,1,,,,,AGAP009364,3R,31797221,31802838
AALB002232,2R,19869140,19876178,1,AATE011378,KI421888,3966675,3972789,AGAP001856,2R,11449082,11460839
AALB003941,3R,23248788,23250209,1,AATE011195,KI421903,926136,928489,AGAP011374,3L,22427755,22429757
AALB010545,3R,15311594,15317130,-1,AATE007066,KI421899,3885791,3892678,AGAP010715,3L,8923263,8931171
AALB002164,2R,21076828,21083375,1,AATE007742,KI421888,9233456,9237500,AGAP013524,2R,50689842,50692141
AALB008811,2R,9430360,9431896,1,AATE016271,KI421888,4485036,4486545,AGAP001915,2R,12028579,12030120
AALB001829,2L,29173806,29176940,-1,AATE017614,KI421889,6090324,6095031,AGAP008896,3R,20503677,20507659
AALB003912,2R,26089979,26091023,-1,AATE021224,KI421915,83140,85582,AGAP002280,2R,18536707,18538331
AALB007975,2L,1930539,1930949,1,AATE009098,KI421882,14273009,14273986,AGAP009868,3R,44595744,44596889
AALB007975,2L,1930539,1930949,1,AATE009098,KI421882,14273009,14273986,AGAP009869,3R,44599530,44600220
AALB005218,3L,20887094,20891077,-1,AATE001423,KI421884,8787349,8789097,AGAP006440,2L,31954985,31960962
AALB001368,2L,36800308,36801284,-1,,,,,AGAP007910,3R,2715973,2717008
AALB009463,2R,1030766,1034303,-1,AATE005048,KI421883,10159316,10169469,AGAP012930,UNKN,40397488,40397963
AALB009463,2R,1030766,1034303,-1,AATE005048,KI421883,10159316,10169469,AGAP003790,2R,43342494,43353538
AALB005631,3L,25758030,25763229,-1,AATE005095,KI421886,1652961,1661266,AGAP006497,2L,33052163,33062575
AALB002213,2R,20441244,20441759,1,AATE018569,KI421888,3468097,3470537,AGAP001813,2R,10860116,10862659
AALB001510,2L,35021291,35031169,1,AATE007744,KI421890,5401939,5403905,AGAP013752,3R,6095355,6097010
AALB004444,3L,9302462,9303358,1,AATE007329,KI421891,5767467,5768375,AGAP005908,2L,23603518,23604729
AALB002176,2R,20996134,20997277,-1,AATE017694,KI421888,5678576,5680101,AGAP001973,2R,13002445,13003902
AALB015099,3L,3614484,3614555,1,,,,,,,,
AALB001838,2L,29131172,29131519,1,AATE001852,KI421889,6037650,6038036,AGAP028217,3R,20528822,20529181
AALB015514,2R,28691002,28692743,1,AATE014516,KI421892,4636491,4639123,AGAP003343,2R,36314370,36316256
AALB014172,2L,32513100,32513546,1,,,,,,,,
AALB015722,2R,22968304,22969149,-1,AATE010377,KI421885,10169018,10170647,AGAP004171,2R,51215221,51215969
AALB000329,2L,19844316,19845809,-1,AATE014179,KI421889,5120948,5125310,AGAP007988,3R,3825061,3826807
AALB000772,2L,12005305,12010551,1,AATE005240,KI421889,1657756,1665204,AGAP008577,3R,13253834,13260109
AALB003002,2R,34957468,34958435,1,AATE015572,KI421892,1439974,1440890,AGAP001371,2R,3885127,3885956
AALB006974,3R,24364549,24365562,1,AATE021694,KI421910,771850,772826,AGAP010933,3L,13354161,13355241
AALB001579,2L,33927937,33929129,1,,,,,,,,
AALB008727,2R,45819599,45819964,1,AATE016166,KI421892,4823878,4830476,,,,
AALB005756,3L,27378150,27378756,1,AATE017206,KI421884,10774070,10774916,AGAP007363,2L,46079709,46080585
AALB010226,3R,10499092,10501171,-1,AATE002126,KI421893,3262810,3274405,AGAP010553,3L,6298226,6306673
AALB002172,2R,21021425,21022363,1,AATE012940,KI421885,8427709,8430900,AGAP002255,2R,18224487,18225463
AALB001154,2L,5063899,5064529,-1,AATE012977,KI421889,4217391,4219361,AGAP013722,3R,1480514,1481294
AALB009038,2R,6530506,6531060,1,AATE012670,KI421892,5795207,5795683,AGAP002837,2R,28201310,28202567
AALB009852,3R,3659087,3659869,-1,AATE017512,KI421902,1858366,1903216,AGAP010503,3L,5073429,5118821
AALB009475,2R,902337,913386,1,AATE019040,KI421883,9996795,10010077,AGAP013298,2R,26577451,26583298
AALB014147,3R,31069524,31070806,1,,,,,,,,
AALB015068,2R,26666427,26666509,1,,,,,,,,
AALB007339,3L,1250328,1251470,-1,AATE013240,KI421886,3289821,3291774,AGAP005009,2L,7897791,7899967
AALB009918,3R,5035857,5037570,-1,,,,,,,,
AALB001294,2L,37958231,37961207,-1,AATE006518,KI422350,1272,8740,AGAP011325,3L,21098169,21100483
AALB001294,2L,37958231,37961207,-1,AATE006518,KI422350,1272,8740,AGAP009215,3R,28835295,28836687
AALB001294,2L,37958231,37961207,-1,AATE006518,KI422350,1272,8740,AGAP009220,3R,28851788,28853341
AALB001294,2L,37958231,37961207,-1,AATE006518,KI422350,1272,8740,AGAP009214,3R,28830471,28832415
AALB001294,2L,37958231,37961207,-1,AATE012183,KI421882,1508269,1515211,AGAP011325,3L,21098169,21100483
AALB001294,2L,37958231,37961207,-1,AATE012183,KI421882,1508269,1515211,AGAP009215,3R,28835295,28836687
AALB001294,2L,37958231,37961207,-1,AATE012183,KI421882,1508269,1515211,AGAP009220,3R,28851788,28853341
AALB001294,2L,37958231,37961207,-1,AATE012183,KI421882,1508269,1515211,AGAP009214,3R,28830471,28832415
AALB001294,2L,37958231,37961207,-1,AATE005628,KI421882,1516750,1518558,AGAP011325,3L,21098169,21100483
AALB001294,2L,37958231,37961207,-1,AATE005628,KI421882,1516750,1518558,AGAP009215,3R,28835295,28836687
AALB001294,2L,37958231,37961207,-1,AATE005628,KI421882,1516750,1518558,AGAP009220,3R,28851788,28853341
AALB001294,2L,37958231,37961207,-1,AATE005628,KI421882,1516750,1518558,AGAP009214,3R,28830471,28832415
AALB001294,2L,37958231,37961207,-1,AATE005073,KI421882,1522681,1524398,AGAP011325,3L,21098169,21100483
AALB001294,2L,37958231,37961207,-1,AATE005073,KI421882,1522681,1524398,AGAP009215,3R,28835295,28836687
AALB001294,2L,37958231,37961207,-1,AATE005073,KI421882,1522681,1524398,AGAP009220,3R,28851788,28853341
AALB001294,2L,37958231,37961207,-1,AATE005073,KI421882,1522681,1524398,AGAP009214,3R,28830471,28832415
AALB004294,3L,6851731,6859209,1,AATE000989,KI421884,5643839,5651328,AGAP006021,2L,24919228,24925255
AALB007900,2L,936350,946861,1,AATE001287,KI421900,2989460,3007745,AGAP010160,3R,49671242,49684903
AALB004513,3L,10863872,10864336,-1,,,,,,,,
AALB014018,2L,21742631,21749748,1,,,,,AGAP008003,3R,3995362,4003164
AALB008667,2R,46742232,46750277,1,AATE007267,KI421883,266415,272139,AGAP002682,2R,25604227,25609445
AALB009553,2R,17300,19951,1,,,,,AGAP001101,2R,55572,60067
AALB010299,3R,11609294,11611327,-1,AATE007692,KI421887,6188111,6190607,AGAP011652,3L,30818951,30831860
AALB005104,3L,19641063,19645881,-1,AATE019729,KI421891,2602617,2612379,AGAP005504,2L,16259340,16281009
AALB010783,3R,19353011,19360359,-1,AATE015490,KI421893,1120851,1129203,AGAP011139,3L,17826307,17835151
AALB015482,2R,48811823,48813305,-1,,,,,AGAP009398,3R,32045684,32047114
AALB015482,2R,48811823,48813305,-1,,,,,AGAP009395,3R,32040039,32041469
AALB015482,2R,48811823,48813305,-1,,,,,AGAP009396,3R,32041893,32043328
AALB010002,3R,6131559,6133388,-1,AATE015279,KI421887,7172542,7189662,AGAP012085,3L,37482901,37487555
AALB006212,3L,33170784,33174484,-1,AATE012600,KI421895,4308947,4314131,AGAP007582,2L,47809364,47813287
AALB000769,2L,12063717,12064899,1,AATE001862,KI421891,6223347,6224758,AGAP005144,2L,10488114,10489563
AALB004665,3L,12939664,12944068,-1,AATE017000,KI421884,3485544,3490254,AGAP005638,2L,18086336,18091358
AALB004665,3L,12939664,12944068,-1,AATE017000,KI421884,3485544,3490254,AGAP005636,2L,18074160,18079141
AALB004665,3L,12939664,12944068,-1,AATE017000,KI421884,3485544,3490254,AGAP012569,UNKN,16939871,16940696
AALB004535,3L,10989298,10990392,-1,,,,,AGAP007376,2L,46179069,46180836
AALB001979,2L,26732249,26738588,-1,AATE006489,KI421889,2971914,2981553,AGAP013721,3R,2313388,2319154
AALB006100,3L,31508542,31517948,1,AATE020714,KI421886,5060067,5072682,AGAP005771,2L,20415196,20425711
AALB005065,3L,19268975,19277582,1,AATE004105,KI421891,138228,185363,AGAP006590,2L,34288135,34391778
AALB002276,2R,19316803,19318911,1,AATE013844,KI421906,548139,550863,AGAP002775,2R,27039206,27041487
AALB002196,2R,20710539,20713001,-1,AATE020748,KI421897,2403809,2406169,AGAP001994,2R,13315691,13318196
AALB004889,3L,16750584,16763561,-1,AATE016107,KI421884,5997198,6006891,AGAP005984,2L,24519857,24525656
AALB009563,2R,23679297,23680400,-1,AATE018129,KI421885,11560286,11562303,AGAP003942,2R,46608775,46610857
AALB002792,2R,44535231,44538489,1,,,,,,,,
AALB008281,2R,29620278,29622611,1,AATE004849,KI421885,7621017,7623080,AGAP012960,2R,17433989,17436100
AALB015411,2L,32753418,32753491,1,,,,,,,,
AALB001143,2L,5128282,5130111,-1,AATE009305,KI421887,579060,590002,AGAP011224,3L,19540458,19540961
AALB001143,2L,5128282,5130111,-1,AATE003235,KI421889,2452678,2454052,AGAP011224,3L,19540458,19540961
AALB015257,2R,28724515,28724678,1,,,,,,,,
AALB009283,2R,3261836,3272317,-1,AATE009042,KI421892,2409131,2418339,AGAP003619,2R,40577597,40585729
AALB014144,3R,31101145,31101960,1,,,,,,,,
AALB007065,3R,26119528,26122596,1,AATE016979,KI421893,981613,987833,AGAP011149,3L,17981923,17984708
AALB006230,3L,33319479,33320078,-1,,,,,,,,
AALB007019,3R,25155718,25156516,1,AATE000279,KI421887,6577639,6579425,AGAP008798,3R,17959091,17959786
AALB007489,3R,32570127,32577934,-1,AATE002159,KI422039,10574,14401,AGAP004725,2L,2797664,2801444
AALB005336,3L,22484078,22488546,1,AATE001813,KI421886,11401146,11409459,AGAP005374,2L,14718904,14724339
AALB002790,2R,44549279,44558651,-1,AATE010381,KI421883,4051857,4062180,AGAP003893,2R,45636131,45675450
AALB001024,2L,7556247,7561578,1,AATE003940,KI421882,9347853,9354754,AGAP009253,3R,29949246,29953619
AALB001024,2L,7556247,7561578,1,AATE003940,KI421882,9347853,9354754,AGAP009247,3R,29443292,29446899
AALB001024,2L,7556247,7561578,1,AATE003940,KI421882,9347853,9354754,AGAP009248,3R,29565928,29568865
AALB001024,2L,7556247,7561578,1,AATE003940,KI421882,9347853,9354754,AGAP009250,3R,29803555,29808714
AALB002198,2R,20707698,20709026,-1,AATE016503,KI421897,2407826,2409164,AGAP001996,2R,13319935,13320974
AALB014081,2L,9900835,9902009,-1,,,,,,,,
AALB004323,3L,7279907,7281775,1,AATE008497,KI421894,2182898,2184704,AGAP005252,2L,13194812,13196613
AALB002650,2R,10794083,10799478,-1,AATE001479,KI421883,13030553,13038953,,,,
AALB005711,3L,26858196,26867312,1,AATE006225,KI421884,531060,539417,AGAP006884,2L,39347620,39354291
AALB000547,2L,15766435,15769223,-1,AATE008180,KI421890,533900,537487,AGAP028200,3R,23377417,23380114
AALB000465,2L,17294767,17295681,-1,AATE000209,KI421889,7001349,7002441,AGAP008837,3R,19288903,19290004
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028508,3L,16277341,16279624
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028685,3L,16291477,16294103
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028690,3L,16301946,16303656
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP005475,2L,16071490,16072584
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP005307,2L,13947985,13949275
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP012588,UNKN,17957254,17958303
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP012450,UNKN,2427726,2428785
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP005474,2L,16070116,16071133
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028506,3L,16268386,16269706
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP005106,2L,10154540,10167856
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP012715,UNKN,24752722,24753779
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028687,3L,16294306,16296556
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028689,3L,16299706,16301476
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028509,3L,16280225,16285347
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP005478,2L,16077354,16078327
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP011072,3L,16270658,16272199
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028688,3L,16296926,16299016
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP006696,2L,36781826,36783642
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP011074,3L,16284786,16285537
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028444,2L,10195914,10198064
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP012552,UNKN,15195478,15196445
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP005477,2L,16074785,16075897
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP001067,X,22364083,22365231
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP011073,3L,16275349,16276944
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP028686,3L,16286561,16291120
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP005476,2L,16073528,16074438
AALB014113,2L,4942766,4944158,1,AATE005009,KI421891,2477852,2479108,AGAP011071,3L,16266478,16267977
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028508,3L,16277341,16279624
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028685,3L,16291477,16294103
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028690,3L,16301946,16303656
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP005475,2L,16071490,16072584
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP005307,2L,13947985,13949275
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP012588,UNKN,17957254,17958303
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP012450,UNKN,2427726,2428785
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP005474,2L,16070116,16071133
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028506,3L,16268386,16269706
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP005106,2L,10154540,10167856
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP012715,UNKN,24752722,24753779
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028687,3L,16294306,16296556
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028689,3L,16299706,16301476
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028509,3L,16280225,16285347
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP005478,2L,16077354,16078327
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP011072,3L,16270658,16272199
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028688,3L,16296926,16299016
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP006696,2L,36781826,36783642
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP011074,3L,16284786,16285537
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028444,2L,10195914,10198064
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP012552,UNKN,15195478,15196445
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP005477,2L,16074785,16075897
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP001067,X,22364083,22365231
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP011073,3L,16275349,16276944
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP028686,3L,16286561,16291120
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP005476,2L,16073528,16074438
AALB014113,2L,4942766,4944158,1,AATE004225,KI421882,5444470,5445549,AGAP011071,3L,16266478,16267977
AALB001390,2L,36617925,36619436,-1,,,,,AGAP007943,3R,3243299,3244438
AALB006998,3R,24885426,24887197,1,AATE010595,KI421925,38835,62690,AGAP010334,3L,1619302,1621133
AALB015299,2L,24586324,24586396,-1,,,,,,,,
AALB009499,2R,640641,642197,1,AATE020543,KI421883,9632652,9635163,AGAP003277,2R,34793432,34795941
AALB009617,2R,24390402,24391371,-1,AATE019648,KI421897,113278,116110,AGAP002066,2R,14726797,14727957
AALB010352,3R,12535390,12540978,1,AATE020195,KI421899,1392758,1396154,AGAP011055,3L,15794879,15797831
AALB003944,3R,23195220,23196386,1,AATE010738,KI421903,970606,971287,AGAP011377,3L,22492561,22493419
AALB015656,2L,29750969,29751603,-1,,,,,AGAP008491,3R,11316065,11316746
AALB015188,3L,22713651,22713722,-1,,,,,,,,
AALB010575,3R,15812204,15812839,1,AATE020043,KI421887,466360,466959,AGAP011212,3L,19423035,19423640
AALB009376,2R,2050635,2050862,-1,,,,,,,,
AALB014929,3R,7296580,7297193,-1,,,,,,,,
AALB015048,2R,19930312,19930384,1,,,,,,,,
AALB015799,2R,37623291,37624180,-1,AATE009028,KI421892,4345040,4345915,AGAP003800,2R,43445390,43446319
AALB006034,3L,30812404,30815322,1,,,,,AGAP005420,2L,15365542,15369063
AALB010699,3R,17891740,17894303,-1,AATE016538,KI421887,3443075,3445735,AGAP010785,3L,10346389,10348208
AALB009895,3R,4295195,4304126,-1,AATE020638,KI421899,1863172,1878734,AGAP011082,3L,16324641,16342284
AALB009895,3R,4295195,4304126,-1,AATE001173,AXCP01008000,7234,14361,AGAP011082,3L,16324641,16342284
AALB001465,2L,35507031,35511201,-1,AATE010648,KI421890,6852808,6856143,AGAP009291,3R,30872090,30876039
AALB001124,2L,5610491,5611805,-1,AATE017725,KI421882,2955940,2956946,AGAP008921,3R,21035017,21035926
AALB005964,3L,29757659,29761036,-1,AATE018579,KI421891,2808985,2815368,AGAP005513,2L,16523133,16535141
AALB008695,2R,46323525,46325821,1,AATE001175,KI421885,1508541,1510998,AGAP004082,2R,49518118,49520422
AALB009578,2R,23928630,23929680,-1,AATE015895,KI421883,3463432,3464462,AGAP002535,2R,22451973,22453367
AALB009178,2R,4548989,4551306,-1,AATE016877,KI421888,2663889,2666015,AGAP001310,2R,2840128,2842171
AALB003748,3R,339857,344217,-1,,,,,,,,
AALB007881,2L,660763,664375,-1,AATE016936,KI421900,752561,759637,AGAP010238,3R,51370047,51376204
AALB007052,3R,25965540,25968079,-1,AATE004781,KI421893,808084,809293,AGAP028513,3L,18145797,18150532
AALB005319,3L,22339454,22340122,-1,AATE011492,KI421884,328503,329028,AGAP006836,2L,39138827,39139374
AALB001753,2L,30217875,30225181,-1,AATE010924,KI421882,16029547,16032286,AGAP008435,3R,10708507,10716911
AALB001753,2L,30217875,30225181,-1,AATE008665,KI421882,16033404,16037377,AGAP008435,3R,10708507,10716911
AALB001753,2L,30217875,30225181,-1,AATE010526,KI421882,16017895,16028155,AGAP008435,3R,10708507,10716911
AALB001822,2L,29259660,29264557,-1,AATE011528,KI421889,6200918,6205571,AGAP008887,3R,20286712,20295005
AALB002585,2R,11943852,11947391,-1,AATE003096,KI421883,11693993,11696871,AGAP003356,2R,36679515,36681387
AALB005131,3L,19844521,19859119,-1,AATE006695,KI421884,12323546,12339292,AGAP007474,2L,46754148,46767650
AALB001572,2L,33969269,33973588,-1,AATE015936,KI421882,8606640,8607599,AGAP009818,3R,43778404,43784498
AALB007429,3R,27061476,27062336,-1,AATE014744,KI421902,455856,457396,AGAP011283,3L,20544034,20544992
AALB015038,2R,7333132,7333220,-1,,,,,,,,
AALB015250,2R,43036007,43036088,1,,,,,,,,
AALB004483,3L,10202554,10202949,-1,AATE000397,KI421884,12747388,12756759,AGAP007674,2L,48915809,48925944
AALB002891,2R,50298684,50300072,-1,AATE015196,KI421908,801837,803385,AGAP012793,UNKN,29396576,29397029
AALB002891,2R,50298684,50300072,-1,AATE015196,KI421908,801837,803385,AGAP003858,2R,44651654,44653292
AALB009420,2R,1423074,1424586,-1,AATE003084,KI421888,1851585,1853439,AGAP001153,2R,626498,628360
AALB010630,3R,16829286,16833811,1,AATE008482,KI421901,1915340,1918514,AGAP010849,3L,11993582,11997207
AALB015440,2R,49682874,49682945,1,,,,,,,,
AALB008567,2R,48288685,48290614,1,AATE004226,KI421885,9910127,9912216,AGAP004156,2R,50897136,50942218
AALB008567,2R,48288685,48290614,1,AATE004226,KI421885,9910127,9912216,AGAP012761,UNKN,27680269,27681908
AALB008567,2R,48288685,48290614,1,AATE004226,KI421885,9910127,9912216,AGAP004157,2R,50944151,50945964
AALB010044,3R,6940500,6948591,-1,AATE007200,KI421899,642369,654570,,,,
AALB008631,2R,47263591,47268215,1,AATE001895,KI421915,608707,615276,,,,
AALB015700,2R,470589,472145,-1,,,,,AGAP003254,2R,34486991,34488701
AALB003148,2R,37663295,37665755,1,AATE002950,KI421892,4268182,4282017,AGAP003794,2R,43360964,43385406
AALB000676,2L,13505514,13507781,1,,,,,AGAP008161,3R,6277513,6278493
AALB001495,2L,35158972,35162273,-1,AATE005932,KI421890,5587345,5588655,AGAP008122,3R,5906148,5907529
AALB003597,2R,39697769,39700462,-1,AATE008578,KI421892,6761605,6766758,AGAP004349,2R,54935977,54938560
AALB005804,3L,27933715,27935765,-1,AATE009257,KI421886,7670194,7674201,AGAP005784,2L,20583067,20601574
AALB014865,2R,654066,655715,1,,,,,,,,
AALB002730,2R,9757455,9758672,-1,AATE013352,KI421888,4798200,4799429,AGAP001928,2R,12380418,12382914
AALB001690,2L,31024851,31040556,-1,AATE006910,KI421890,3613639,3639872,AGAP009123,3R,26217371,26247296
AALB001690,2L,31024851,31040556,-1,AATE001984,AXCP01008033,5107,13822,AGAP009123,3R,26217371,26247296
AALB002612,2R,11477252,11478619,1,AATE014637,KI421883,5828617,5829949,AGAP002108,2R,15705487,15706852
AALB002763,2R,44853700,44854744,-1,,,,,,,,
AALB015185,2L,26941393,26941465,1,,,,,,,,
AALB015624,2R,7064801,7066554,1,AATE002672,KI421888,9729691,9731771,AGAP002870,2R,28504248,28505816
AALB014153,2L,37498341,37507159,-1,,,,,AGAP009953,3R,46187605,46206053
AALB010870,2R,49143963,49147228,-1,AATE017262,KI421885,969695,973521,AGAP003679,2R,41850195,41853416
AALB000273,2L,20885263,20886095,-1,AATE018623,KI421882,10986005,10987015,AGAP008325,3R,9141536,9142537
AALB000669,2L,13607151,13608720,-1,AATE006598,KI421890,5097285,5114486,AGAP009065,3R,25310798,25311664
AALB003607,2R,39579108,39580764,1,AATE021218,KI421892,6641643,6643725,AGAP004338,2R,54824657,54826763
AALB009747,3L,96973,105670,1,AATE010919,KI421922,111351,121586,AGAP004672,2R,61246251,61254533
AALB002660,2R,10647543,10648214,-1,,,,,AGAP003988,2R,47548070,47549021
AALB015349,2R,43772723,43772794,-1,,,,,,,,
AALB002073,2R,22978726,22988149,-1,AATE006279,KI421885,11869338,11877225,AGAP003090,2R,32386409,32394038
AALB007959,2L,1735284,1735475,1,,,,,,,,
AALB000574,2L,15120954,15127112,1,AATE006219,KI421890,2119900,2127370,AGAP009659,3R,37669167,37675280
