Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB006841,X,1457961,1459316,-1,AATE017083,KI421898,1999435,2001840,AGAP000876,X,16612688,16613803
AALB006569,X,4858640,4860026,1,AATE018660,KI421895,1768649,1772389,AGAP012224,3L,39121332,39122480
AALB003298,X,10131920,10133090,-1,AATE004111,KI421895,4042046,4046536,AGAP007760,3R,420650,423609
AALB006824,X,1666237,1671197,1,AATE008935,KI421896,3538313,3544324,AGAP000126,X,2031552,2037633
AALB007690,X,9326630,9332127,-1,AATE017087,KI421896,3250049,3254134,AGAP000138,X,2120272,2139554
AALB007690,X,9326630,9332127,-1,AATE007709,KI421896,3222657,3234493,AGAP000138,X,2120272,2139554
AALB003702,X,11926125,11927610,-1,AATE005771,KI421907,295949,298754,AGAP000172,X,2926570,2927601
AALB007720,X,9602704,9603812,1,AATE005135,KI421885,7875585,7876013,AGAP013283,X,9538068,9538788
AALB006351,X,7686604,7699433,1,AATE014256,KI421907,89901,101928,AGAP000058,X,932591,947534
AALB007710,X,9540616,9544752,1,AATE002626,KI421898,3062805,3085063,AGAP000533,X,9543075,9548481
AALB007710,X,9540616,9544752,1,AATE001386,AXCP01008294,1965,4673,AGAP000533,X,9543075,9548481
AALB006589,X,4593267,4601008,1,AATE008704,KI421895,3380028,3389190,AGAP000209,X,3463792,3475668
AALB006622,X,4364285,4368530,1,,,,,AGAP000080,X,1283016,1373662
AALB006578,X,4786643,4788642,-1,AATE011836,KI421907,1385779,1387777,AGAP000448,X,7854021,7855721
AALB007687,X,9277918,9279275,-1,AATE013974,KI421920,285228,288384,AGAP000085,X,1433119,1435719
AALB006751,X,2565810,2570849,1,AATE017566,KI421898,2582126,2587429,AGAP000579,X,10177933,10183042
AALB006811,X,1858772,1865609,-1,AATE010860,KI421980,55866,63644,AGAP028655,X,15438820,15449297
AALB006856,X,1280472,1281751,1,AATE000407,KI421898,3147346,3150080,AGAP000808,X,14828247,14830147
AALB006477,X,6018360,6020591,1,AATE002243,KI421895,2152761,2164512,AGAP000786,X,14307483,14318789
AALB006902,X,628287,634247,1,AATE010473,KI421907,1375535,1379100,AGAP000258,X,4908861,4910385
AALB006566,X,4910781,4912036,1,AATE010654,KI421898,43423,44789,AGAP000398,X,7247165,7248485
AALB006787,X,2034036,2036826,-1,AATE010270,KI421895,4013349,4016530,AGAP000560,X,9935268,9938418
AALB007678,X,9071301,9072356,-1,AATE013859,KI421907,1266126,1268046,AGAP000375,X,6864349,6866041
AALB007771,X,10872653,10879816,1,AATE009138,KI421898,1804660,1814968,AGAP000723,X,13140985,13150404
AALB007771,X,10872653,10879816,1,AATE009138,KI421898,1804660,1814968,AGAP002589,2R,23411485,23412341
AALB003318,X,10291347,10296317,-1,AATE012701,KI421998,35874,40344,AGAP013287,X,9580397,9585551
AALB006515,X,5642442,5652563,-1,AATE009672,KI421895,43537,50349,AGAP000236,X,4442941,4458868
AALB007738,X,9762681,9766406,-1,AATE009999,KI421895,545649,547624,,,,
AALB006849,X,1353258,1354146,1,AATE018689,KI421898,3397033,3398056,,,,
AALB006820,X,1694964,1698924,-1,AATE005851,KI421896,102783,106938,AGAP000343,X,5905558,5911115
AALB006857,X,1274514,1278265,-1,AATE015818,KI421896,810056,814905,AGAP000982,X,18824363,18830464
AALB006933,X,304881,308852,-1,AATE014339,KI421919,137000,141376,AGAP000990,X,18948973,18955677
AALB007673,X,9048276,9053097,-1,AATE000200,KI421898,2870945,2877063,AGAP001076,X,22937392,22947129
AALB006437,X,6380850,6381501,-1,AATE020940,KI421896,89512,90500,AGAP000338,X,5884593,5885346
AALB006605,X,4506815,4507585,1,,,,,,,,
AALB006491,X,5901633,5922005,1,AATE010785,KI421898,906006,907989,AGAP000443,X,7797031,7817356
AALB006776,X,2122524,2127030,1,AATE020909,KI421896,2728901,2737647,AGAP000146,X,2307849,2318278
AALB006266,X,8606180,8608054,1,AATE020619,KI421898,1437817,1440813,AGAP000856,X,15786439,15788568
AALB007790,X,10621253,10623325,-1,AATE006463,KI421983,56264,56824,AGAP004899,2L,5626946,5628862
AALB006871,X,1164321,1165856,1,,,,,,,,
AALB006402,X,6721001,6721473,-1,AATE004306,KI421895,3628325,3640556,,,,
AALB015526,X,1064541,1068150,-1,AATE006632,KI421907,458473,463998,AGAP000192,X,3174285,3178594
AALB003306,X,10177367,10186011,-1,AATE010204,AXCP01008247,2126,10257,AGAP000630,X,11335152,11352646
AALB006463,X,6152932,6167223,1,AATE017381,KI421896,2143886,2167007,AGAP013042,X,13503601,13533093
AALB006934,X,287527,302613,-1,,,,,AGAP000987,X,18933849,18935322
AALB006608,X,4489367,4495387,-1,AATE011983,KI421895,3177072,3180321,AGAP000046,X,740684,744542
AALB006567,X,4905849,4910220,-1,AATE006286,KI421919,343782,348450,AGAP000309,X,5452491,5458462
AALB006913,X,497670,499463,-1,AATE011756,KI421907,1173842,1175502,AGAP001675,2R,7856091,7857657
AALB006796,X,1982190,1985435,1,AATE010009,KI422023,20705,27933,AGAP000658,X,11722986,11727257
AALB006268,X,8573396,8576723,1,AATE007378,KI421907,1221921,1226392,AGAP000667,X,11817968,11824738
AALB006383,X,7347181,7348456,1,AATE003568,KI421895,1966152,1967831,AGAP000965,X,18545042,18546653
AALB007766,X,10899307,10900454,1,AATE019913,KI421948,30508,32653,AGAP000160,X,2807352,2809268
AALB006791,X,2006334,2007173,-1,AATE004334,KI421898,841472,843290,AGAP000268,X,4962167,4963111
AALB014609,X,2005501,2007802,1,,,,,,,,
AALB006499,X,5838546,5843389,-1,AATE001911,KI421896,4161668,4169150,AGAP000223,X,4169109,4176611
AALB006521,X,5521955,5526098,1,AATE014057,AXCP01007817,8774,19846,AGAP000156,X,2734410,2742455
AALB006469,X,6066196,6075516,-1,AATE002246,KI421896,2028585,2041909,AGAP000747,X,13683500,13699672
AALB006813,X,1778731,1793315,-1,AATE011319,KI421898,1226233,1230780,AGAP000863,X,16012846,16027418
AALB006642,X,4103385,4107416,1,AATE015566,KI421898,4005231,4012573,AGAP000066,X,1026072,1029625
AALB014607,X,2329549,2334860,-1,,,,,,,,
AALB003322,X,10348658,10348849,-1,,,,,,,,
AALB006724,X,2961069,2969173,-1,AATE012835,KI421907,1058710,1070144,AGAP000870,X,16247460,16258053
AALB006517,X,5611595,5613669,1,AATE013154,KI421895,75845,81706,AGAP000238,X,4494266,4496105
AALB006854,X,1295300,1296834,-1,AATE014005,KI421898,3208265,3209767,AGAP000806,X,14770308,14771754
AALB006272,X,8545709,8546482,1,AATE016767,KI421898,595345,596260,AGAP012759,UNKN,27504104,27504895
AALB006272,X,8545709,8546482,1,AATE016767,KI421898,595345,596260,AGAP000759,X,13771893,13772921
AALB006503,X,5770857,5772363,1,AATE018422,KI421896,4270710,4284232,,,,
AALB014611,X,1655490,1656265,-1,,,,,,,,
AALB006891,X,720904,725343,-1,AATE010022,KI421895,2945863,2952385,AGAP000929,X,17503857,17514771
AALB003296,X,10094928,10096321,-1,AATE010692,KI421895,3758752,3760739,AGAP000044,X,626266,628342
AALB006519,X,5600784,5601672,1,AATE003063,KI421895,4266113,4267170,AGAP000396,X,7239849,7241015
AALB006648,X,3999969,4011097,-1,AATE012682,KI421896,2914459,2918755,AGAP000153,X,2466316,2477593
AALB006648,X,3999969,4011097,-1,AATE006243,KI421896,2906080,2911588,AGAP000153,X,2466316,2477593
AALB007624,X,8621299,8623140,-1,AATE010309,KI421898,1429855,1432020,AGAP013097,X,15800223,15802416
AALB007792,X,10605799,10607023,1,AATE017734,KI421896,2018986,2021789,AGAP000749,X,13712077,13714950
AALB006647,X,4018213,4018564,1,,,,,,,,
AALB006522,X,5512148,5513006,-1,AATE003330,KI421896,4077248,4079640,AGAP000543,X,9799626,9802439
AALB006406,X,6690812,6698958,1,AATE008648,KI421895,3574340,3582968,AGAP000346,X,6123699,6130874
AALB006709,X,3221000,3222130,1,AATE006554,KI421896,3650967,3665156,AGAP000106,X,1752973,1765061
AALB007779,X,10702889,10706386,1,AATE010579,KI421895,3869243,3878029,AGAP000040,X,503319,510089
AALB006606,X,4501756,4506222,1,AATE019620,KI421898,82932,93700,AGAP001073,X,22747835,22848119
AALB006807,X,1926881,1927799,-1,AATE013625,KI421898,966805,967817,AGAP000402,X,7278897,7280040
AALB006276,X,8499056,8506040,1,AATE019530,KI421907,573645,588892,AGAP000684,X,12135381,12147837
AALB006596,X,4563523,4570815,-1,AATE005927,KI421895,635287,642811,AGAP000436,X,7710414,7717638
AALB007668,X,9014037,9019177,-1,AATE003209,KI421896,2315454,2332620,AGAP000502,X,8827758,8847273
AALB006756,X,2533407,2542355,-1,AATE020341,KI421898,1072100,1083623,AGAP012976,X,9601195,9615371
AALB007774,X,10787018,10809722,-1,AATE002648,KI421896,2239099,2243080,AGAP000389,X,7124538,7152466
AALB007774,X,10787018,10809722,-1,AATE016113,KI421896,2243458,2245253,AGAP000389,X,7124538,7152466
AALB006923,X,366314,374876,-1,AATE011645,KI421898,1496215,1513421,AGAP000847,X,15618828,15688956
AALB003312,X,10212601,10220872,-1,AATE002691,KI421895,1614584,1620296,AGAP001021,X,19597158,19604587
AALB014697,X,8832922,8833318,-1,,,,,,,,
AALB006413,X,6547599,6549259,-1,AATE018213,KI421919,367232,369447,AGAP000283,X,5109658,5111961
AALB006641,X,4107762,4120504,-1,AATE021170,KI421907,14211,25239,AGAP000065,X,1013491,1025167
AALB015393,X,6114073,6114155,1,,,,,,,,
AALB007719,X,9596370,9601453,-1,AATE005635,AXCP01008280,2286,8522,AGAP004895,2L,5489591,5498330
AALB006448,X,6303721,6315085,1,AATE003174,KI421895,3360111,3371445,AGAP000015,X,192291,201940
AALB006482,X,5982648,5984498,-1,AATE008311,KI421896,2250332,2253096,AGAP000387,X,7114418,7115594
AALB006687,X,3409254,3409878,-1,AATE008753,KI421926,77190,77905,AGAP001006,X,19098866,19099144
AALB006748,X,2644812,2647164,1,,,,,,,,
AALB014619,X,630853,632015,-1,AATE006845,KI421907,1381644,1383236,AGAP009564,3R,36263000,36264161
AALB006695,X,3352885,3355963,1,AATE001024,KI421898,1584242,1585622,AGAP000842,X,15559097,15560436
AALB006449,X,6268917,6276500,1,,,,,AGAP000013,X,148957,163951
AALB006621,X,4381153,4382307,1,AATE003301,KI421898,3730036,3739597,,,,
AALB006840,X,1525518,1531775,-1,AATE003509,KI421898,1881834,1893231,AGAP000717,X,13042228,13064106
AALB006583,X,4706750,4708941,1,,,,,,,,
AALB007701,X,9381119,9388143,-1,AATE008844,KI421896,1447542,1458895,AGAP000472,X,8123859,8133419
AALB006676,X,3492565,3492945,-1,AATE013776,KI421898,973180,973836,,,,
AALB006441,X,6363950,6371475,-1,AATE016512,KI421907,1318676,1342532,AGAP000368,X,6777035,6802684
AALB006615,X,4434821,4435912,-1,,,,,AGAP000093,X,1541991,1543412
AALB006699,X,3343051,3344798,-1,AATE018670,KI421986,254,2737,AGAP000119,X,1941492,1942726
AALB007654,X,8906758,8909368,1,AATE018724,KI421895,3750125,3753903,AGAP000791,X,14411709,14416243
AALB006868,X,1174709,1187550,1,AATE017791,KI421918,63830,77123,AGAP000783,X,14247920,14265405
AALB003327,X,10407906,10416145,-1,AATE012405,KI421895,2859596,2871095,AGAP000943,X,18254537,18268004
AALB006768,X,2305947,2309759,-1,AATE000187,KI421921,132858,139820,AGAP000660,X,11750947,11754470
AALB014886,X,12309934,12310185,1,,,,,,,,
AALB006479,X,6005329,6006168,1,AATE015928,KI421907,1616386,1617658,AGAP000120,X,1944205,1945422
AALB006371,X,7441657,7448468,1,AATE020761,KI421895,4457403,4465974,AGAP000360,X,6486709,6500088
AALB006632,X,4263210,4263746,1,,,,,AGAP013406,X,1253786,1254412
AALB006733,X,2861557,2866101,1,,,,,,,,
AALB006496,X,5848032,5854887,-1,AATE003136,KI421896,4149597,4156779,AGAP000019,X,259828,288873
AALB014586,X,4633622,4635737,1,,,,,,,,
AALB003299,X,10136623,10138773,1,AATE017354,KI421895,4038200,4040984,AGAP001531,2R,5882628,5884607
AALB007693,X,9351840,9352361,1,,,,,,,,
AALB006368,X,7473555,7474637,-1,AATE002145,KI421895,4335448,4336455,AGAP000357,X,6350261,6351219
AALB006556,X,5044830,5051389,1,AATE002162,KI421920,54659,62951,AGAP000319,X,5662879,5676527
AALB006429,X,6421407,6425258,1,AATE020253,KI421959,43457,52500,AGAP000131,X,2078637,2083702
AALB006750,X,2571023,2571605,-1,AATE016721,KI421898,2581958,2582820,,,,
AALB006299,X,8388945,8389493,1,AATE009197,KI421895,548506,557307,,,,
AALB006930,X,334070,338836,-1,AATE011576,KI421919,26381,33075,AGAP000329,X,5774401,5780662
AALB006672,X,3528920,3532328,-1,AATE009941,KI421898,2232632,2236810,AGAP013464,X,12496231,12499509
AALB006478,X,6007003,6011336,-1,AATE016662,KI421895,2139124,2147486,AGAP000785,X,14279661,14289825
AALB007736,X,9756102,9757451,1,AATE015802,KI421920,52301,53551,AGAP000991,X,18974106,18975611
AALB006377,X,7380243,7383761,-1,AATE007854,KI421895,4501745,4506619,AGAP000361,X,6545138,6548184
AALB014587,X,4584645,4586119,-1,,,,,,,,
AALB007640,X,8774151,8779314,1,AATE001483,KI421894,5202821,5207801,AGAP000885,X,16729033,16734077
AALB014704,X,11318743,11319232,-1,,,,,,,,
AALB006941,X,178596,181915,1,AATE003357,KI421896,1140737,1158781,AGAP000637,X,11407473,11411940
AALB006630,X,4275201,4276241,1,AATE000958,KI421898,3769925,3770971,AGAP000079,X,1269003,1270433
AALB006304,X,8312835,8317868,-1,AATE016644,KI421898,2083089,2092385,AGAP000879,X,16665773,16671544
AALB003284,X,9978493,9980223,1,AATE006814,KI421896,707816,709715,AGAP000819,X,15252295,15254168
AALB003336,X,10550913,10556734,1,AATE008752,KI421898,928605,930111,AGAP000441,X,7784541,7786949
AALB006373,X,7422012,7425074,1,AATE007406,KI421895,4328026,4332402,AGAP000355,X,6328078,6330848
AALB006373,X,7422012,7425074,1,AATE007406,KI421895,4328026,4332402,AGAP011657,3L,31004813,31005931
AALB006714,X,3149371,3151335,-1,AATE013203,KI421906,573772,575097,AGAP002773,2R,26955106,27016799
AALB006714,X,3149371,3151335,-1,AATE000855,KI421906,578729,586849,AGAP002773,2R,26955106,27016799
AALB003705,X,11958526,11989747,1,AATE020524,KI421919,91592,96112,AGAP013441,X,5714869,5717584
AALB015557,X,8549174,8550190,-1,AATE007312,KI421898,591689,592720,AGAP000888,X,16746634,16747763
AALB006543,X,5240013,5241629,1,AATE002886,KI422366,3979,6338,AGAP000823,X,15327411,15333680
AALB006457,X,6225342,6226725,1,,,,,AGAP000334,X,5859197,5864325
AALB006350,X,7700659,7701099,-1,AATE003144,KI421906,1123623,1125956,AGAP000670,X,11842902,11843636
AALB006343,X,7808273,7813279,1,AATE014446,KI421907,122398,133793,AGAP013380,X,913208,917322
AALB007709,X,9538356,9540055,1,AATE013972,KI421896,950234,978685,AGAP000485,X,8537815,8538555
AALB007747,X,11235823,11237166,1,AATE013273,KI421907,202742,204599,AGAP000053,X,842664,844158
AALB006538,X,5270263,5272029,1,AATE010589,KI421907,738178,740636,AGAP000923,X,17404252,17406307
AALB006334,X,7875707,7875886,1,,,,,,,,
AALB007764,X,10912088,10916030,-1,AATE006759,KI422084,7021,10636,AGAP000158,X,2773938,2777011
AALB006858,X,1250096,1256297,-1,AATE001933,KI421896,783423,794113,AGAP000303,X,5365577,5371383
AALB006291,X,8416818,8420082,1,AATE010668,KI421895,3271388,3275452,AGAP000765,X,13806369,13813289
AALB007671,X,9043568,9045663,-1,AATE002677,KI421898,2880311,2882451,AGAP010769,3L,10103205,10104422
AALB006604,X,4510912,4511462,-1,,,,,AGAP011412,3L,23948144,23949375
AALB006766,X,2311968,2312820,1,AATE008967,KI421895,652915,654596,AGAP000482,X,8438347,8439461
AALB014567,X,7803695,7808090,1,,,,,,,,
AALB007758,X,10948716,10953474,-1,AATE009363,KI421898,663898,670666,AGAP000773,X,13882785,13890371
AALB009738,X,12257728,12258274,1,,,,,AGAP004778,2L,3445900,3447091
AALB006399,X,6779974,6782192,-1,AATE012311,KI421895,2312320,2316150,AGAP000935,X,17669189,17671445
AALB006834,X,1569473,1578508,-1,AATE016720,KI422002,8991,15808,AGAP000577,X,10149405,10156525
AALB006480,X,5989753,6004368,-1,AATE021082,KI421907,1568549,1577393,AGAP001043,X,20100627,20158206
AALB006771,X,2169779,2170282,1,,,,,,,,
AALB006573,X,4830947,4848740,-1,AATE018414,KI421907,1440231,1442449,AGAP000454,X,7935980,7938935
AALB007725,X,9638806,9643814,-1,AATE005101,KI421898,3106217,3114932,AGAP000532,X,9497037,9506017
AALB006613,X,4449136,4449648,-1,,,,,AGAP000096,X,1565449,1566851
AALB006860,X,1226474,1231644,1,AATE006770,KI421896,769624,775684,AGAP000301,X,5346135,5352888
AALB006665,X,3673588,3680702,1,AATE011831,KI421907,1343114,1348434,AGAP006388,2L,31043506,31047651
AALB003323,X,10348870,10349809,-1,AATE002369,KI421895,2708074,2711521,AGAP000939,X,18120046,18126678
AALB014590,X,3941100,3941989,1,,,,,,,,
AALB006497,X,5845410,5847260,-1,AATE019374,KI421896,4157559,4159397,AGAP000648,X,11593690,11595622
AALB006666,X,3665467,3665974,1,AATE014945,KI421895,4301984,4303869,AGAP010047,3R,48226916,48227767
AALB006666,X,3665467,3665974,1,AATE014945,KI421895,4301984,4303869,AGAP010046,3R,48208310,48209024
AALB006376,X,7388240,7397290,-1,AATE010711,KI421921,115162,129295,AGAP000363,X,6750256,6756976
AALB007793,X,10597819,10603206,-1,AATE010412,KI421896,2024665,2028862,AGAP000748,X,13700537,13729423
AALB014568,X,7621754,7622833,-1,,,,,,,,
AALB014576,X,6042671,6043037,1,,,,,,,,
AALB006461,X,6181930,6190312,-1,AATE004865,KI421907,626723,638536,,,,
AALB006743,X,2774086,2783741,-1,AATE010886,KI421889,8883797,8892761,AGAP000005,X,32382,38843
AALB006743,X,2774086,2783741,-1,AATE018776,KI421935,34625,39508,AGAP000005,X,32382,38843
AALB014327,X,10309140,10310123,1,,,,,,,,
AALB003310,X,10201834,10203746,-1,AATE000280,KI421895,1726311,1730786,AGAP001025,X,19714751,19718165
AALB015587,X,10069847,10071341,-1,AATE008536,KI421895,4251391,4253613,AGAP000736,X,13432331,13433400
AALB006798,X,1977296,1978220,-1,,,,,AGAP000771,X,13860780,13861688
AALB006540,X,5256414,5262485,1,AATE007966,KI421896,2274155,2284818,AGAP000385,X,7074832,7083087
AALB003321,X,10337215,10347540,1,AATE004183,KI421898,987855,1017159,AGAP000869,X,16222088,16237104
AALB014584,X,4771554,4773209,-1,,,,,,,,
AALB006765,X,2312964,2314748,-1,AATE005308,KI421895,654141,656616,AGAP000481,X,8432913,8436736
AALB006409,X,6585388,6588577,1,AATE011187,KI421895,3480977,3486953,AGAP000344,X,5961988,5967875
AALB006380,X,7363819,7364644,1,AATE013897,KI421898,2852347,2854317,AGAP001092,X,24086190,24087589
AALB007692,X,9347699,9349401,-1,AATE007901,AXCP01008455,4719,7380,AGAP013435,X,2043450,2045192
AALB015768,X,3310366,3325148,-1,AATE002631,KI421896,3811396,3845384,AGAP000489,X,8635241,8652253
AALB006599,X,4544141,4544455,1,AATE006763,KI421895,592337,605687,,,,
AALB006460,X,6193209,6194460,1,AATE005683,KI422136,7506,9330,AGAP000127,X,2039138,2040570
AALB006533,X,5385026,5387637,-1,AATE000727,KI421895,232759,233562,,,,
AALB007680,X,9084512,9085621,1,AATE016851,KI421895,2117661,2118672,AGAP000957,X,18367147,18368810
AALB007724,X,9636482,9638288,1,AATE003351,KI422102,1069,2587,AGAP000657,X,11718049,11720785
AALB015275,X,2410627,2410705,-1,,,,,,,,
AALB007716,X,9580977,9582375,-1,AATE008574,KI421896,2611895,2623683,AGAP000899,X,16998331,17000803
AALB014579,X,5887012,5888041,1,,,,,,,,
AALB006645,X,4082747,4085729,-1,AATE000288,KI421898,3972820,3998872,AGAP000068,X,1048365,1059174
AALB014705,X,11223918,11227467,-1,,,,,,,,
AALB007627,X,8640298,8641217,1,AATE010873,KI421898,1394191,1395307,AGAP000859,X,15837887,15839184
AALB006749,X,2579241,2580344,1,AATE009223,KI421898,2594114,2600369,AGAP000580,X,10205844,10206981
AALB006364,X,7539863,7541588,1,AATE002683,KI421896,1474565,1479977,AGAP001038,X,19963919,19965530
AALB007715,X,9568310,9573162,1,AATE005176,KI421907,1518843,1526058,AGAP000466,X,8049063,8054326
AALB006425,X,6433392,6435976,1,AATE011261,KI421898,12373,14296,AGAP000277,X,5028370,5034922
AALB006734,X,2860002,2861459,1,AATE005707,KI422281,2118,7965,AGAP001064,X,22293009,22319374
AALB007681,X,9087867,9092000,1,AATE007034,KI421895,2122101,2127713,AGAP000955,X,18354071,18361547
AALB014325,X,10133148,10138659,-1,,,,,,,,
AALB007628,X,8643798,8647692,1,AATE011937,KI421898,1385817,1391178,AGAP000860,X,15841786,15848469
AALB006754,X,2546885,2549635,1,AATE006774,KI421898,1090283,1093218,AGAP000537,X,9628331,9630253
AALB007639,X,8769089,8771694,-1,AATE011941,KI421896,3642448,3646381,AGAP000102,X,1734441,1738258
AALB006894,X,700776,707703,1,AATE005408,KI421898,51322,55526,AGAP000711,X,12699879,12706943
AALB006430,X,6408528,6417807,-1,AATE001767,KI421959,15971,23640,AGAP000129,X,2065516,2073304
AALB007728,X,9690279,9693867,-1,AATE015831,KI421896,1645767,1648236,,,,
AALB006484,X,5976567,5978466,1,AATE001931,KI421945,27906,41106,,,,
AALB007684,X,9253907,9263361,1,AATE014267,KI421918,325648,347212,AGAP000779,X,13969857,13978437
AALB006487,X,5942395,5947638,-1,AATE015944,KI421896,437425,440946,AGAP000218,X,4002087,4006005
AALB007686,X,9274366,9275504,1,AATE020122,KI421920,280656,283561,AGAP000083,X,1428544,1429315
AALB006761,X,2389398,2408138,-1,AATE014746,KI421895,825083,836042,,,,
AALB003288,X,10041631,10045019,-1,AATE010719,KI421896,856204,859620,AGAP000162,X,2832353,2836376
AALB006845,X,1402051,1402566,1,AATE007559,KI421898,3492878,3508490,,,,
AALB006700,X,3338873,3342546,1,AATE008838,KI421986,2472,9587,AGAP000022,X,309046,313230
AALB007660,X,8955936,8957420,1,AATE007891,KI421907,1618415,1620279,AGAP013279,X,1946472,1947708
AALB006774,X,2136305,2146144,1,AATE013233,AXCP01008108,2318,11639,AGAP000601,X,10691120,10696691
AALB006301,X,8369787,8377001,-1,AATE006690,KI421898,2167336,2174343,AGAP000702,X,12561091,12570020
AALB006400,X,6763800,6765586,-1,AATE013648,KI421895,3709712,3716528,AGAP000351,X,6187880,6277170
AALB007744,X,11281558,11285327,1,,,,,,,,
AALB007653,X,8902219,8905734,-1,AATE011217,KI421898,94353,98424,AGAP001065,X,22324224,22330158
AALB006507,X,5729468,5730397,1,AATE014541,KI421896,4333422,4335124,AGAP012975,X,4334265,4335087
AALB006821,X,1678073,1690526,1,AATE011685,KI421895,3884480,3888112,AGAP000315,X,10090324,10093280
AALB006656,X,3927729,3929349,-1,AATE007156,KI421896,30165,32600,AGAP000830,X,15367594,15371384
AALB006317,X,8076228,8077262,1,AATE010383,KI421919,312874,317127,AGAP000305,X,5410362,5411262
AALB003701,X,11915862,11923749,1,AATE005494,KI421907,300495,309546,AGAP000171,X,2912516,2922177
AALB003311,X,10209989,10210720,1,AATE014004,KI421895,1678790,1688007,AGAP001023,X,19654476,19663046
AALB014569,X,7437425,7441233,1,,,,,,,,
AALB006389,X,7258595,7265217,1,AATE012318,KI421896,1753777,1766759,AGAP000715,X,12859844,12886948
AALB006951,X,8901,9398,1,,,,,,,,
AALB006483,X,5978671,5982088,-1,AATE011486,KI421907,741630,744007,AGAP000924,X,17411652,17417652
AALB006335,X,7872859,7875082,1,AATE002911,KI421898,601322,607769,AGAP000756,X,13752966,13764965
AALB003333,X,10457429,10462114,1,AATE001433,KI421898,3139945,3145010,AGAP013022,X,14833663,14836326
AALB006574,X,4833354,4834381,1,AATE000161,KI421889,395733,396552,AGAP000457,X,7930828,7935051
AALB006574,X,4833354,4834381,1,AATE007604,KI421907,1438314,1439956,AGAP000457,X,7930828,7935051
AALB007685,X,9269639,9271637,1,AATE015598,KI421918,354311,356755,AGAP000778,X,13956641,13959926
AALB006579,X,4781415,4786417,-1,AATE002978,KI421907,336530,339946,AGAP000191,X,3166681,3168140
AALB015767,X,3262647,3286180,-1,AATE002741,KI421896,3730548,3741903,AGAP000114,X,1857410,1882218
AALB006755,X,2544543,2545360,-1,AATE019391,KI421898,1085880,1087077,AGAP000536,X,9622535,9623830
AALB006534,X,5326985,5328234,1,AATE010388,KI421895,308782,315200,AGAP000607,X,11074196,11075470
AALB006329,X,7900274,7901050,-1,,,,,,,,
AALB006727,X,2946822,2948222,1,AATE008007,KI421906,1008085,1008846,AGAP000738,X,13456931,13458634
AALB006727,X,2946822,2948222,1,AATE008007,KI421906,1008085,1008846,AGAP006449,2L,32254672,32255304
AALB006727,X,2946822,2948222,1,AATE008007,KI421906,1008085,1008846,AGAP000777,X,13948491,13949540
AALB006727,X,2946822,2948222,1,AATE014351,KI421895,4260724,4262641,AGAP000738,X,13456931,13458634
AALB006727,X,2946822,2948222,1,AATE014351,KI421895,4260724,4262641,AGAP006449,2L,32254672,32255304
AALB006727,X,2946822,2948222,1,AATE014351,KI421895,4260724,4262641,AGAP000777,X,13948491,13949540
AALB009741,X,12100089,12100615,-1,AATE000847,KI421886,3735081,3737795,AGAP004968,2L,7298886,7300354
AALB014563,X,8416625,8417183,-1,,,,,,,,
AALB006576,X,4815896,4820588,1,AATE001429,KI421907,1414209,1419781,AGAP000452,X,7893480,7901380
AALB006593,X,4578553,4579020,1,,,,,,,,
AALB015586,X,10071803,10077187,-1,AATE007350,KI422074,377,17379,AGAP000500,X,8780077,8799840
AALB007670,X,9040142,9042880,-1,AATE021711,KI421882,2526474,2529313,AGAP028654,X,8801331,8804914
AALB006488,X,5932218,5934057,-1,AATE014257,KI421896,484552,489098,AGAP000219,X,4082194,4088133
AALB007667,X,8998350,9004676,1,AATE015694,KI421896,2338005,2350502,AGAP000504,X,8858303,8889428
AALB003330,X,10430306,10431529,-1,AATE001827,KI421896,1230619,1231892,AGAP000946,X,18300572,18301621
AALB007727,X,9667840,9671623,-1,AATE014682,KI421896,1659219,1675104,AGAP001053,X,21343435,21367564
AALB014594,X,3578842,3581687,1,,,,,,,,
AALB006944,X,88597,100651,-1,AATE016801,KI421898,2400112,2413883,AGAP000687,X,12281540,12300807
AALB006379,X,7366598,7367992,1,AATE002526,KI421891,2882666,2896550,AGAP005526,2L,16617187,16634182
AALB006367,X,7479092,7489853,1,AATE011998,KI421896,574867,596428,AGAP000865,X,16104446,16138308
AALB015836,X,1194346,1195811,1,,,,,AGAP000165,X,2849321,2851042
AALB007698,X,9370261,9371709,1,AATE003086,KI421896,605444,606959,AGAP000250,X,4598047,4599803
AALB007794,X,10594356,10595874,1,AATE000786,KI421907,1550433,1552901,AGAP000469,X,8098317,8102973
AALB006570,X,4855084,4857401,-1,AATE004104,KI421926,5040,13554,AGAP000422,X,7593777,7598788
AALB006680,X,3466582,3476967,1,AATE017443,KI421898,1446269,1461657,AGAP000854,X,15755376,15765168
AALB007683,X,9248986,9251779,-1,,,,,,,,
AALB014328,X,10456596,10456849,1,,,,,,,,
AALB006536,X,5322948,5324347,-1,AATE009065,KI421911,646072,650814,AGAP000612,X,11082821,11084194
