"alb_id";"alb_chr";"alb_start";"alb_end";"alb_strand";"atr_id";"atr_chr";"atr_start";"atr_end";"atr_strand";"gam_id";"gam_chr";"gam_start";"gam_end";"gam_strand";"sin_id";"sin_chr";"sin_start";"sin_end";"sin_strand"
"AALB008784";"2R";63546759;63550753;-1;"AATE001528";"2R";58806906;58809904;1;"AGAP010274";"3R";186953701;186956267;-1;"ASIC013451";"2R";33585578;33585711;1
"AALB010149";"3R";110899448;110901217;1;"AATE009876";"X";820217;823977;1;"AGAP000891";"X";16768557;16772936;1;"ASIC020420";"X";4972375;4972406;1
"AALB000797";"2L";75467467;75468120;1;"AATE005580";"2R";28364249;28364857;1;"AGAP009771";"3R";177795502;177796005;-1;"ASIC022004";"2R";23001679;23001693;1
"AALB005608";"3L";161919445;161943905;-1;"AATE016259";"2L";75430966;75470056;-1;"AGAP006516";"2L";119384210;119436368;1;"ASIC019929";"2L";51476449;51476767;-1
"AALB010650";"3R";119076273;119078193;1;"AATE001644";"3L";175810187;175812743;1;"AGAP028519";"3L";211590501;211593155;-1;"ASIC015646";"3L";69269213;69269323;-1
"AALB001615";"2L";97410157;97411269;-1;"AATE004535";"2R";17877147;17878208;1;"AGAP009485";"3R";169711606;169712544;-1;"ASIC007269";"2R";14393639;14393804;1
"AALB004015";"3R";123673729;123674646;-1;"AATE021098";"3L";189760503;189761447;-1;"AGAP011354";"3L";209790422;209791765;-1;"ASIC004822";"3L";67601791;67602735;1
"AALB002709";"2R";22298780;22300897;1;"AATE019272";"3R";108356577;108360540;1;"AGAP001950";"2R";37029142;37031539;1;"ASIC008223";"3R";56586437;56587599;1
"AALB000314";"2L";83953679;83955689;1;"AATE018717";"2R";36541775;36544095;1;"AGAP008756";"3R";152148966;152151194;-1;"ASIC006581";"2R";18223868;18224471;-1
"AALB000643";"2L";77912582;77913991;-1;"AATE010019";"2R";40874551;40875852;-1;"AGAP009147";"3R";162581734;162583011;1;"ASIC015863";"2R";27365367;27366695;-1
"AALB010015";"3R";108176476;108177850;1;"AATE019769";"3L";171424194;171425896;1;"AGAP012101";"3L";225762726;225763715;1;"ASIC018238";"3L";76803430;76803460;-1
"AALB006652";"X";3939493;3940820;-1;"AATE007167";"X";1223612;1225410;1;"AGAP000949";"X";18322896;18324357;-1;"ASIC017141";"X";10644828;10645571;-1
"AALB001424";"2L";100099100;100102419;-1;"AATE006976";"2R";16686083;16689903;-1;"AGAP007887";"3R";137528796;137532533;1;"ASIC007442";"2R";13231224;13231622;-1
"AALB015848";"2R";21539722;21554230;-1;"AATE012597";"3R";107584093;107591320;-1;"AGAP001895";"2R";36184438;36190703;-1;"ASIC008341";"3R";55851030;55851209;-1
"AALB010842";"3R";122186693;122187994;-1;"AATE009356";"X";7804565;7807620;-1;"AGAP000625";"X";11263541;11267788;1;"ASIC005223";"X";599991;600126;-1
"AALB006333";"X";7876494;7877636;-1;"AATE016980";"X";14653014;14655389;1;"AGAP000755";"X";13749445;13753936;1;"ASIC007613";"X";12605533;12606042;-1
"AALB000992";"2L";72136361;72139063;-1;"AATE003947";"2R";39852963;39856035;1;"AGAP008107";"3R";140831542;140833437;1;"ASIC017704";"2R";27029381;27029395;1
"AALB001671";"2L";95848042;95851893;1;"AATE002903";"2R";41030724;41033478;-1;"AGAP009141";"3R";162407860;162410148;-1;"ASIC015848";"2R";27532318;27532406;1
"AALB005106";"3L";156250300;156256886;1;"AATE003553";"2L";73956065;73971419;-1;"AGAP007420";"2L";132206315;132222721;1;"ASIC019739";"2L";49662309;49662455;-1
"AALB008455";"2R";38695235;38705769;-1;"AATE020877";"3R";149935669;149937853;-1;"AGAP004149";"2R";75000868;75002780;-1;"ASIC021803";"3R";61269800;61269869;1
"AALB005292";"3L";158567651;158573200;-1;"AATE015860";"2L";82551775;82564243;-1;"AGAP006811";"2L";124371221;124376711;-1;"ASIC019614";"2L";50582353;50586108;-1
"AALB002990";"2R";46907762;46911378;-1;"AATE010915";"3R";159092686;159098545;1;"AGAP004530";"2R";81680461;81684088;1;"ASIC021906";"3R";61936763;61936801;-1
"AALB010348";"3R";114423373;114425373;-1;"AATE003097";"3L";185433128;185435065;1;"AGAP012268";"3L";227720085;227721080;-1;"ASIC017855";"3L";79928560;79930010;-1
"AALB001032";"2L";71315540;71316878;1;"AATE006623";"2R";27084838;27097367;-1;"AGAP009254";"3R";164976481;164986760;-1;"ASIC017720";"2R";26490655;26491159;-1
"AALB009767";"3R";104700849;104704170;-1;"AATE014070";"3L";186548231;186553119;-1;"AGAP028598";"3L";224804933;224806212;-1;"ASIC005099";"3L";65336918;65337320;-1
"AALB001973";"2L";90842789;90849550;-1;"AATE003716";"2R";50555236;50556504;-1;"AGAP007745";"3R";135234651;135235816;1;"ASIC017663";"2R";25032122;25032169;-1
"AALB014484";"3L";158105482;158108601;1;"AATE015918";"2L";82100310;82102124;1;"AGAP006783";"2L";123858198;123859521;1;"ASIC019660";"2L";50175437;50175511;1
"AALB003792";"3R";102765312;102765752;-1;"AATE009733";"3L";168954113;168954544;1;"AGAP012380";"3L";229464874;229465305;-1;"ASIC018003";"3L";78502714;78503145;-1
"AALB001735";"2L";94327409;94328850;-1;"AATE012349";"2R";37903529;37904886;1;"AGAP008414";"3R";145537745;145538996;1;"ASIC006439";"2R";16891328;16892281;-1
"AALB005245";"3L";157820974;157822632;-1;"AATE008956";"2L";75148577;75150226;1;"AGAP006542";"2L";119749879;119751638;-1;"ASIC019534";"2L";51190735;51190896;-1
"AALB000368";"2L";83060638;83076621;-1;"AATE016227";"2R";21118130;21121969;-1;"AGAP009923";"3R";180347305;180349259;-1;"ASIC014632";"2R";20292744;20293852;1
"AALB008828";"2R";21520300;21523897;-1;"AATE002711";"3R";107563345;107567543;-1;"AGAP001888";"2R";36162041;36164365;-1;"ASIC008332";"3R";55820244;55821364;-1
"AALB000725";"2L";76603898;76607988;-1;"AATE018090";"2R";49049887;49053037;1;"AGAP009610";"3R";172021588;172023371;1;"ASIC006890";"2R";32927095;32927177;-1
"AALB000021";"2L";89537222;89541943;-1;"AATE013619";"2R";35367850;35370932;1;"AGAP009178";"3R";163174264;163175869;-1;"ASIC006674";"2R";19151243;19151555;-1
"AALB009987";"3R";107920908;107921974;1;"AATE012742";"3L";168633119;168634913;1;"AGAP011415";"3L";212152034;212152825;-1;"ASIC017960";"3L";78822448;78822498;-1
"AALB015583";"2L";92346862;92350921;-1;"AATE018895";"2R";54337045;54341802;-1;"AGAP009645";"3R";172531350;172533769;-1;"ASIC017253";"2R";21414193;21414273;-1
"AALB015456";"2L";91291401;91292752;1;"AATE010615";"2R";21831681;21833227;-1;"AGAP009853";"3R";179368863;179370384;-1;"ASIC014579";"2R";19532555;19533386;1
"AALB005162";"3L";156751926;156758975;1;"AATE020480";"2L";73446063;73461191;-1;"AGAP007512";"2L";132749040;132779272;1;"ASIC019825";"2L";49157486;49157593;-1
"AALB008843";"2R";21336075;21341960;1;"AATE010928";"3R";107371946;107377069;1;"AGAP001867";"2R";35946102;35953160;1;"ASIC008303";"3R";55632348;55632642;1
"AALB000297";"2L";84401809;84403339;1;"AATE015389";"2R";38648610;38650678;1;"AGAP009296";"3R";165930280;165932099;-1;"ASIC013841";"2R";21065982;21066140;1
"AALB005610";"3L";161988030;161989158;-1;"AATE016114";"2L";75529776;75542121;-1;"AGAP006515";"2L";119292436;119293332;1;"ASIC019920";"2L";51545459;51545487;-1
"AALB006466";"X";6109274;6112256;1;"AATE009380";"X";2089903;2092755;1;"AGAP000744";"X";13623925;13626564;-1;"ASIC009530";"X";2472361;2475084;-1
"AALB005141";"3L";156549911;156559120;-1;"AATE006106";"2L";73659690;73663384;1;"AGAP007490";"2L";132548680;132552350;-1;"ASIC019796";"2L";49353663;49353923;1
"AALB009671";"2R";37200891;37208579;1;"AATE009239";"3R";117664775;117671546;1;"AGAP002614";"2R";48417386;48422901;-1;"ASIC021817";"3R";61372107;61372205;1
"AALB001917";"2L";91669557;91671134;-1;"AATE018732";"2R";31428308;31429786;-1;"AGAP008042";"3R";139822660;139824410;-1;"ASIC006980";"2R";32134932;32136410;1
"AALB003974";"3R";124239554;124241658;1;"AATE020649";"3L";175406800;175410487;1;"AGAP012119";"3L";225948285;225950213;-1;"ASIC019351";"3L";75085280;75086632;-1
"AALB001915";"2L";91672458;91674963;1;"AATE015963";"2R";31431054;31434130;1;"AGAP008044";"3R";139825821;139828721;1;"ASIC006977";"2R";32130121;32130162;1
"AALB001357";"2L";100823871;100824770;1;"AATE002024";"2R";16788099;16789399;1;"AGAP007869";"3R";137413136;137414225;-1;"ASIC007466";"2R";13328664;13329117;1
"AALB005235";"3L";157702958;157715873;1;"AATE007585";"2L";75272709;75284062;-1;"AGAP006532";"2L";119611473;119618374;1;"ASIC019516";"2L";51317436;51317454;-1
"AALB005265";"3L";158087185;158092496;-1;"AATE010199";"2L";82082687;82085577;-1;"AGAP006778";"2L";123838975;123840936;-1;"ASIC019664";"2L";50163332;50164714;-1
"AALB001275";"2R";63733074;63737212;-1;"AATE010804";"2R";58924275;58934104;1;"AGAP010261";"3R";186778993;186797501;-1;"ASIC013438";"2R";33694853;33695969;1
"AALB004847";"3L";152690724;152692261;-1;"AATE017318";"2L";71012629;71014066;1;"AGAP006136";"2L";112748159;112749742;-1;"ASIC019895";"2L";51914332;51914775;1
"AALB010744";"3R";120433886;120440943;-1;"AATE004604";"3L";174276547;174283325;-1;"AGAP011094";"3L";204660691;204683681;-1;"ASIC014477";"3L";72885495;72886980;1
"AALB000124";"2L";87839538;87841400;-1;"AATE000610";"2R";29487406;29489365;1;"AGAP009724";"3R";176552327;176554083;-1;"ASIC022150";"2R";24147374;24147618;1
"AALB006345";"X";7793731;7795706;-1;"AATE018199";"X";7563475;7565310;-1;"AGAP000098";"X";1578806;1580422;1;"ASIC005257";"X";387129;387209;-1
"AALB008970";"2R";19596274;19596732;-1;"AATE016830";"X";14795825;14797079;1;"AGAP002346";"2R";44757050;44757776;-1;"ASIC017016";"X";9576132;9576371;1
"AALB008507";"3R";125261744;125266570;-1;"AATE013626";"3L";164409380;164421853;-1;"AGAP011476";"3L";213140691;213143748;1;"ASIC015479";"3L";70763534;70763959;-1
"AALB001926";"2L";91639942;91641447;-1;"AATE003826";"2R";31393699;31395201;-1;"AGAP013760";"3R";139783107;139784603;-1;"ASIC006990";"2R";32182939;32184441;1
"AALB004674";"3L";149565568;149569922;-1;"AATE015920";"2L";64983553;64994919;-1;"AGAP006231";"2L";114227060;114232473;1;"ASIC018910";"2L";48376377;48377048;1
"AALB006171";"3L";169086436;169099398;-1;"AATE011927";"2L";95786717;95791774;-1;"AGAP006758";"2L";123588266;123592829;1;"ASIC019061";"2L";44117762;44117908;1
"AALB002217";"2R";32617225;32623967;1;"AATE004294";"3R";106676725;106688776;-1;"AGAP001820";"2R";35125915;35133266;-1;"ASIC008156";"3R";54962761;54962771;-1
"AALB004973";"3L";154269296;154270955;1;"AATE018874";"2L";83950472;83961851;1;"AGAP005047";"2L";94467445;94469177;-1;"ASIC019219";"2L";45317496;45317531;-1
"AALB009691";"2R";37585445;37587128;-1;"AATE017658";"3R";118055259;118057167;-1;"AGAP002600";"2R";48038355;48040177;1;"ASIC021933";"3R";59942306;59942331;-1
"AALB007134";"2R";30471580;30474593;-1;"AATE013064";"3R";153924204;153927268;1;"AGAP002014";"2R";38187103;38189845;-1;"ASIC004663";"3R";57681826;57683605;-1
"AALB007702";"X";9425407;9426955;-1;"AATE000352";"X";1396332;1399889;1;"AGAP000473";"X";8188246;8190883;-1;"ASIC017111";"X";10844462;10845489;1
"AALB006421";"X";6473341;6474868;1;"AATE005119";"2L";77442669;77443861;1;"AGAP005909";"2L";109277484;109278505;-1;"ASIC012259";"2L";43208530;43208694;1
"AALB005239";"3L";157769458;157770358;1;"AATE000751";"2L";75202558;75214505;-1;"AGAP006536";"2L";119677772;119688841;1;"ASIC019523";"2L";51255691;51255708;-1
"AALB004228";"3L";142226331;142228352;-1;"AATE016824";"2L";62763600;62784104;1;"AGAP005568";"2L";102990198;102992164;-1;"ASIC018825";"2L";46172239;46173624;1
"AALB002042";"2L";90004904;90006827;-1;"AATE015909";"2R";31492197;31494561;-1;"AGAP008050";"3R";139882435;139884521;-1;"ASIC006965";"2R";32066989;32067048;1
"AALB002041";"2L";90008886;90009275;-1;"AATE016895";"2R";31496738;31497118;-1;"AGAP008051";"3R";139886115;139887368;-1;"ASIC006964";"2R";32064411;32064791;1
"AALB003751";"3R";102329933;102330861;1;"AATE001728";"3L";169482398;169483318;-1;"AGAP011921";"3L";223253046;223253930;1;"ASIC018080";"3L";77973569;77973811;1
"AALB005616";"3L";162233917;162234925;-1;"AATE001600";"2L";61584136;61585638;-1;"AGAP006509";"2L";118877464;118879327;1;"ASIC019902";"2L";51831257;51832218;-1
"AALB010041";"3R";108839231;108843356;1;"AATE009259";"3L";184734716;184737387;-1;"AGAP011506";"3L";213859713;213860377;-1;"ASIC008377";"3L";72244201;72244420;1
"AALB003130";"2R";49623745;49624797;-1;"AATE008692";"3R";137192294;137193533;1;"AGAP003811";"2R";67976252;67977147;1;"ASIC002292";"3R";58699602;58699908;1
"AALB010253";"3R";112631276;112635011;-1;"AATE019271";"3L";170407396;170415575;-1;"AGAP028418";"3L";221917888;221929008;1;"ASIC018365";"3L";75714945;75714981;-1
"AALB010396";"3R";114811450;114811662;1;"AATE021685";"3L";186184958;186186744;-1;"AGAP010589";"3L";194669357;194670357;1;"ASIC017922";"3L";79363973;79364185;1
"AALB005447";"3L";160251319;160255658;-1;"AATE020988";"2L";73271901;73274731;1;"AGAP013228";"2L";132939351;132942534;-1;"ASIC019849";"2L";48995867;48995993;1
"AALB006529";"X";5485932;5490977;1;"AATE012020";"X";4602082;4608714;-1;"AGAP000602";"X";10709824;10717506;-1;"ASIC006344";"X";7762249;7762346;1
"AALB004883";"3L";153271556;153275409;-1;"AATE019989";"2L";76862306;76868336;-1;"AGAP005155";"2L";96312345;96316913;1;"ASIC012340";"2L";42586397;42586424;-1
"AALB001607";"2L";97462880;97463719;1;"AATE003137";"2R";17822701;17823510;-1;"AGAP009499";"3R";169780878;169781717;1;"ASIC007251";"2R";14342253;14343056;-1
"AALB002227";"2R";32262638;32266065;1;"AATE018340";"3R";107006315;107010549;-1;"AGAP001827";"2R";35519652;35523398;-1;"ASIC008269";"3R";55274456;55274802;-1
"AALB010759";"3R";120868259;120882705;-1;"AATE004794";"3L";184449826;184463464;1;"AGAP012141";"3L";226129811;226153606;1;"ASIC019318";"3L";74864830;74865001;1
"AALB010267";"3R";112782154;112784318;-1;"AATE006865";"3L";170568595;170586828;-1;"AGAP028416";"3L";221685297;221686154;1;"ASIC018350";"3L";75870870;75871850;-1
"AALB009373";"2R";14415192;14415686;1;"AATE012356";"3R";104220950;104221450;-1;"AGAP001203";"2R";25750941;25751579;1;"ASIC011597";"3R";53866045;53866545;-1
"AALB003745";"3R";102226877;102228435;-1;"AATE021049";"3L";169631731;169633153;1;"AGAP011915";"3L";223064282;223065705;-1;"ASIC018100";"3L";77829697;77830923;-1
"AALB000443";"2L";81626207;81646059;-1;"AATE002842";"2R";21548793;21569712;-1;"AGAP009835";"3R";179076302;179089458;-1;"ASIC014538";"2R";19821436;19821625;1
"AALB010882";"2R";61179356;61180782;1;"AATE013243";"X";10641172;10642386;1;"AGAP000681";"X";12124481;12125898;1;"ASIC009473";"X";2902445;2903800;-1
"AALB004035";"3R";123325910;123329551;-1;"AATE017378";"3L";175153244;175156624;1;"AGAP011121";"3L";205473288;205478557;1;"ASIC019380";"3L";75335881;75335966;-1
"AALB010651";"3R";119078534;119083645;-1;"AATE000632";"3L";175814238;175818673;1;"AGAP011393";"3L";211582905;211585877;-1;"ASIC015644";"3L";69260550;69263534;-1
"AALB000656";"2L";77729306;77732636;-1;"AATE010478";"2R";40667392;40670779;-1;"AGAP008985";"3R";157708921;157712460;1;"ASIC015762";"2R";27156464;27156658;-1
"AALB002015";"2L";90401656;90403436;-1;"AATE010089";"3R";155261372;155262031;-1;"AGAP002395";"2R";45158825;45159906;-1;"ASIC007617";"X";12628468;12628484;1
"AALB008175";"2R";43222828;43230718;-1;"AATE000321";"3R";153836917;153848792;-1;"AGAP002021";"2R";38268837;38275981;1;"ASIC004650";"3R";57757338;57757428;1
"AALB001687";"2L";95073631;95077427;1;"AATE018410";"2R";41816014;41821271;-1;"AGAP009125";"3R";161364971;161370677;1;"ASIC015755";"2R";28360275;28360293;-1
"AALB009777";"3R";104809386;104812183;1;"AATE017800";"3L";186709361;186711609;1;"AGAP012040";"3L";224944799;224946912;1;"ASIC004970";"3L";65500817;65500906;1
"AALB000630";"2L";78117251;78120575;-1;"AATE003446";"2R";21651823;21684509;-1;"AGAP009848";"3R";179174580;179188360;-1;"ASIC014559";"2R";19718127;19718575;1
"AALB006952";"X";5678;6238;1;"AATE018992";"X";12978754;12992936;-1;"AGAP013437";"X";12450966;12451681;-1;"ASIC009503";"X";2666839;2667387;1
"AALB004178";"3L";141644534;141645442;-1;"AATE000833";"2L";77106831;77107770;-1;"AGAP005310";"2L";99639985;99641098;1;"ASIC012213";"2L";42833934;42834220;-1
"AALB006422";"X";6460413;6470786;1;"AATE009719";"X";1633833;1641665;-1;"AGAP001052";"X";20969559;21116865;-1;"ASIC009699";"X";3298674;3299058;-1
"AALB002218";"2R";32606127;32610271;1;"AATE004233";"3R";106689312;106691457;-1;"AGAP001821";"2R";35152009;35153173;-1;"ASIC008200";"3R";54970502;54970637;-1
"AALB005743";"3L";163859554;163860299;1;"AATE014269";"2L";68174825;68175955;-1;"AGAP005824";"2L";107724106;107725195;1;"ASIC016338";"2L";34378009;34378701;-1
"AALB000081";"2L";88619311;88621452;1;"AATE005485";"2R";35946689;35948843;1;"AGAP008781";"3R";152773859;152775854;-1;"ASIC006625";"2R";18672816;18672873;-1
"AALB003219";"3L";139079603;139080551;-1;"AATE014734";"2L";83782157;83783945;-1;"AGAP004900";"2L";91306404;91321784;-1;"ASIC019199";"2L";45489628;45489676;1
"AALB000439";"2L";81653380;81663208;-1;"AATE012872";"2R";19414511;19421716;-1;"AGAP009403";"3R";167320901;167326439;1;"ASIC006699";"2R";15852935;15853063;-1
"AALB001684";"2L";95141318;95143151;1;"AATE000306";"2R";41736028;41740601;-1;"AGAP009128";"3R";161451800;161455734;1;"ASIC015787";"2R";28278847;28278880;-1
"AALB000730";"2L";76580538;76582228;-1;"AATE008401";"2R";49068850;49081072;1;"AGAP009617";"3R";172065342;172067435;1;"ASIC006882";"2R";32899592;32900124;-1
"AALB002378";"2R";27279026;27279680;1;"AATE020192";"3R";153504632;153505314;1;"AGAP002921";"2R";53869436;53870621;1;"ASIC004635";"3R";58050035;58050157;-1
"AALB001752";"2L";94199673;94200220;1;"AATE000812";"2R";20320741;20321827;1;"AGAP008434";"3R";145706717;145707352;-1;"ASIC006409";"2R";16744601;16744653;1
"AALB001720";"2L";94460318;94482656;-1;"AATE018278";"2R";37733622;37736590;1;"AGAP009093";"3R";160587626;160590469;-1;"ASIC006465";"2R";17052569;17053864;-1
"AALB002729";"2R";21952721;21954667;1;"AATE000007";"X";9851155;9853348;-1;"AGAP000447";"X";7850066;7854150;1;"ASIC006223";"X";8303177;8305012;1
"AALB006513";"X";5675635;5683002;1;"AATE010406";"X";4419947;4423733;-1;"AGAP000234";"X";4388904;4408998;-1;"ASIC006367";"X";7901657;7902313;1
"AALB000101";"2L";88265016;88272845;1;"AATE015954";"2R";28949967;28953083;-1;"AGAP009740";"3R";177078593;177080378;1;"ASIC022107";"2R";23665780;23665997;-1
"AALB001004";"2L";72005335;72015557;1;"AATE016308";"2R";26411590;26416274;-1;"AGAP008389";"3R";145266151;145269648;-1;"ASIC017568";"2R";25833129;25834070;-1
"AALB002038";"2L";90024735;90025355;-1;"AATE002748";"2R";31511948;31513604;-1;"AGAP008055";"3R";139903295;139903898;-1;"ASIC006960";"2R";32046999;32047209;1
"AALB006628";"X";4278741;4280189;1;"AATE011338";"X";11655249;11657083;-1;"AGAP000246";"X";4567668;4569131;1;"ASIC005163";"X";36007;36852;-1
"AALB006285";"X";8445266;8447171;-1;"AATE020775";"X";7735970;7738251;1;"AGAP000181";"X";3003900;3005691;1;"ASIC005235";"X";543771;543846;-1
"AALB007775";"X";10782763;10784540;1;"AATE020139";"X";2245593;2249878;-1;"AGAP000388";"X";7118528;7120376;1;"ASIC009550";"X";2288203;2288329;1
"AALB003304";"X";10160500;10167218;-1;"AATE005273";"X";1200800;1209490;1;"AGAP000629";"X";11320151;11323879;-1;"ASIC007667";"X";11726744;11726786;-1
"AALB009414";"2R";13645076;13647580;1;"AATE020621";"3R";105016796;105019671;-1;"AGAP001159";"2R";24912414;24914905;1;"ASIC011461";"3R";54639186;54639291;-1
"AALB005839";"3L";164838153;164846357;1;"AATE008074";"2L";94822182;94830872;-1;"AGAP006169";"2L";113274126;113286646;-1;"ASIC019263";"2L";45022154;45022233;1
"AALB010128";"3R";110456145;110457879;1;"AATE015586";"3L";170993727;170995635;1;"AGAP012049";"3L";224985708;224986554;1;"ASIC018295";"3L";76259652;76259702;1
"AALB007672";"X";9046092;9047348;1;"AATE003077";"X";12383410;12385708;1;"AGAP009012";"3R";158557532;158558880;-1;"ASIC007546";"X";11301015;11301126;1
"AALB000659";"2L";77716572;77721581;-1;"AATE003143";"2R";40649948;40657200;-1;"AGAP008987";"3R";157723401;157730371;1;"ASIC015768";"2R";27135000;27135200;-1
"AALB009681";"2R";37527530;37527838;-1;"AATE016641";"3R";117997462;117997773;-1;"AGAP013336";"2R";48099854;48100352;1;"ASIC021859";"3R";61728744;61729055;-1
"AALB010752";"3R";120805087;120811803;-1;"AATE013422";"3L";174701189;174704695;-1;"AGAP011101";"3L";205053945;205054737;-1;"ASIC014456";"3L";72508566;72508630;1
"AALB001925";"2L";91642036;91643574;1;"AATE005221";"2R";31395521;31399099;-1;"AGAP008034";"3R";139785892;139788233;-1;"ASIC006988";"2R";32173585;32173981;1
"AALB005686";"3L";163153423;163167159;1;"AATE011134";"2L";77375021;77382280;1;"AGAP005924";"2L";109368898;109373316;-1;"ASIC012236";"2L";43108953;43109032;-1
"AALB002043";"2L";90003414;90004551;1;"AATE006447";"2R";31490887;31492322;1;"AGAP008049";"3R";139881025;139882303;1;"ASIC006966";"2R";32069580;32070294;-1
"AALB002988";"2R";46894844;46902520;-1;"AATE003414";"3R";159102977;159112207;1;"AGAP004532";"2R";81700336;81706284;1;"ASIC021903";"3R";61925968;61926121;-1
"AALB010326";"3R";113938476;113940168;1;"AATE001688";"3L";168155345;168158444;1;"AGAP011689";"3L";219519127;219520818;1;"ASIC005074";"3L";65048530;65048577;1
"AALB008829";"2R";21519276;21520135;-1;"AATE011798";"3R";107562188;107563155;-1;"AGAP001887";"2R";36160385;36161100;-1;"ASIC008331";"3R";55818200;55818260;-1
"AALB009752";"3L";136741359;136744866;1;"AATE015078";"2L";88401594;88406267;-1;"AGAP005032";"2L";94295921;94300083;1;"ASIC016478";"2L";39054222;39054353;1
"AALB010260";"3R";112679475;112681025;1;"AATE008531";"3L";170460461;170462470;1;"AGAP011817";"3L";221854348;221855845;-1;"ASIC018358";"3L";75761963;75762286;1
"AALB009672";"2R";37222354;37223299;1;"AATE005634";"3R";117689998;117690997;1;"AGAP002613";"2R";48397432;48398332;-1;"ASIC021820";"3R";61404966;61405210;1
"AALB008496";"3R";125333043;125340548;1;"AATE001275";"3L";173996205;174003960;-1;"AGAP011710";"3L";219847790;219852155;1;"ASIC014509";"3L";73173431;73173473;1
"AALB002368";"2R";27356946;27375295;-1;"AATE005581";"3R";153588047;153608011;-1;"AGAP002927";"2R";53946258;53964648;-1;"ASIC004612";"3R";57974050;57974267;1
"AALB002190";"2R";33022374;33024330;-1;"AATE012140";"3R";154746786;154753217;-1;"AGAP001986";"2R";37441637;37462963;1;"ASIC004563";"3R";57048928;57049005;1
"AALB003247";"3L";139318946;139321274;-1;"AATE021707";"2L";69015344;69017913;-1;"AGAP006258";"2L";114374761;114377899;-1;"ASIC016118";"2L";37397101;37397625;1
"AALB010494";"3R";116645040;116646789;1;"AATE004343";"3L";189134410;189136466;1;"AGAP028546";"3L";228523549;228525276;-1;"ASIC018259";"3L";80898240;80898386;-1
"AALB006817";"X";1707833;1708786;-1;"AATE004842";"X";1627543;1628535;1;"AGAP011729";"3L";220708835;220729706;1;"ASIC016975";"X";11118100;11119098;-1
"AALB006036";"3L";167405925;167409474;1;"AATE014124";"2L";81595810;81604025;-1;"AGAP005418";"2L";101033378;101035256;-1;"ASIC016330";"2L";34354308;34354466;-1
"AALB004445";"3L";145893175;145897183;1;"AATE015447";"2L";77437961;77442301;-1;"AGAP005910";"2L";109279677;109283484;1;"ASIC012258";"2L";43206618;43206685;-1
"AALB000986";"2L";72276655;72277708;-1;"AATE007541";"2R";39685371;39686501;1;"AGAP008099";"3R";140682693;140683983;1;"ASIC017644";"2R";26866703;26866825;1
"AALB010309";"3R";113818619;113819649;-1;"AATE013246";"3L";168023194;168028390;1;"AGAP011670";"3L";219368829;219369950;1;"ASIC005044";"3L";64899762;64900554;1
"AALB004210";"3L";141947293;141949121;-1;"AATE013193";"2L";63116989;63121106;1;"AGAP005550";"2L";102640849;102643311;-1;"ASIC018798";"2L";46459098;46459141;1
"AALB008841";"2R";21366753;21381301;-1;"AATE013592";"3R";107415655;107421082;-1;"AGAP001873";"2R";35995968;35998954;-1;"ASIC008307";"3R";55679302;55679472;-1
"AALB006489";"X";5929418;5931614;1;"AATE011614";"X";489031;492074;-1;"AGAP000220";"X";4089326;4094219;-1;"ASIC004445";"X";3980859;3981664;1
"AALB007344";"3L";137901178;137904457;1;"AATE010283";"2L";89113781;89117509;1;"AGAP005003";"2L";93461247;93464448;-1;"ASIC016519";"2L";38317126;38317189;-1
"AALB003773";"3R";102518480;102523600;-1;"AATE015322";"3L";169240942;169246315;1;"AGAP011947";"3L";223592365;223596270;-1;"ASIC018044";"3L";78206650;78206792;-1
"AALB001279";"2R";63821175;63834405;1;"AATE008286";"2R";58848798;58854380;-1;"AGAP010266";"3R";186871256;186898360;1;"ASIC013444";"2R";33632176;33632197;-1
"AALB008832";"2R";21496783;21497994;-1;"AATE017761";"3R";107519068;107528377;1;"AGAP001883";"2R";36109355;36112039;1;"ASIC008320";"3R";55778117;55779253;1
"AALB005304";"3L";158717968;158720025;1;"AATE016693";"2L";82721602;82727970;1;"AGAP006819";"2L";124554667;124556793;1;"ASIC019596";"2L";50747397;50747501;1
"AALB006456";"X";6228006;6232052;1;"AATE011814";"X";7776306;7779835;1;"AGAP000526";"X";9460831;9469965;1;"ASIC005227";"X";575055;575178;1
"AALB004216";"3L";141991343;141992758;1;"AATE018952";"2L";63064885;63068178;-1;"AGAP005558";"2L";102702858;102704507;1;"ASIC018807";"2L";46408296;46409714;-1
"AALB010670";"3R";119399148;119403045;-1;"AATE020627";"3L";170960472;170964169;1;"AGAP011748";"3L";220989638;220995681;-1;"ASIC018297";"3L";76247090;76247117;-1
"AALB009554";"2R";12199947;12208873;-1;"AATE008125";"3R";103246765;103255344;1;"AGAP001102";"2R";24320606;24327036;1;"ASIC011588";"3R";53790437;53790751;-1
"AALB009913";"3R";106441702;106442607;1;"AATE008179";"2R";46680149;46684790;1;"AGAP009984";"3R";182257922;182258971;1;"ASIC008632";"2R";29468863;29469936;1
"AALB002937";"2R";63278446;63293919;-1;"AATE009132";"2R";58714473;58740504;-1;"AGAP010286";"3R";187087477;187134948;1;"ASIC013465";"2R";33504237;33505307;-1
"AALB000663";"2L";77659871;77664042;-1;"AATE009734";"2R";40579693;40583195;-1;"AGAP009880";"3R";179752635;179754585;1;"ASIC015776";"2R";27054308;27055430;-1
