# genome1: genome1
# genome2: genome2
# genome3: genome3
# genome4: genome4
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign genome3_chr genome3_start genome3_len genome3_sign genome4_chr genome4_start genome4_len genome4_sign
0 2R 37224741 606 + 3R 117691730 1306 + 2R 48395845 474 - 3R 61407447 139 +
0 2R 37232163 824 + 3R 117699061 973 + 2R 48388279 1060 - 3R 61415530 100 +
0 2R 37314175 5420 + 3R 117788591 9967 + 2R 48296045 15376 - 3R 61521506 36 +
0 2R 37525599 1503 + 3R 117995421 1739 + 2R 48102068 2070 - 3R 61728117 191 +
0 2R 37527530 308 + 3R 117997462 311 + 2R 48099854 498 - 3R 61728744 311 +
0 2R 37550881 1661 + 3R 118023398 1553 + 2R 48073177 1580 - 3R 59904017 1511 +
0 2R 37560404 560 + 3R 118160523 10213 - 2R 47935343 1725 + 3R 60065274 128 -
0 2R 37585445 1683 + 3R 118055259 1908 + 2R 48038355 1822 - 3R 59942306 25 +
0 2R 37959422 1352 + 3R 159380819 1358 - 2R 81962173 1934 - 3R 59793126 684 +
0 2R 38398902 1099 + 3R 132396698 1113 + 2R 33784257 1132 - 3R 58841076 51 +
0 2R 39522599 1912 + X 1364725 1531 - X 8221968 3414 + X 10820832 357 -
0 2R 40848952 4030 + 3R 137311927 2589 - 2R 60435092 95505 + 3R 58830979 171 +
0 2R 40866929 3609 + 3R 137293433 2767 - 2R 60548615 2523 + 3R 58806490 50 -
0 2R 40871749 6759 + 3R 137284652 7551 - 2R 60551325 8536 + 3R 58799230 944 -
0 2R 40883834 1741 + 3R 137276782 2632 - 2R 60568711 1886 + 3R 58789756 184 -
0 2R 40890551 3797 + 3R 137267288 3984 - 2R 60579528 3597 + 3R 58774487 229 -
0 2R 43027343 2682 + 3R 118595350 2327 - 2R 47526814 2656 + 3R 60468528 294 -
0 2R 43180687 596 + 3R 153789749 826 + 2R 38323436 654 - 3R 57800539 614 -
0 2R 43197073 3549 + 3R 153809299 3263 + 2R 38300134 3146 - 3R 57779407 103 -
0 2R 43219427 482 + 3R 153831726 458 + 2R 38281085 1890 - 3R 57762047 366 -
0 2R 43221056 1584 + 3R 153833827 2069 + 2R 38277651 1959 - X 2013 119 -
0 2R 43222828 7890 + 3R 153836917 11875 + 2R 38268837 7144 - 3R 57757338 90 -
0 2R 44206588 1365 + 3R 135590481 1307 + 2R 33538685 1322 - 3R 59008815 75 +
0 2R 44244534 1167 + 3R 114898671 2123 - 2R 33499005 1782 - 3R 59054025 252 +
0 2R 44246865 3146 + 3R 114894997 3119 - 2R 33494841 3272 - 3R 59056323 3128 +
0 2R 44250108 1735 + 3R 114893101 1745 - 2R 33492952 1778 - 3R 59061041 170 +
0 2R 44252424 1447 + 3R 114891380 1720 - 2R 51083945 1771 + 3R 59061544 23 +
0 2R 45729498 1942 + X 2427982 2403 - X 5133995 2027 - X 4546 101 -
0 2R 46649691 1077 + 3R 159365474 13369 - 2R 81934950 14841 - 3R 59805965 254 +
0 2R 46678506 3010 + 3R 159338469 6784 - 2R 81916098 3376 - 3R 59833294 17 +
0 2R 46699032 3626 + 3R 159323021 1175 - 2R 81905321 2184 - 3R 59843085 120 +
0 2R 46726573 9698 + 3R 159281410 5032 - 2R 81868567 2652 - 3R 59889769 70 +
0 2R 46751620 16115 + 3R 159272279 6648 - 2R 81857777 4899 - 3R 59898879 257 +
0 2R 46796943 1954 + 3R 159224424 5910 - 2R 81812445 8405 - 3R 61791714 128 +
0 2R 46814819 2720 + 3R 159204055 5636 - 2R 81786377 4630 - 3R 61824307 222 +
0 2R 46826284 3839 + 3R 159190896 4358 - 2R 81778197 3217 - 3R 61841729 1148 +
0 2R 46831592 3263 + 3R 159185564 4431 - 2R 81769502 4469 - 3R 61851507 29 +
0 2R 46845452 1145 + 3R 159163554 11661 - 2R 81758702 1064 - 3R 61866673 115 +
0 2R 46871137 12345 + 3R 159129375 9688 - 2R 81721789 9408 - 3R 61893274 224 +
0 2R 46887081 4273 + 3R 159118533 7722 - 2R 81712316 6588 - 3R 61910576 9 +
0 2R 46893440 1019 + 3R 159114763 815 - 2R 81710148 1299 - 3R 61916501 1007 +
0 2R 46894844 7676 + 3R 159102977 9230 - 2R 81700336 5948 - 3R 61925968 153 +
0 2R 46953638 1195 + 3R 159047862 1381 - 2R 81647340 969 - 3R 61997851 266 +
0 2R 46954846 10172 + 3R 159036560 9737 - 2R 81609999 33684 - 3R 61999368 230 +
0 2R 46988425 4262 + 3R 159011510 4255 - 2R 81603956 3612 - 3R 62034675 219 +
0 2R 48858161 1893 + 3R 118061293 950 + 2R 48032043 1745 - 3R 59946941 1603 +
0 2R 48860523 9733 + 3R 118063359 8661 + 2R 48023400 7446 - 3R 59949625 319 +
0 2R 48910147 1419 + 3R 118112093 11237 + 2R 47977412 1254 - 3R 60020895 318 +
0 2R 48933508 1701 + 3R 118147870 2677 + 2R 47949846 1381 - 3R 60050198 332 +
0 2R 48959008 777 + 3R 118193684 1371 + 2R 47923702 707 - 3R 60074352 354 +
0 2R 48959960 2865 + 3R 118197080 1049 + 2R 47919385 829 - 3R 60080456 351 +
0 2R 48969330 2828 + 3R 118214016 15780 + 2R 47823817 87180 - 3R 60090310 62 +
0 2R 49288322 2525 + 3R 118570421 2379 + 2R 47561264 2433 - 3R 60431415 360 +
0 2R 49557991 3430 + 3R 137254006 12412 - 2R 68026133 22896 - 3R 58754501 30 -
0 2R 49580736 5142 + 3R 137233190 8210 - 2R 68017965 5239 - 3R 58740396 65 -
0 2R 49613526 1135 + 3R 137199698 1138 - 2R 67984006 1042 - 3R 58708981 20 -
0 2R 49629003 587 + 3R 137186119 2907 - 2R 67957238 10101 - 3R 58693516 590 -
0 2R 50942146 2161 + 3R 117609013 3019 - 2R 48485795 2511 + 3R 61314605 209 -
0 2R 51640135 2057 + 3R 130935049 5091 - 2R 77237661 2999 - 3R 59438534 145 +
0 2R 51768558 2067 + X 11620090 2374 - X 1423897 2612 - 3L 78745640 1991 +
0 2R 52699649 1367 + 2L 89405495 1383 - 2L 93110994 1359 + 2L 38012447 475 +
0 2R 53136690 1598 + X 863052 1974 - X 6869814 3171 + X 12151334 1429 +
0 2R 53354255 7161 + 3L 171050029 4111 + 3R 138305926 3276 - 2R 33048854 195 -
0 2R 57110537 3399 + 2R 54859487 3646 + 3L 219389723 2978 + 3L 64473859 1063 -
0 2R 57446750 6216 + 3R 150430580 7219 - 2R 79724213 18865 + 3R 60782582 316 +
0 2R 57461944 992 + 3R 150416538 1182 - 2R 79757406 1020 + 3R 60794335 140 +
0 2R 57464418 980 + 3R 150412563 778 - 2R 79763604 897 + 3R 60800544 86 +
0 2R 58568648 2410 + 2R 37436363 2390 - 3R 150837754 2193 + 2R 17346205 134 +
0 2R 59328019 12984 + 3R 149910489 14310 + 2R 74972753 12398 + 3R 61292254 119 -
0 2R 59341965 1079 + 3R 149926029 1019 + 2R 74987745 1073 + 3R 61287961 1031 -
0 2R 60314316 2762 + 3R 149949528 2722 + 2R 75011399 2481 + 3R 61260084 138 -
0 2R 60317599 6855 + 3R 149953431 5270 + 2R 75028340 3276 + 3R 61253476 55 -
0 2R 60325115 1623 + 3R 149960839 1687 + 2R 75034265 1568 + 3R 61250827 299 -
0 2R 60481517 1929 + 3R 150145348 2089 + 2R 75151477 45082 + 3R 61084271 285 -
0 2R 60485667 770 + 3R 150147789 940 + 2R 75200950 1391 + 3R 61080254 192 -
0 2R 60530161 3188 + 3R 145680155 6422 + 2R 77207408 2928 + 3R 59465091 92 -
0 2R 60535224 5140 + 3R 145688728 4633 + 2R 77212770 4129 + 3R 59456808 1863 -
0 2R 60543228 2782 + 3R 145697022 2607 + 2R 77220713 2253 + 3R 59449365 72 -
0 2R 60550159 1139 + 3R 145707064 1319 + 2R 77227497 1277 + 3R 59443202 587 -
0 2R 60570007 1274 + 3R 145730061 1319 + 2R 77256041 1193 + 3R 59420814 1182 -
0 2R 60953399 1396 + 3R 138505457 1358 - 2R 73780452 1308 + 3R 58315609 871 +
0 2R 60959373 1724 + 3R 138497486 1733 - 2R 78609721 2118 + 3R 58322775 1733 +
0 2R 60974304 4098 + 3R 138472640 11193 - 2R 78625625 5357 + 3R 58342708 26 +
0 2R 61745450 9660 + 3R 156254774 11958 + 2R 62296768 14014 - 2L 52929415 72 -
0 2R 62707145 816 + 3R 160825025 819 + 2R 84085498 90518 + 3R 62246112 518 +
0 2R 63041836 4670 + 3R 161241853 26227 + 2R 84665380 11227 + 3R 62662140 197 +
0 2R 63064412 2806 + 3R 161277339 4907 + 2R 85025281 9391 + 3R 62693387 10 +
0 2R 63071964 11146 + 3R 161329609 10528 + 2R 85101423 28960 - 3R 62703754 188 +
0 2R 63134917 8308 + 2R 58539757 14416 - 3R 187477071 97045 + 2R 33335060 281 -
0 2R 63190849 1458 + 2R 58502842 1640 + 3R 187675409 1610 + 2R 33281307 40 +
0 2R 63235342 640 + 2R 58795907 962 - 3R 186966418 754 + 2R 33576041 79 -
0 2R 63264830 2035 + 2R 58761303 3168 - 3R 187001739 2540 + 2R 33543696 241 -
0 2R 63268602 3945 + 2R 58754376 4069 - 3R 187006966 27527 + 2R 33534170 13 -
0 2R 63278446 15473 + 2R 58714473 26031 + 3R 187087477 47471 - 2R 33504237 1070 +
0 2R 63309065 2838 + 2R 58747942 3216 + 3R 187053514 4711 - 2R 33529332 36 +
0 2R 63368846 2438 + 2R 58624043 2977 + 3R 188111032 2735 + 2R 33406408 48 +
0 2R 63394344 4676 + 2R 58631736 5427 + 3R 187634089 2968 + 2R 33414618 51 +
0 2R 63427187 1496 + 2R 58679993 1484 + 3R 187231816 1499 - 2R 33463499 1484 +
0 2R 63546759 3994 + 2R 58806906 2998 - 3R 186953701 2566 + 2R 33585578 133 -
0 2R 63557748 5152 + 2R 57703627 7570 - 3R 185423298 6941 - 2R 31453183 147 +
0 2R 63580242 3801 + 2R 57680126 2432 - 3R 185400605 2389 - 2L 34615898 803 +
0 2R 63678806 1872 + 2R 58974532 4420 - 3R 186736302 3420 + 2R 33744960 188 -
0 2R 63714395 2480 + 2R 58935142 4147 - 3R 186773086 2737 + 2R 33709732 93 -
0 2R 63733074 4138 + 2R 58924275 9829 - 3R 186778993 18508 + 2R 33694853 1116 -
0 2R 63821175 13230 + 2R 58848798 5582 - 3R 186871256 27104 + 2R 33632176 21 -
0 2R 63870789 2421 + 2R 58831647 2661 - 3R 186898437 2626 + 2R 33610789 1512 -
0 2R 63936996 3759 + 2R 59030669 4238 - 3R 186678041 3801 + 2R 33796649 79 -
0 2R 63941316 2351 + 2R 59029125 1102 - 3R 186682315 1040 + 2R 33795280 12 -
0 3L 136728840 4603 + 2L 88406727 6857 - 2L 94285451 7098 + 2L 39049947 196 +
0 3L 136741359 3507 + 2L 88401594 4673 - 2L 94295921 4162 + 2L 39054222 131 +
0 3L 136766861 4861 + 2L 101582988 8790 - 2L 95315272 8969 + 2L 40770312 47 -
0 3L 136773384 618 + 2L 101510998 997 + 2L 95431115 840 - 2L 40683328 155 +
0 3L 136774285 983 + 2L 101512075 1295 + 2L 95429673 1073 - 2L 40683979 188 +
0 3L 136861241 1466 + 2L 89153187 1498 + 2L 93405780 1428 - 2L 38276714 379 -
0 3L 136912833 1325 + 2L 89317916 1519 + 2L 93261919 1498 - 2L 38116675 368 -
0 3L 136920179 666 + 2L 89321607 2343 + 2L 93258083 1854 - 2L 38112518 129 -
0 3L 136940273 4757 + 2L 84065026 2971 - 2L 94316330 4194 + 2L 45208025 911 +
0 3L 136965960 2548 + 2L 84010045 2707 + 2L 94382995 1457 - 2L 45266185 65 -
0 3L 136968621 3956 + 2L 84013261 4350 + 2L 94376728 3467 - 2L 45260129 2501 -
0 3L 137007628 1994 + 2L 69842769 1247 + 2L 91866622 1250 + 2L 36390649 1244 -
0 3L 137038201 1921 + 2L 90357607 4621 - 2L 91897670 2346 + 2L 36356921 162 -
0 3L 137043284 12945 + X 10983555 1142 + 2L 91916494 18644 + X 6438972 1124 -
0 3L 137160158 5241 + 2L 90106628 2414 - 2L 92216428 2370 + 2L 36106302 204 -
0 3L 137173267 2522 + 2L 90098135 3368 - 2L 92227528 4134 + 2L 36096746 2618 -
0 3L 137500975 1443 + 2L 89554316 2442 - 2L 92846419 2360 + 2L 37854122 1340 +
0 3L 137550958 488 + 2L 88607838 836 + 2L 94001231 728 - 2L 38841060 73 -
0 3L 137551951 1442 + 2L 88608981 1458 + 2L 93999584 1356 - 2L 38840557 13 -
0 3L 137569707 7754 + 2L 88639606 2683 + 2L 93969324 2582 - 2L 38806407 134 -
0 3L 137887571 1836 + 2L 89094445 1960 + 2L 93488564 1838 - 2L 38338915 113 -
0 3L 137901178 3279 + 2L 89113781 3728 + 2L 93461247 3201 - 2L 38317126 63 -
0 3L 137913933 7436 + 2L 89124504 669 + 2L 93441441 6005 - 2L 38308185 836 -
0 3L 137924352 954 + 2L 89144502 1098 + 2L 93419084 960 - 2L 38289983 730 +
0 3L 138018605 15546 + 2L 76709653 9272 - 2L 96493098 26410 + 2L 42410031 205 -
0 3L 138069863 2134 + 2L 76629144 2466 - 2L 96579989 1999 + 2L 42342631 170 -
0 3L 138246642 5514 + 2L 76387149 3404 - 2L 96858715 4428 + 2L 42134630 48 -
0 3L 138303786 2568 + 2L 76288450 10588 - 2L 96956680 50508 + 2L 42048018 747 -
0 3L 138334811 2448 + 2L 76248834 9624 - 2L 97009994 8610 + 2L 42007676 533 +
0 3L 138377235 3067 + 2L 76191334 1684 - 2L 97079893 1492 + 2L 41952956 370 -
0 3L 138380484 4582 + 2L 76187742 2086 - 2L 97083017 3523 + 2L 41947673 75 -
0 3L 138547356 845 + 2L 75921062 836 - 2L 97357472 839 + 2L 41767341 827 -
0 3L 138732711 2379 + 2L 83327444 11310 + 2L 97519499 1937 + 2L 41622623 5 -
0 3L 138907580 1389 + 2L 83549878 1372 + 2L 97719120 1353 + 2L 45698431 95 -
0 3L 138966934 2094 + 2L 83618290 2931 + 2L 97821632 2905 + 2L 45629076 569 -
0 3L 138973212 2915 + 2L 83621777 2894 - 2L 97824651 3189 - 2L 45624820 2899 +
0 3L 138986328 1829 + 2L 83642942 1628 + 2L 97862136 1587 + 2L 45605506 892 -
0 3L 138994544 329 + 2L 83651425 329 + 2L 97870981 787 + 2L 45597718 329 -
0 3L 139009597 5721 + 2L 83675333 1229 + 2L 97894778 857 + 2L 45579656 503 -
0 3L 139079603 948 + 2L 83782157 1788 + 2L 91306404 15380 + 2L 45489628 48 -
0 3L 139318946 2328 + 2L 69015344 2569 + 2L 114374761 3138 + 2L 37397101 524 -
0 3L 139362262 1419 + 2L 63412589 1248 + 2L 114425497 3346 + 2L 46760851 99 -
0 3L 139375145 2895 + 2L 63425051 5335 + 2L 114443692 2763 + 2L 46772848 164 +
0 3L 139386586 2075 + 2L 63439434 3172 + 2L 114453841 4452 + 2L 46782467 200 +
0 3L 139389135 3118 + 2L 63443188 5113 + 2L 114459361 3331 + 2L 46789037 57 +
0 3L 139498957 1181 + 2L 63666704 1882 - 2L 114754823 1340 - 2L 47006430 51 -
0 3L 139506332 3581 + 2L 63550460 4594 + 2L 114595686 3585 + 2L 46896766 173 +
0 3L 139745407 1242 + 2L 63781503 1250 + 2L 114907348 1475 + 2L 47134085 731 +
0 3L 139872841 2241 + 2L 63921133 2461 + 2L 115069498 4979 + 2L 47251967 233 -
0 3L 140011068 973 + 2L 64045444 982 + 2L 115245528 1126 + 2L 47408002 575 +
0 3L 140016802 1908 + 2L 64050684 2170 + 2L 115254771 2265 + 2L 47414244 997 +
0 3L 140051559 1077 + 2L 64076723 1956 + 2L 115298329 1073 + 2L 47442352 743 +
0 3L 140146516 1067 + 2L 64154081 1034 + 2L 115405650 1335 + 2L 47522496 1016 +
0 3L 140206390 7457 + 2L 64208142 8197 + 2L 115487732 8021 + 2L 47589901 25 +
0 3L 140348785 887 + 2L 64339760 1910 + 2L 115648585 1341 + 2L 47711832 455 +
0 3L 140416763 6998 + 2L 64392063 8232 + 2L 129192454 29411 - 2L 47785029 281 -
0 3L 140587221 3375 + 2L 64546009 6284 + 2L 128998223 10846 - 2L 47934127 171 +
0 3L 140784960 2440 + 2L 64734453 4892 + 2L 128811375 3511 - 2L 48117581 176 +
0 3L 140789332 11417 + 2L 64740170 10630 + 2L 128798516 4755 - 2L 48124155 750 +
0 3L 140801115 4449 + 2L 64753457 4811 + 2L 128784387 12334 - 2L 48130870 50 +
0 3L 140806593 2720 + 2L 64758748 3177 + 2L 128780835 3042 - 2L 48138922 140 +
0 3L 140859051 5974 + 2L 64830092 1020 + 2L 103887822 955 - 2L 48217578 563 +
0 3L 140897663 4285 + 2L 64867949 5198 + 2L 103844000 3177 - 2L 48256109 165 -
0 3L 141493182 7300 + 2L 92303513 23443 - 2L 105175363 34204 + 2L 35896522 61 -
0 3L 141549276 955 + 2L 77005213 2896 + 2L 99747582 25362 - 2L 42730621 164 +
0 3L 141585097 2351 + 2L 77041105 8583 + 2L 99714434 2773 - 2L 42771923 2084 +
0 3L 141596280 7714 + 2L 77058981 6437 + 2L 99697972 1644 - 2L 42783685 165 +
0 3L 141604292 932 + 2L 77067369 1632 + 2L 99688607 1819 - 2L 42791598 90 -
0 3L 141631914 4757 + 2L 77091842 14462 + 2L 99641469 13876 - 2L 42817309 212 +
0 3L 141644534 908 + 2L 77106831 939 + 2L 99639985 1113 - 2L 42833934 286 +
0 3L 141654978 1801 + 2L 77117683 1126 + 2L 95632036 1062 + 2L 42846554 42 +
0 3L 141663016 2725 + 2L 77125823 2809 + 2L 95641516 2557 + 2L 42853735 39 +
0 3L 141796109 1533 + 2L 77258816 5288 + 2L 95798527 1718 + 2L 42987432 339 +
0 3L 141807096 1791 + 2L 77271744 8317 + 2L 95876151 2617 + 2L 42996833 43 +
0 3L 141947293 1828 + 2L 63116989 4117 - 2L 102640849 2462 + 2L 46459098 43 -
0 3L 141949459 3157 + 2L 63113123 3386 - 2L 102645079 3053 + 2L 46457181 159 -
0 3L 141986157 3213 + 2L 63068552 4204 - 2L 102698020 4319 + 2L 46414425 68 -
0 3L 141991343 1415 + 2L 63064885 3293 - 2L 102702858 1649 + 2L 46408296 1418 -
0 3L 141995259 1670 + 2L 63062745 1966 - 2L 102706781 1803 + 2L 46405583 473 -
0 3L 141997135 1474 + 2L 63060931 1700 - 2L 102718229 1774 + 2L 46404271 36 -
0 3L 142212696 4551 + 2L 62794744 5133 - 2L 102975030 2129 + 2L 46184298 1513 -
0 3L 142229261 1028 + 2L 62760954 1031 - 2L 102992902 1188 + 2L 46170328 1031 -
0 3L 142230290 8294 + 2L 62749992 4407 - 2L 103012053 4095 + 2L 46158164 52 -
0 3L 143084948 470 + 2L 62553326 682 - 2L 125665828 679 - 2L 46017863 60 -
0 3L 144350638 1616 + 2L 69111925 2564 + 2L 98200239 1589 - 2L 37255196 1586 -
0 3L 144374222 1256 + 2L 69136336 1292 + 2L 98170930 1153 - 2L 37227382 47 -
0 3L 144420717 2105 + 2L 69174530 1763 + 2L 98102732 1470 - 2L 37170029 85 -
0 3L 144486489 1241 + 2L 101244303 1226 - 2L 99590962 1226 - 2L 40427987 1217 -
0 3L 145876587 1177 + 2L 77454117 14516 - 2L 109247289 16023 + 2L 43239035 114 -
0 3L 145881835 2858 + 2L 77451013 2648 - 2L 109266368 2200 + 2L 43225572 726 -
0 3L 145893175 4008 + 2L 77437961 4340 - 2L 109279677 3807 + 2L 43206618 67 -
0 3L 145933025 979 + 2L 77420323 2347 - 2L 109321691 1385 + 2L 43163608 108 -
0 3L 145934782 9151 + 2L 77414224 5702 - 2L 109324254 5744 + 2L 43162557 101 -
0 3L 145944312 6491 + 2L 68530542 7351 + 2L 107299843 3017 - 2L 34799966 649 +
0 3L 145951924 4733 + 2L 68555157 5121 + 2L 107292690 2931 - 2L 34833246 100 +
0 3L 146231096 1881 + 2L 68769790 1814 + 2L 107030984 1764 - 2L 35085158 392 +
0 3L 146356424 1566 + 2L 68894358 1492 + 2L 106871325 1491 - 2L 35225249 137 +
0 3L 146359670 674 + 2L 68895993 4046 + 2L 106867715 1604 - 2L 35228413 671 +
0 3L 146361337 2695 + 2L 91715749 3025 + 2L 106864720 2402 - 2L 35230324 27 +
0 3L 147203713 8754 + 2L 71705056 2172 + 2L 121326304 1648 + 2L 52612324 1034 +
0 3L 147215341 2142 + 2L 71720605 2481 + 2L 121339118 2071 + 2L 52627462 615 +
0 3L 147218639 791 + 2L 71723995 812 + 2L 121344463 788 + 2L 52629346 788 +
0 3L 147225186 9720 + 2L 71730095 16137 + 2L 121355930 11722 + 2L 52635348 675 +
0 3L 147288396 5368 + 2L 71796360 19728 + 2L 131422584 42555 + 2L 52721588 797 +
0 3L 147470328 2183 + 2L 71997546 3709 + 2L 131664377 5979 + 2L 52908048 396 +
0 3L 147611732 1222 + 2L 72140613 16717 + 2L 131808748 16195 - 2L 50019601 89 -
0 3L 147613687 2901 + 2L 72159041 1305 + 2L 131805484 1140 - 2L 50015493 149 -
0 3L 147619773 1135 + 2L 72163708 1440 + 2L 131800489 1201 - 2L 50011507 124 -
0 3L 147658512 3413 + 2L 72204674 1655 + 3R 182263391 1302 - 2L 49973612 93 -
0 3L 148390608 897 + 2L 83907922 1043 + 2L 91441269 907 + 2L 45371630 512 -
0 3L 148412632 410 + 2L 83936017 395 + 2L 91473619 428 + 2L 45343925 434 -
0 3L 148421976 1938 + 2L 83947655 1710 + 2L 91487864 1698 + 2L 45332534 130 -
0 3L 149206458 1161 + 2L 65095623 4355 + 2L 114140846 3872 - 2L 48475456 178 +
0 3L 149508555 3089 + 2L 64905463 3372 + 2L 103793659 3294 - 2L 48304079 97 +
0 3L 149519119 8660 + 2L 64918903 9605 + 2L 103765590 11221 - 2L 48318043 109 +
0 3L 149549618 1589 + 2L 64957693 1604 + 2L 126720180 1710 + 2L 48357088 1601 +
0 3L 149552226 2057 + 2L 64960228 2639 + 2L 126724653 1939 + 2L 48360131 170 +
0 3L 149554894 1488 + 2L 64969627 1742 + 2L 114239822 1552 - 2L 48364145 154 +
0 3L 149558792 975 + 2L 64971475 1144 + 2L 114238255 1058 - 2L 48365152 426 +
0 3L 149565568 4354 + 2L 64983553 11366 + 2L 114227060 5413 - 2L 48376377 671 -
0 3L 149572203 3178 + 2L 64995080 2527 + 2L 114220720 2315 - 2L 48384104 71 +
0 3L 149575866 2118 + 2L 64998238 2224 + 2L 114217855 2219 - 2L 48388931 143 +
0 3L 149660765 995 + 2L 65107281 971 + 2L 114131625 938 - 2L 48486310 962 +
0 3L 149666933 1293 + 2L 65113647 1377 + 2L 114124940 1528 - 2L 48500139 78 +
0 3L 149819104 5446 + 2L 65255894 2198 + 2L 113929053 1523 - 2L 48666167 82 +
0 3L 149973992 3347 + 2L 68366870 1598 + 2L 107498900 3106 - 2L 34620637 48 +
0 3L 150140608 2292 + 2L 68524878 4181 + 2L 107306638 2304 - 2L 34792639 273 +
0 3L 150151450 3424 + 2L 77401849 12208 - 2L 109330590 11367 + 2L 43146956 176 -
0 3L 150156913 1685 + 2L 77398247 1655 - 2L 109346724 1742 + 2L 43139201 1547 -
0 3L 150163554 836 + 2L 77392046 3881 - 2L 109360437 936 - 2L 43132705 839 -
0 3L 150164747 2884 + 2L 77389207 2473 - 2L 109358115 1978 - 2L 43129182 30 +
0 3L 150171462 9871 + 2L 73303576 7759 + 2L 132905306 7259 - 2L 49028937 278 +
0 3L 150314593 9280 + 2L 70932155 12245 + 2L 118397558 10779 + 2L 51834287 149 +
0 3L 150531291 10177 + 2L 102076200 9452 - 2L 90493463 4334 + 2L 41163238 18 -
0 3L 150558491 15047 + 2L 102045737 15071 - 2L 90524064 14488 + 2L 41137232 119 -
0 3L 150575376 1525 + 2L 102028631 2799 - 2L 90543397 1264 + 2L 41118472 432 -
0 3L 150585804 1863 + 2L 102018387 2671 - 2L 90551534 1317 + 2L 41110862 120 -
0 3L 151301109 7435 + 2L 76892628 3807 + 2L 96272743 3796 - 2L 42616780 301 +
0 3L 151323822 5570 + 2L 76909582 5296 + 2L 96237843 9943 - 2L 42636167 1700 +
0 3L 151345081 10157 + 2L 76942382 5268 + 2L 96211374 4341 - 2L 42665150 99 +
0 3L 151404154 1853 + 2L 77000273 1811 + 2L 96144559 2946 - 2L 42724472 1826 +
0 3L 151409760 2346 + 2L 92236141 20384 - 2L 105270181 14356 + 2L 35835206 26 -
0 3L 151989050 4148 + 2L 71699586 5217 - 2L 121295986 28721 - 2L 52605230 315 -
0 3L 152052027 2096 + 2L 71627038 9985 - 2L 121236512 2117 - 2L 52536897 194 -
0 3L 152057203 3122 + 2L 71620561 4152 - 2L 121229727 3944 - 2L 52524547 158 -
0 3L 152075499 6477 + 2L 71599021 8940 - 2L 121202443 8278 - 2L 52501315 108 -
0 3L 152203113 8155 + 2L 71491726 3498 - 2L 121078922 5285 - 2L 52396754 295 -
0 3L 152333506 3378 + 2L 71368274 4479 - 2L 120924928 4540 - 2L 52278434 459 -
0 3L 152635197 2482 + 2L 71070934 3193 - 2L 120528681 3767 - 2L 51975183 114 -
0 3L 152666829 6448 + 2L 71033937 6746 - 2L 120475329 6455 - 2L 51943145 109 -
0 3L 152681852 2066 + 2L 71019131 6788 - 2L 120461206 2290 - 2L 51924820 443 -
0 3L 152686926 863 + 2L 71017344 1235 - 2L 112743856 802 + 2L 51919143 275 -
0 3L 152688403 525 + 2L 71015992 854 - 2L 112745365 567 + 2L 51918231 121 -
0 3L 152690724 1537 + 2L 71012629 1437 - 2L 112748159 1583 + 2L 51914332 443 -
0 3L 152705772 1518 + 2L 102255072 1981 + 2L 90349207 1947 - 2L 41330048 81 +
0 3L 152908293 2216 + X 10995823 4943 - X 803396 7100 - X 6421925 507 +
0 3L 153155436 548 + X 5044421 8801 + X 22390512 26255 + X 7212543 548 -
0 3L 153156769 4988 + 2L 76747133 5550 + 2L 96446192 2048 - 2L 42461930 186 +
0 3L 153161890 1055 + 2L 76752822 1586 + 2L 96440922 1412 - 2L 42466994 29 +
0 3L 153271556 3853 + 2L 76862306 6030 + 2L 96312345 4568 - 2L 42586397 27 +
0 3L 153698439 6350 + 2L 62434032 6873 + 2L 125513137 6953 + 2L 45890015 257 +
0 3L 153706474 6652 + 2L 62446953 2613 + 2L 125528889 2122 + 2L 45898162 713 +
0 3L 153722379 12425 + 2L 62454641 12666 + 2L 125545954 4462 + 2L 45915373 207 +
0 3L 153743968 9760 + 2L 62479544 1632 + 2L 134757099 1651 + 2L 45929742 129 +
0 3L 153815776 1973 + 2L 62551820 1358 + 2L 125664008 1447 + 2L 46016269 27 +
0 3L 153819607 714 + 2L 62555747 1165 + 2L 125668194 1200 + 2L 46020882 128 +
0 3L 153841637 5269 + 2L 62587384 5885 + 2L 125697937 5117 + 2L 46050605 143 +
0 3L 153890330 5713 + 2L 62657600 12567 + 2L 103080318 2991 - 2L 46118996 276 +
0 3L 153915419 1655 + 2L 62719124 1594 + 2L 103043943 1636 - 2L 46138177 179 +
0 3L 153917153 1742 + 2L 62726227 7534 + 2L 103041703 2121 - 2L 46141615 167 +
0 3L 153928205 2270 + 2L 62742928 2258 + 2L 103023350 2411 - 2L 46151082 2255 +
0 3L 153932305 1864 + 2L 62746936 2791 + 2L 103018127 2713 - 2L 46157026 107 +
0 3L 154030635 467 + 2L 84129467 947 - 2L 112830617 849 + 2L 45147002 11 +
0 3L 154044647 663 + 2L 84114408 852 - 2L 112845349 1147 + 2L 45159539 11 +
0 3L 154061096 11053 + 2L 84095213 767 - 2L 112859007 414 + 2L 45178290 17 +
0 3L 154074847 254 + 2L 84077941 254 - 2L 129269745 591 + 2L 45193018 254 +
0 3L 154271290 915 + 2L 83962439 1196 + 2L 94464502 1071 - 2L 45314145 11 -
