"X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"AALB010835","3R","20051602","20061654","1","AATE015247","KI421887","9144595","9146551","-1","AGAP028638","3L","40075766","40085692","-1","ASIS023779","KI916461","333219","336729","-1"
"AALB005466","3L","23925528","23936276","-1","AATE001760","KI421884","10933713","10948447","1","AGAP007712","2L","49181034","49190951","1","ASIS012492","KI916184","953655","964649","1"
"AALB004531","3L","10972465","10977119","1","AATE017913","KI421884","10652538","10658661","1","AGAP007379","2L","46195578","46199614","-1","ASIS018026","KI916227","1011098","1014716","-1"
"AALB014231","2R","14468839","14469693","1","AATE011778","KI421883","7076647","7077471","-1","AGAP013505","2R","31269599","31271110","-1","ASIS010618","KI916309","136945","138110","-1"
"AALB000893","2L","10229032","10232637","1","AATE015259","KI421912","122902","127059","-1","AGAP012820","UNKN","31559400","31560126","-1","ASIS001351","KI916317","51551","52707","1"
"AALB005975","3L","29908367","29912368","-1","AATE000679","KI421884","12532382","12536669","-1","AGAP007417","2L","46521888","46526012","1","ASIS022702","KI916184","2508424","2512521","-1"
"AALB005923","3L","29282446","29284858","-1","AATE001701","KI421886","8383913","8387263","-1","AGAP006368","2L","30543243","30547869","1","ASIS010459","KI916260","188510","191391","1"
"AALB000098","2L","24322497","24326770","1","AATE020908","KI421882","7385627","7388579","1","AGAP009743","3R","42068389","42071231","1","ASIS023260","KI916188","2561592","2566731","1"
"AALB008044","2L","3312209","3317486","-1","AATE001801","KI421890","408555","414284","1","AGAP009014","3R","23550517","23553011","-1","ASIS003554","KI916189","1512355","1520199","-1"
"AALB000109","2L","24181319","24187156","1","AATE004425","KI421882","7217874","7224389","1","AGAP009733","3R","41921566","41922809","1","ASIS022829","KI916188","2376864","2387295","1"
"AALB008663","2R","46780632","46782662","1","AATE015523","KI421883","226400","235405","-1","AGAP002690","2R","25645687","25648625","1","ASIS006113","KI916191","1969458","1971873","1"
"AALB007510","3R","32407723","32413578","-1","AATE018040","KI421894","5538119","5540812","-1","AGAP004786","2L","3545835","3548422","1","ASIS012855","KI916236","695117","697740","-1"
"AALB004349","3L","7722326","7723931","1","AATE003723","KI421884","7607073","7627483","1","AGAP005230","2L","12596948","12598564","-1","ASIS010642","KI916418","293406","306734","-1"
"AALB004451","3L","9344695","9345674","-1","AATE007094","KI421891","5789889","5792236","-1","AGAP005916","2L","23649404","23650789","-1","ASIS009121","KI916187","2041320","2043671","-1"
"AALB004848","3L","16111147","16116977","1","AATE001908","KI421894","4713214","4721553","1","AGAP004869","2L","4684000","4684653","-1","ASIS011846","KI917184","42171","42899","1"
"AALB005115","3L","19753913","19758268","-1","AATE001925","KI421884","12432118","12438742","1","AGAP007450","2L","46629629","46634135","-1","ASIS014948","KI916184","2406618","2411212","1"
"AALB000993","2L","8178842","8180158","1","AATE005377","KI421890","5678198","5679983","1","AGAP008108","3R","5814885","5817006","-1","ASIS014547","KI916315","82368","83937","-1"
"AALB002191","2R","20822292","20825114","1","AATE014694","KI421897","2258477","2260933","-1","AGAP001987","2R","13195029","13197722","-1","ASIS009855","KI916183","3253488","3256082","-1"
"AALB001463","2L","35525290","35529037","-1","AATE011462","KI421890","5486606","5487846","-1","AGAP008129","3R","6001604","6002710","-1","ASIS004667","KI916315","282411","283408","1"
"AALB009907","3R","4394012","4401246","-1","AATE006389","KI421901","2317475","2320254","1","AGAP012176","3L","38340284","38341416","-1","ASIS006272","KI916263","770446","773491","1"
"AALB008093","2R","32561811","32562995","1","AATE017252","KI421885","5947818","5949092","-1","AGAP012809","UNKN","30770941","30772030","-1","ASIS011622","KI916185","2375486","2376760","-1"
"AALB008286","2R","29571221","29571874","1","AATE007895","KI421888","8855678","8856337","-1","AGAP001416","2R","4586513","4587286","-1","ASIS002003","AXCK02023298","4539","5153","-1"
"AALB004957","3L","17596232","17597795","1","AATE007941","KI421886","558590","560354","-1","AGAP005350","2L","14436243","14439840","1","ASIS000608","KI916307","88219","91824","1"
"AALB004671","3L","12968196","12970181","1","AATE005595","KI421884","3831862","3833896","-1","AGAP006663","2L","36434485","36436479","-1","ASIS018969","KI916235","421021","422337","-1"
"AALB004341","3L","7631661","7632788","1","AATE009753","KI421894","1616090","1617374","-1","AGAP005239","2L","12708085","12709261","-1","ASIS002259","KI916293","69611","70812","1"
"AALB000849","2L","10794614","10795690","-1","AATE011901","KI421882","1624456","1625553","-1","AGAP008969","3R","22352954","22354642","1","ASIS009758","KI916498","128108","129196","-1"
"AALB004551","3L","11237105","11244387","1","AATE008710","KI421891","3376083","3381442","1","AGAP007099","2L","42583659","42623914","-1","ASIS014491","KI916463","194375","211945","1"
"AALB001139","2L","5354608","5356499","1","AATE008609","KI421882","15575769","15581266","1","AGAP028648","3R","44903740","44912595","-1","ASIS022049","KI916585","137965","145763","1"
"AALB001455","2L","35730049","35736018","1","AATE002388","KI421890","6547799","6551413","-1","AGAP009281","3R","30581871","30586646","-1","ASIS016393","KI916739","43687","47172","-1"
"AALB009270","2R","3343189","3345329","-1","AATE010551","KI421892","2508261","2511047","-1","AGAP003607","2R","40474385","40476901","1","ASIS012833","KI916317","562239","565024","-1"
"AALB004875","3L","16548542","16552685","1","AATE015651","KI421891","6465684","6487986","-1","AGAP005160","2L","10785074","10811531","-1","ASIS012111","AXCK02018081","5114","22921","1"
"AALB015736","2L","28817950","28819699","-1","AATE012713","KI421882","13239395","13241044","-1","AGAP008212","3R","6928858","6930486","1","ASIS017289","KI916595","214766","216488","1"
"AALB004546","3L","11075338","11082728","-1","AATE005716","KI421891","3193730","3217594","-1","AGAP007103","2L","42690394","42780336","1","ASIS012477","KI916768","1411","16020","1"
"AALB008342","2R","28697719","28701516","-1","AATE002320","KI421892","4626997","4630981","1","AGAP003345","2R","36325187","36328784","-1","ASIS015259","KI916219","514965","515997","1"
"AALB005588","3L","25164325","25167370","1","AATE015339","KI421886","1367183","1370279","1","AGAP006623","2L","34764280","34767193","-1","ASIS003611","KI916221","612890","615891","-1"
"AALB007410","3R","27175773","27176699","-1","AATE011892","KI421902","308224","308694","1","AGAP011301","3L","20702575","20703549","-1","ASIS018325","KI916357","236482","237529","-1"
"AALB002262","2R","19400580","19402945","-1","AATE001342","KI421888","6899523","6901426","-1","AGAP002422","2R","21083023","21084584","-1","ASIS009268","KI916211","49077","50716","1"
"AALB015556","X","8548051","8549089","-1","AATE007485","KI421898","592992","594555","1","AGAP000761","X","13784275","13785443","-1","ASIS021311","KI918162","6508","7826","-1"
"AALB002390","2R","14655020","14659238","1","AATE010507","KI421897","4001712","4007250","-1","AGAP002908","2R","29154310","29159467","1","ASIS016359","KI916183","4707217","4712369","-1"
"AALB004014","3R","21743460","21744720","-1","AATE004329","KI421903","242014","243259","-1","AGAP028143","3L","21679322","21680445","-1","ASIS020421","AXCK02020676","7629","8839","-1"
"AALB002225","2R","20299951","20301462","-1","AATE003157","KI421885","2510677","2511501","1","AGAP001825","2R","11021083","11022159","1","ASIS020879","KI916183","995810","997207","1"
"AALB005039","3L","18865640","18866965","1","AATE005175","KI421891","4319414","4320655","1","AGAP006108","2L","26766652","26769506","1","ASIS019575","KI916187","410668","411861","1"
"AALB007176","2R","17439525","17444138","-1","AATE015966","KI421888","6737475","6742677","1","AGAP002401","2R","20955633","20957882","1","ASIS002897","KI916211","193842","198496","-1"
"AALB002219","2R","20411184","20411869","1","AATE005861","KI421888","3497090","3498280","-1","AGAP001823","2R","10902267","10903524","-1","ASIS010263","KI917022","84","1279","1"
"AALB010782","3R","19337473","19348212","-1","AATE021029","KI421899","1374575","1379234","-1","AGAP011138","3L","17798459","17819055","-1","ASIS017525","KI916580","212360","218826","-1"
"AALB004574","3L","11736112","11744409","1","AATE019051","KI421884","5184338","5186625","-1","AGAP006036","2L","25516573","25518865","1","ASIS007316","KI916259","839874","842172","-1"
"AALB000523","2L","16526243","16528087","-1","AATE002710","KI421889","3620442","3622288","1","AGAP009590","3R","36718666","36720361","1","ASIS021873","KI916339","259386","265928","-1"
"AALB004259","3L","6479509","6486653","-1","AATE014357","KI421891","5319024","5327852","-1","AGAP005881","2L","23123719","23131205","-1","ASIS015218","KI916187","1483493","1492682","-1"
"AALB003026","2R","35493845","35495156","-1","AATE006590","KI421914","546162","555055","1","AGAP003736","2R","42764133","42765375","-1","ASIS006472","KI916310","4189","5326","-1"
"AALB005244","3L","21232109","21236252","1","AATE008463","KI421891","1183","6102","1","AGAP006541","2L","34077108","34082358","1","ASIS005640","KI916192","1614099","1619609","1"
"AALB001284","2R","51739092","51740176","-1","AATE015484","KI421900","1219736","1230964","1","AGAP010268","3R","51882060","51911589","1","ASIS009531","KI916198","632505","649976","1"
"AALB010203","3R","9980184","9983847","-1","AATE004486","KI421893","3921442","3924498","1","AGAP010518","3L","5584080","5586959","-1","ASIS009870","KI916245","145279","148368","-1"
"AALB001635","2L","32849991","32858115","-1","AATE021068","KI421882","17872203","17885670","-1","AGAP009461","3R","33869544","33876671","-1","ASIS021346","KI916446","393284","396343","1"
"AALB008784","2R","51353927","51357921","-1","AATE001528","KI421900","1241382","1244380","-1","AGAP010274","3R","51933962","51936528","-1","ASIS020067","KI916198","654373","656724","-1"
"AALB010149","3R","8967857","8969626","1","AATE009876","KI421896","820217","823977","1","AGAP000891","X","16768557","16772936","1","ASIS001089","KI916437","203688","207431","1"
"AALB000797","2L","11511455","11512108","1","AATE005580","KI421882","7964479","7965087","-1","AGAP009771","3R","42775763","42776266","-1","ASIS004322","KI916238","250139","250740","-1"
"AALB005608","3L","25331115","25355575","-1","AATE016259","KI421916","245804","284894","1","AGAP006516","2L","33711923","33764081","1","ASIS003329","KI916192","1323490","1361384","1"
"AALB002048","2R","23386202","23388170","-1","AATE001789","KI421885","11097681","11099953","-1","AGAP013252","2R","47012394","47014486","1","ASIS005031","KI916364","245822","250278","1"
"AALB003375","2R","43088174","43088941","1","AATE007889","KI421892","5390757","5391468","1","AGAP001409","2R","4210577","4212097","-1","ASIS020272","KI916468","15600","16539","1"
"AALB005600","3L","25199043","25199660","-1","AATE015746","KI422098","31068","31875","-1","AGAP005267","2L","13494051","13495408","1","ASIS021904","KI916232","388999","389893","-1"
"AALB010650","3R","17144682","17146602","1","AATE001644","KI421893","4315496","4318052","-1","AGAP028519","3L","23476734","23479388","-1","ASIS016113","KI916210","244164","247674","1"
"AALB001615","2L","33454145","33455257","-1","AATE004535","KI421882","18451128","18452189","-1","AGAP009485","3R","34691867","34692805","-1","ASIS019260","KI916423","119416","122492","-1"
"AALB003460","2R","41657309","41659215","-1","AATE004735","KI421885","495103","497406","-1","AGAP003855","2R","44573881","44576078","1","ASIS005860","KI916226","286669","288930","1"
"AALB004015","3R","21742138","21743055","-1","AATE021098","KI421903","240717","241661","-1","AGAP011354","3L","21676655","21677998","-1","ASIS015881","AXCK02020676","6277","7221","-1"
"AALB002709","2R","10105948","10108065","1","AATE019272","KI421888","5159558","5163521","1","AGAP001950","2R","12774801","12777198","1","ASIS019576","KI916183","2570376","2572236","1"
"AALB009150","2R","4850220","4851449","1","AATE007030","KI421888","8344680","8346818","-1","AGAP013478","2R","5856707","5858751","1","ASIS009172","KI916298","358421","360595","1"
"AALB007297","3L","310246","322599","-1","AATE018102","KI421886","3569350","3585338","-1","AGAP004993","2L","7592420","7608179","1","ASIS006913","AXCK02027128","11","1614","-1"
"AALB005701","3L","26713257","26717263","1","AATE005279","KI421884","721089","724993","-1","AGAP006894","2L","39556088","39558181","-1","ASIS018624","KI916204","1107355","1110357","-1"
"AALB000314","2L","19997667","19999677","1","AATE018717","KI421890","8991935","8994255","-1","AGAP008756","3R","17129227","17131455","-1","ASIS012798","KI916725","52294","53789","1"
"AALB005055","3L","19018322","19024696","-1","AATE000450","KI421886","1512583","1527977","-1","AGAP006598","2L","34617824","34632568","1","ASIS010232","KI916221","476028","481254","1"
"AALB006404","X","6705413","6711232","-1","AATE018726","KI421895","3591910","3599168","-1","AGAP000348","X","6141381","6154000","-1","ASIS008533","KI916564","131857","139488","-1"
"AALB000643","2L","13956570","13957979","-1","AATE010019","KI421890","4660178","4661479","1","AGAP009147","3R","27561995","27563272","1","ASIS016149","KI916265","718603","719895","1"
"AALB010015","3R","6244885","6246259","1","AATE019769","KI421887","9858716","9860418","1","AGAP012101","3L","37648959","37649948","1","ASIS007965","KI916413","15937","17441","1"
"AALB003645","2R","39014897","39016973","-1","AATE014534","KI421883","15329510","15332075","1","AGAP003316","2R","35839743","35842153","1","ASIS011535","KI916356","205058","207425","-1"
"AALB000915","2L","9777690","9778445","-1","AATE003882","KI421889","1372420","1374406","1","AGAP008659","3R","14559609","14561415","1","ASIS020091","KI916472","199094","201410","1"
"AALB006652","X","3939493","3940820","-1","AATE007167","KI421896","1223612","1225410","1","AGAP000949","X","18322896","18324357","-1","ASIS010619","KI916242","169446","171877","-1"
"AALB001781","2L","29731261","29732448","1","AATE010850","KI421882","13640487","13641674","1","AGAP008498","3R","11337233","11338420","-1","ASIS021578","KI916275","508716","509903","1"
"AALB001424","2L","36143088","36146407","-1","AATE006976","KI421882","19639433","19643253","1","AGAP007887","3R","2509057","2512794","1","ASIS014803","KI916467","3255","6117","1"
"AALB004303","3L","7047733","7048607","1","AATE015452","KI421884","12788300","12789224","-1","AGAP007669","2L","48889064","48890087","1","ASIS012703","KI916184","828785","829354","1"
"AALB008597","2R","47835006","47837235","1","AATE008629","KI421897","4241560","4257380","-1","AGAP001743","2R","9205696","9237530","-1","ASIS023637","KI916441","237474","240370","-1"
"AALB005599","3L","25193882","25199881","1","AATE000158","KI422098","24277","30661","1","AGAP005269","2L","13495891","13500324","-1","ASIS018993","KI916232","384169","389095","1"
"AALB015848","2R","9346890","9361398","-1","AATE012597","KI421888","4387074","4394301","-1","AGAP001895","2R","11930097","11936362","-1","ASIS005878","KI916183","1814648","1827610","-1"
"AALB015472","3R","10618998","10619640","-1","AATE021688","KI421893","3129092","3129887","1","AGAP028499","3L","6371605","6372132","1","ASIS024295","KI917940","8015","8858","-1"
"AALB006584","X","4705169","4705932","-1","AATE010574","KI421967","180273","185813","-1","AGAP000254","X","4773428","4792432","1","ASIS020991","KI916243","221489","242670","1"
"AALB007085","3R","26415451","26419134","-1","AATE001650","KI421903","1827918","1832073","-1","AGAP012520","UNKN","10829320","10829946","-1","ASIS015769","KI916196","49930","52983","1"
"AALB000239","2L","21346896","21348850","1","AATE016158","KI421889","8798751","8804340","1","AGAP007765","3R","498007","502768","-1","ASIS018409","KI916212","1144249","1149645","1"
"AALB001293","2L","37963252","37965732","1","AATE016716","KI421882","1497143","1498756","-1","AGAP009213","3R","28824548","28826209","-1","ASIS014005","KI916508","206708","208342","-1"
"AALB009784","3R","2933490","2940139","1","AATE003764","KI421903","1884674","1887938","1","AGAP010673","3L","8213240","8242279","-1","ASIS014858","KI916334","262061","266817","-1"
"AALB001258","3R","31358350","31366510","1","AATE007217","KI421909","234703","257285","1","AGAP010893","3L","12684224","12705407","1","ASIS015736","KI916229","877121","896027","1"
"AALB007642","X","8789487","8791211","-1","AATE004157","KI421898","304951","315501","1","AGAP000354","X","6307404","6318998","1","ASIS019435","KI916427","347","12414","1"
"AALB000279","2L","20728167","20742744","1","AATE013579","KI421882","11163456","11171921","-1","AGAP008318","3R","8949227","8964788","1","ASIS014992","KI916200","1060486","1077132","1"
"AALB007905","2L","1033275","1038660","-1","AATE018537","KI421900","3119785","3130360","-1","AGAP010156","3R","49548211","49555550","1","ASIS012106","KI916190","123413","135821","1"
"AALB010842","3R","20255102","20256403","-1","AATE009356","KI421895","3308650","3311705","-1","AGAP000625","X","11263541","11267788","1","ASIS012539","KI916368","326437","328860","-1"
"AALB005994","3L","30273215","30277738","-1","AATE018832","KI421886","7331488","7339192","-1","AGAP005839","2L","22337247","22358013","-1","ASIS000990","KI916227","312292","314596","1"
"AALB000818","2L","11111819","11126507","-1","AATE018382","KI421882","8374876","8391462","1","AGAP009795","3R","43449020","43471781","1","ASIS011202","KI916355","194455","200655","1"
"AALB001427","2L","36125621","36132786","-1","AATE007258","KI421884","13119711","13124854","1","AGAP007917","3R","2787755","2792436","1","ASIS007297","KI916184","517874","522640","-1"
"AALB004194","3L","5237299","5239841","-1","AATE014291","KI421886","1110369","1112943","1","AGAP005113","2L","10229604","10232219","-1","ASIS010827","KI916353","427206","428129","1"
"AALB005687","3L","26585093","26589410","1","AATE005911","KI421884","12816794","12819441","-1","AGAP007662","2L","48858437","48859482","1","ASIS007526","KI916184","799659","802368","1"
"AALB010242","3R","10616281","10617610","-1","AATE003450","KI421893","3130985","3132663","1","AGAP010559","3L","6373291","6374918","1","ASIS011307","KI917940","6398","6959","-1"
"AALB006333","X","7876494","7877636","-1","AATE016980","KI421898","607590","609965","-1","AGAP000755","X","13749445","13753936","1","ASIS015007","KI916278","282068","287441","1"
"AALB000992","2L","8180349","8183051","-1","AATE003947","KI421890","5679995","5683067","-1","AGAP008107","3R","5811803","5813698","1","ASIS006356","KI916315","79277","82063","1"
"AALB007904","2L","1025777","1027876","-1","AATE004435","KI421900","3110876","3115917","-1","AGAP013762","3R","49562149","49567742","1","ASIS018740","KI916190","140538","143773","1"
"AALB001671","2L","31892030","31895881","1","AATE002903","KI421890","4502552","4505306","1","AGAP009141","3R","27388121","27390409","-1","ASIS021130","KI916265","549746","552081","-1"
"AALB005106","3L","19661970","19668556","1","AATE003553","KI421884","12513013","12528367","-1","AGAP007420","2L","46534028","46550434","1","ASIS020432","KI916184","2489642","2504771","-1"
"AALB008675","2R","46493097","46502137","-1","AATE005502","KI421883","499087","512532","1","AGAP002674","2R","25378949","25391048","-1","ASIS003348","KI916191","1667422","1682489","-1"
"AALB007519","3R","32270102","32270829","1","AATE016034","KI421894","5301157","5303203","1","AGAP004799","2L","3720848","3721878","-1","ASIS001960","KI916236","508005","509956","1"
"AALB008701","2R","46289462","46296528","1","AATE010582","KI421885","1535202","1546163","-1","AGAP004071","2R","49467087","49492708","1","ASIS018208","KI916217","263046","270627","1"
"AALB002741","2R","45009504","45024190","1","AATE018342","KI421897","1821387","1823028","1","AGAP002376","2R","20795402","20797041","-1","ASIS011706","KI916234","377537","379339","-1"
"AALB004285","3L","6625586","6627064","1","AATE004774","KI421884","5859510","5860922","-1","AGAP006014","2L","24665045","24666509","1","ASIS011213","KI916414","399605","401391","-1"
"AALB001534","2L","34729505","34734946","1","AATE013696","KI421889","7204416","7214158","-1","AGAP009037","3R","24468752","24475870","-1","ASIS014126","KI916188","167415","183414","-1"
"AALB000486","2L","17031115","17032136","1","AATE013192","KI421882","13607178","13609059","1","AGAP008195","3R","6568878","6570755","-1","ASIS023539","KI916965","3722","5616","-1"
"AALB004655","3L","12823150","12831656","1","AATE006300","KI421891","3654331","3662123","-1","AGAP006402","2L","31156743","31165610","-1","ASIS011077","KI916365","200612","210856","-1"
"AALB008455","2R","26502403","26512937","-1","AATE020877","KI421885","9700448","9702632","-1","AGAP004149","2R","50746527","50748439","-1","ASIS019602","KI916215","509037","513549","-1"
"AALB004619","3L","12186597","12189562","-1","AATE006604","KI421886","11326","15027","-1","AGAP005622","2L","17935918","17938174","1","ASIS005792","KI916546","6624","8548","-1"
"AALB004206","3L","5343757","5346752","1","AATE009774","KI421905","1206822","1209678","1","AGAP007239","2L","44506991","44509042","1","ASIS014469","KI916273","545952","549278","1"
"AALB000026","2L","25486331","25488191","1","AATE013244","KI421890","1409789","1411986","-1","AGAP009681","3R","38397972","38400051","1","ASIS011060","KI916189","510207","512332","1"
"AALB008270","2R","29735027","29737030","1","AATE018821","KI421908","1034515","1036705","-1","AGAP004633","2R","58677642","58679735","1","ASIS008826","KI916199","1168068","1169799","-1"
"AALB002098","2R","22410175","22411954","-1","AATE001133","KI421904","784897","788645","-1","AGAP002335","2R","20003872","20007544","-1","ASIS020393","KI916240","1015515","1017969","-1"
"AALB005292","3L","21979321","21984870","-1","AATE015860","KI421891","648316","660784","1","AGAP006811","2L","38698934","38704424","-1","ASIS005397","KI916192","2214839","2220705","1"
"AALB002990","2R","34714930","34718546","-1","AATE010915","KI421904","1392196","1398055","1","AGAP004530","2R","57426120","57429747","1","ASIS014529","KI916191","2397283","2401538","1"
"AALB003338","2R","44291760","44295656","-1","AATE006710","KI421885","1913181","1917596","1","AGAP004055","2R","49085519","49089717","-1","ASIS000010","KI916548","51816","55979","1"
"AALB010348","3R","12491782","12493782","-1","AATE003097","KI421901","4084721","4086658","-1","AGAP012268","3L","39606318","39607313","-1","ASIS011009","KI916494","55531","57757","-1"
"AALB007570","3R","28714777","28716707","1","AATE006848","KI421910","890199","892465","1","AGAP012773","UNKN","28105160","28106397","1","ASIS022032","AXCK02023083","2341","4614","-1"
"AALB010703","3R","17930913","17934152","1","AATE013316","KI421887","3397627","3412811","-1","AGAP010782","3L","10284200","10296516","-1","ASIS021285","KI916288","595537","607238","1"
"AALB009140","2R","5012387","5019256","-1","AATE000920","KI421888","8173808","8176745","1","AGAP001537","2R","6040318","6043193","-1","ASIS007143","KI916335","78132","81025","1"
"AALB006991","3R","24748868","24750052","-1","AATE002448","KI421910","375555","378183","1","AGAP010959","3L","13834975","13836678","-1","ASIS012139","KI916250","579126","581726","1"
"AALB001032","2L","7359528","7360866","1","AATE006623","KI421882","9231969","9244498","1","AGAP009254","3R","29956742","29967021","-1","ASIS002726","KI916257","243415","257401","1"
"AALB006988","3R","24730154","24730832","1","AATE003453","KI421910","390558","392147","-1","AGAP012844","UNKN","33488643","33488936","1","ASIS006560","KI916250","597748","598662","-1"
"AALB003983","3R","22235532","22259270","1","AATE008832","KI421909","469510","471149","1","AGAP010469","3L","4025803","4027867","-1","ASIS001674","KI916229","1125272","1127719","1"
"AALB009767","3R","2769258","2772579","-1","AATE014070","KI421901","2966667","2971555","1","AGAP028598","3L","36691166","36692445","-1","ASIS019463","KI916186","2358580","2361196","1"
"AALB001973","2L","26886777","26893538","-1","AATE003716","KI421889","5960096","5961364","1","AGAP007745","3R","214912","216077","1","ASIS021985","KI916258","664147","665539","1"
"AALB005364","3L","22799944","22800783","1","AATE000918","KI421886","10940388","10941626","-1","AGAP028460","2L","36885019","36886115","1","ASIS008474","KI916379","217590","218443","1"
"AALB005989","3L","30220905","30224991","-1","AATE014209","KI421886","7228009","7232006","-1","AGAP005831","2L","22279213","22283130","-1","ASIS011565","KI916227","369758","371337","1"
"AALB008871","2R","8585251","8592351","1","AATE007614","KI421883","7909626","7911738","-1","AGAP003290","2R","35094008","35100699","1","ASIS008830","KI916381","151162","160277","-1"
"AALB014484","3L","21517152","21520271","1","AATE015918","KI421891","1110435","1112249","-1","AGAP006783","2L","38185911","38187234","1","ASIS003938","KI916589","179816","180966","-1"
"AALB004740","3L","14043339","14049649","-1","AATE014733","KI421894","3295554","3298023","1","AGAP004882","2L","4934985","4944994","-1","ASIS015162","KI916370","194721","197658","1"
"AALB008855","2R","8936553","8938722","-1","AATE001461","KI421885","7094097","7097070","1","AGAP002172","2R","16857783","16889799","1","ASIS020449","KI916631","114986","120493","1"
"AALB005003","3L","18155728","18160173","1","AATE013956","KI421886","5377982","5383845","1","AGAP007057","2L","41906459","41909805","-1","ASIS013398","KI916469","59175","67705","-1"
"AALB001755","2L","30192023","30199658","-1","AATE003830","KI421882","16062860","16064953","1","AGAP027980","3R","10739576","10744793","1","ASIS018758","KI916534","276864","278147","-1"
"AALB004963","3L","17614974","17618862","-1","AATE016401","KI421886","533556","539983","1","AGAP006942","2L","40183406","40190226","1","ASIS009845","KI916344","242096","246927","-1"
"AALB003792","3R","833721","834161","-1","AATE009733","KI421887","7388635","7389066","1","AGAP012380","3L","41351107","41351538","-1","ASIS006317","KI916641","99877","100308","-1"
"AALB000832","2L","10941382","10942076","-1","AATE014917","KI421889","4205212","4205966","-1","AGAP007830","3R","1500768","1501485","1","ASIS023028","KI916583","92833","93533","-1"
"AALB002533","2R","13119420","13120112","1","AATE005569","KI421888","6640692","6641553","-1","AGAP003533","2R","39215003","39215888","1","ASIS014327","KI916211","326411","327350","1"
"AALB001735","2L","30371397","30372838","-1","AATE012349","KI421890","7631144","7632501","-1","AGAP008414","3R","10518006","10519257","1","ASIS022402","KI916522","291843","293059","1"
"AALB003695","3R","34637377","34641574","-1","AATE012894","KI421900","32178","36785","-1","AGAP004750","2L","3041661","3052055","-1","ASIS022443","KI916336","263140","273768","1"
"AALB006936","X","281016","282819","-1","AATE016722","KI421899","3387004","3388493","1","AGAP012228","3L","39155289","39156368","-1","ASIS002254","AXCK02019788","902","2580","-1"
"AALB006112","3L","31634066","31639535","-1","AATE012329","KI421886","4953602","4956787","1","AGAP005757","2L","20290151","20293785","1","ASIS021668","KI916208","1306981","1307811","-1"
"AALB005245","3L","21232644","21234302","-1","AATE008956","KI421916","565634","567283","-1","AGAP006542","2L","34077592","34079351","-1","ASIS000958","KI916192","1614707","1616698","-1"
"AALB000368","2L","19104626","19120609","-1","AATE016227","KI421882","15207367","15211206","1","AGAP009923","3R","45327566","45329520","-1","ASIS005462","KI916488","194964","197150","-1"
"AALB003402","2R","42501910","42519249","1","AATE013526","KI421892","756","9840","-1","AGAP001604","2R","6668522","6679508","1","ASIS006071","KI916314","635157","653763","1"
"AALB003990","3R","22147882","22164715","-1","AATE009565","KI421909","393718","416285","-1","AGAP010473","3L","4044239","4143720","1","ASIS001207","KI916229","1031794","1050896","-1"
"AALB001492","2L","35177630","35183070","-1","AATE018914","KI421890","5630780","5636729","-1","AGAP008115","3R","5862294","5868282","1","ASIS017937","KI916315","125161","133348","1"
"AALB005871","3L","28754014","28755243","-1","AATE009533","KI421886","8470708","8471937","-1","AGAP006356","2L","30445888","30447120","1","ASIS008664","KI916260","106567","107778","1"
"AALB009473","2R","921967","922920","-1","AATE008457","KI421883","10021904","10022485","-1","AGAP002742","2R","26565615","26566673","1","ASIS007212","KI916205","886731","887312","-1"
"AALB006007","3L","30452703","30455702","-1","AATE006003","KI421886","7595347","7596149","-1","AGAP028450","2L","22617811","22618447","-1","ASIS002770","KI916227","80014","83965","1"
"AALB005678","3L","26458752","26460384","1","AATE001673","KI421886","1177654","1179765","-1","AGAP006118","2L","26905034","26907474","-1","ASIS021911","KI916627","10442","12709","-1"
"AALB008828","2R","9327468","9331065","-1","AATE002711","KI421888","4366326","4370524","-1","AGAP001888","2R","11907700","11910024","-1","ASIS000493","KI916183","1788299","1791564","-1"
"AALB005699","3L","26710616","26712198","1","AATE010561","KI421884","727118","728513","-1","AGAP006896","2L","39560771","39561502","-1","ASIS004938","KI916204","1111852","1116984","-1"
"AALB006241","3L","33454664","33460469","-1","AATE020214","KI421884","11290591","11300064","1","AGAP007690","2L","49078686","49082247","1","ASIS022143","KI916184","1295631","1302055","1"
"AALB006960","3R","24244873","24296782","-1","AATE015861","KI421910","831235","864729","1","AGAP010884","3L","12419441","12470984","1","ASIS017462","KI916471","137087","152884","-1"
"AALB003606","2R","39577991","39585802","-1","AATE010178","KI421892","6644225","6650841","-1","AGAP004339","2R","54826958","54833476","-1","ASIS018761","KI916616","91028","92177","1"
"AALB000725","2L","12647886","12651976","-1","AATE018090","KI421889","7463563","7466713","-1","AGAP009610","3R","37001849","37003632","1","ASIS013070","KI916214","289566","291642","-1"
"AALB000601","2L","14490842","14497349","-1","AATE005404","KI421882","13948679","13954897","1","AGAP008473","3R","10991045","10997479","-1","ASIS021405","AXCK02030063","3","1142","-1"
"AALB002127","2R","21689697","21691982","1","AATE009902","KI421904","1101677","1106807","1","AGAP004499","2R","57085922","57091644","1","ASIS012744","KI916650","73750","76606","-1"
"AALB001712","2L","30584313","30585208","1","AATE014749","KI421890","3128615","3129907","1","AGAP009106","3R","25648274","25649601","1","ASIS014103","KI916206","601405","602634","1"
