alb_id alb_chr alb_start alb_end alb_strand atr_chr atr_start atr_end atr_strand gam_chr gam_start gam_end gam_strand sin_chr sin_start sin_end sin_strand
AALB006456 X 6228006 4046 1 X 7776306 3529 1 X 9460831 9134 1 X 575055 123 1
AALB004216 3L 141991343 1415 1 2L 63064885 3293 -1 2L 102702858 1649 1 2L 46408296 1418 -1
AALB010670 3R 119399148 3897 -1 3L 170960472 3697 1 3L 220989638 6043 -1 3L 76247090 27 -1
AALB009554 2R 12199947 8926 -1 3R 103246765 8579 1 2R 24320606 6430 1 3R 53790437 314 -1
AALB009913 3R 106441702 905 1 2R 46680149 4641 1 3R 182257922 1049 1 2R 29468863 1073 1
AALB002937 2R 63278446 15473 -1 2R 58714473 26031 -1 3R 187087477 47471 1 2R 33504237 1070 -1
AALB000663 2L 77659871 4171 -1 2R 40579693 3502 -1 3R 179752635 1950 1 2R 27054308 1122 -1
AALB004037 3R 123295126 8382 1 3L 175175965 4975 -1 3L 205499162 6844 -1 3L 75303878 652 1
AALB004795 3L 151404154 1853 -1 2L 77000273 1811 -1 2L 96144559 2946 1 2L 42724472 1826 -1
AALB001148 2L 69029971 1331 1 2R 20992273 1370 -1 3R 180203035 1370 -1 2R 20418106 1340 1
AALB006841 X 1457961 1355 -1 X 13261139 2405 -1 X 16612688 1115 1 X 1284953 905 -1
AALB003780 3R 102590829 9392 -1 3L 169158054 4480 1 3L 229236334 4013 -1 3L 78295067 247 -1
AALB004353 3L 144345873 4311 -1 2L 69107398 3779 -1 2L 98207910 2538 1 2L 37263526 42 -1
AALB010827 3R 121913253 2033 1 3L 170796045 2011 -1 3L 221227815 1906 1 3L 76077714 600 -1
AALB005457 3L 160430043 1066 -1 2L 73075452 8216 1 2L 133139181 1538 -1 2L 48811722 165 1
AALB000806 2L 75212807 1536 -1 2R 28098617 4263 -1 3R 178283937 1365 1 2R 22697987 365 -1
AALB003743 3R 102192933 1512 1 3L 169673769 1667 -1 3L 222997585 1364 1 3L 77789832 455 1
AALB001486 2L 99161206 1163 -1 2R 39862669 1344 1 3R 140847231 1314 1 2R 27038106 1082 1
AALB008559 2R 60535224 5140 -1 3R 145688728 4633 -1 2R 77212770 4129 -1 3R 59456808 1863 1
AALB003129 2R 49619020 4707 1 3R 137193613 1860 -1 2R 67977231 1633 -1 3R 58699602 306 1
AALB007443 3R 128923569 916 1 2L 96619792 1965 1 X 10676545 1186 -1 X 3596614 31 -1
AALB010385 3R 114673318 19823 -1 3L 170368072 4441 -1 3L 221979684 2786 1 3L 77101925 66 1
AALB005305 3L 158721553 2732 1 2L 82728329 3102 1 2L 124559937 2467 1 2L 50752085 368 1
AALB004540 3L 147619773 1135 -1 2L 72163708 1440 -1 2L 131800489 1201 1 2L 50011507 124 1
AALB009340 2R 14643671 4693 -1 3R 103982273 6064 1 2R 26012112 6483 -1 3R 53095997 80 -1
AALB003702 X 11926125 1485 -1 X 10938233 2805 -1 X 2926570 1031 -1 X 6492829 281 1
AALB009765 3R 104696893 1734 1 3L 186540619 2861 1 3L 224784985 2075 1 3L 65329004 837 1
AALB001960 2L 91056617 7907 -1 2R 19932416 15964 1 3R 166536620 4010 -1 2R 16376686 136 1
AALB004113 3L 140789332 11417 1 2L 64740170 10630 1 2L 128798516 4755 -1 2L 48124155 750 1
AALB004211 3L 141949459 3157 1 2L 63113123 3386 -1 2L 102645079 3053 1 2L 46457181 159 -1
AALB010825 3R 121882631 4936 1 3L 170823463 4828 -1 3L 221184808 4682 1 3L 76105436 1590 -1
AALB010280 3R 113120794 1510 1 3L 183586699 3477 -1 3L 204250751 1423 1 3L 74147216 1268 -1
AALB003126 2R 49613526 1135 1 3R 137199698 1138 -1 2R 67984006 1042 -1 3R 58708981 20 -1
AALB008346 2R 40866929 3609 1 3R 137293433 2767 -1 2R 60548615 2523 1 3R 58806490 50 -1
AALB004161 3L 141493182 7300 1 2L 92303513 23443 -1 2L 105175363 34204 1 2L 35896522 61 -1
AALB006351 X 7686604 12829 1 X 11135059 12027 -1 X 932591 14943 -1 X 6239975 191 1
AALB002984 2R 46871137 12345 1 3R 159129375 9688 -1 2R 81721789 9408 -1 3R 61893274 224 1
AALB007710 X 9540616 4136 1 X 12177916 22258 -1 X 9543075 5406 -1 X 5195538 1226 1
AALB003758 3R 102385273 745 -1 X 14089634 857 1 2R 41958045 791 1 X 9913342 174 -1
AALB000047 2L 89295421 2973 -1 2R 50887945 2747 1 3R 138411014 2721 1 2R 25401331 819 1
AALB010819 3R 121821415 2444 -1 3L 170885282 2249 1 3L 221093141 1043 -1 3L 76163707 998 1
AALB000199 2L 85927454 1730 1 2R 46687794 5291 1 3R 182268356 3329 1 2R 29478237 43 1
AALB006578 X 4786643 1999 -1 X 9849210 1998 1 X 7854021 1700 -1 X 8303177 1835 1
AALB007687 X 9277918 1357 -1 X 15548207 3156 -1 X 1433119 2600 -1 X 10443890 26 1
AALB009217 2R 16058301 1524 -1 3R 105158032 1807 -1 2R 26386795 1426 -1 3R 54779921 22 -1
AALB002366 2R 27466922 8174 -1 3R 153719018 4374 -1 2R 64590044 1250 -1 3R 57859746 907 1
AALB005386 3L 159664212 11744 -1 2L 96294332 2512 1 2L 122954577 2901 -1 2L 43582314 59 -1
AALB000296 2L 84403842 4905 -1 2R 38650480 5807 -1 3R 165924471 5177 1 2R 21072932 103 -1
AALB000713 2L 76741706 3054 -1 2R 52197310 3795 1 3R 146488121 3208 -1 2R 33059107 52 -1
AALB008766 2R 57459030 1335 -1 3R 150420616 2334 1 2R 79753989 1434 -1 3R 60791663 392 -1
AALB004877 3L 153155436 548 -1 X 5044421 8801 -1 X 22390512 26255 -1 X 7212543 548 1
AALB005379 3L 159561484 1170 -1 2L 96414255 1164 1 2L 122832697 1173 -1 2L 43471687 157 -1
AALB006856 X 1280472 1279 1 X 12112899 2734 -1 X 14828247 1900 -1 X 5284695 64 1
AALB006902 X 628287 5960 1 X 9857887 3565 1 X 4908861 1524 -1 X 8299145 228 -1
AALB001202 2L 68005165 8264 -1 2R 45715296 10225 -1 3R 159365634 6514 -1 2R 28524210 173 1
AALB000057 2L 89034219 3511 -1 2R 46426560 3626 1 3R 181994780 2556 1 2R 29208895 26 1
AALB000979 2L 72484899 7327 -1 2R 32187114 1790 1 3R 140533609 1667 1 2R 26691112 1793 1
AALB001286 2R 63936996 3759 -1 2R 59030669 4238 1 3R 186678041 3801 -1 2R 33796649 79 1
AALB001672 2L 95621355 2867 1 2R 41249500 2615 -1 3R 162123146 2642 1 2R 27746793 1883 -1
AALB007678 X 9071301 1055 -1 X 9968941 1920 1 X 6864349 1692 1 X 1894804 123 -1
AALB005160 3L 156669724 4149 1 2L 73542402 2780 -1 2L 132674982 2547 1 2L 49239968 899 -1
AALB005268 3L 158098276 4740 -1 2L 82094632 5265 -1 2L 123850604 5857 -1 2L 50174284 162 -1
AALB002036 2L 90069626 779 1 2R 31558213 5554 1 3R 139947049 5559 1 2R 31992419 186 -1
AALB007098 3R 128528318 2206 -1 3L 186918080 5126 -1 3L 220739155 2867 1 3L 65725768 1217 -1
AALB005247 3L 157832296 2519 -1 2L 83196149 2789 1 2L 119766622 2662 -1 2L 51176390 70 1
AALB006515 X 5642442 10121 -1 X 4539452 6812 1 X 4442941 15927 1 X 7858344 496 -1
AALB006820 X 1694964 3960 -1 X 102783 4155 1 X 5905558 5557 1 X 4529051 50 -1
AALB006857 X 1274514 3751 -1 X 810056 4849 -1 X 18824363 6101 1 X 4965522 389 -1
AALB010401 3R 114826834 1023 1 3L 186159892 1667 -1 3L 194690965 1021 1 3L 79380094 99 1
AALB007673 X 9048276 4821 -1 X 12385916 6118 -1 X 22937392 9737 -1 X 11309164 219 -1
AALB005818 3L 164587911 8635 1 2L 63195535 9893 -1 2L 102532631 8655 1 2L 46545201 142 -1
AALB006437 X 6380850 651 -1 X 89512 988 1 X 5884593 753 1 2L 36100581 581 -1
AALB002040 2L 90010908 2693 1 2R 31499511 2286 1 3R 139889369 2285 1 2R 32061706 31 -1
AALB009961 3R 107515550 2962 1 3L 182539861 21426 -1 3L 227238829 2071 -1 3L 70061097 458 1
AALB005171 3L 156826064 1676 -1 2L 73352527 2105 1 2L 132864143 1853 -1 2L 49069562 1283 1
AALB009816 3R 105184069 2340 -1 3L 164515197 2372 1 3L 213043128 2695 -1 3L 70865359 25 1
AALB010366 3R 114572331 3702 -1 3L 170896264 4346 1 3L 221071354 3290 -1 3L 76181257 1072 -1
AALB006266 X 8606180 1874 1 X 13822166 2996 1 X 15786439 2129 1 X 10190592 117 -1
AALB010234 3R 112480877 4598 -1 3R 137955603 6221 1 3R 138847392 5260 1 X 8971214 4307 -1
AALB009986 3R 107884984 1818 1 3L 185526236 2212 -1 3L 227656101 1005 1 3L 79865353 564 1
AALB001585 2L 97856380 1116 -1 2R 46985946 1286 -1 3R 182555587 823 -1 2R 29796975 170 -1
AALB005020 3L 155159495 527 -1 2L 91585692 654 -1 2L 127059044 783 1 2L 39105395 14 1
AALB015526 X 1064541 3609 -1 X 10772989 5525 -1 X 3174285 4309 1 X 6656506 228 1
AALB004670 3L 149554894 1488 -1 2L 64969627 1742 -1 2L 114239822 1552 1 2L 48364145 154 -1
AALB002986 2R 46887081 4273 -1 3R 159118533 7722 1 2R 81712316 6588 1 3R 61910576 9 -1
AALB001748 2L 94261589 4550 -1 2R 20387877 2680 -1 3R 145616774 2504 1 2R 16813652 429 -1
AALB002367 2R 27406033 943 1 3R 153649593 1631 1 2R 53997848 1018 1 3R 57928262 785 -1
AALB010411 3R 115246338 6015 -1 3L 185647892 565 1 3L 195242261 2450 -1 3L 79790906 101 -1
AALB000378 2L 82965750 1538 1 2R 27766942 2754 1 3R 178726383 1617 -1 2R 22334277 194 1
AALB014359 3R 136510422 492 1 2L 89479917 723 1 2L 92947912 731 -1 2L 37930797 46 -1
AALB001135 2L 69332155 1141 -1 2R 20728205 1424 1 3R 179893730 7877 1 2R 20683627 509 -1
AALB002960 2R 46649691 1077 -1 3R 159365474 13369 1 2R 81934950 14841 1 3R 59805965 254 -1
AALB005303 3L 158709472 3515 1 2L 82714378 3957 1 2L 124541397 4006 1 2L 50733200 50 1
AALB009640 2R 36814247 1344 1 3R 138598801 12115 1 2R 68978207 66192 1 3R 58210685 19 -1
AALB005755 3L 163960526 5225 -1 2L 72218290 5959 1 2L 131876548 5164 1 2L 49962551 161 -1
AALB006608 X 4489367 6020 -1 X 7672987 3249 -1 X 740684 3858 -1 X 481200 120 -1
AALB004737 3L 150585804 1863 1 2L 102018387 2671 -1 2L 90551534 1317 1 2L 41110862 120 -1
AALB004711 3L 150164747 2884 1 2L 77389207 2473 -1 2L 109358115 1978 -1 2L 43129182 30 1
AALB004031 3R 123407256 993 1 3L 175060990 914 -1 3L 205392714 983 -1 3L 75420510 848 1
AALB002757 2R 57110537 3399 -1 2R 54859487 3646 -1 3L 219389723 2978 -1 3L 64473859 1063 1
AALB006913 X 497670 1793 -1 X 10061485 1660 -1 2R 32110432 1566 1 X 1815030 478 1
AALB009208 2R 16110807 1624 1 3R 105212471 4525 1 2R 26449834 1735 1 3R 54832563 118 1
AALB008349 2R 40848952 4030 1 3R 137311927 2589 -1 2R 60435092 95505 1 3R 58830979 171 1
AALB004219 3L 141997135 1474 1 2L 63060931 1700 -1 2L 102718229 1774 1 2L 46404271 36 -1
AALB002687 2R 22473623 2126 1 3R 108552217 9854 1 2R 27616988 2126 1 3R 56770205 199 -1
AALB010327 3R 113940745 1363 -1 3L 168158310 1825 -1 3L 219522155 1748 -1 3L 65052125 35 -1
AALB004975 3L 154272342 4294 1 2L 83964119 4131 1 2L 94459535 4257 -1 2L 45313593 108 -1
AALB005284 3L 158540796 2675 -1 2L 82524517 1388 -1 2L 124340653 1355 -1 2L 50552856 120 -1
AALB002012 2L 90406724 2974 -1 2R 54431444 3098 1 3R 148738707 2800 -1 2R 21499440 136 1
AALB006161 3L 168993366 1707 -1 2L 95654804 1610 -1 2L 96012505 1844 1 2L 44248071 75 1
AALB015544 3L 148421976 1938 1 2L 83947655 1710 1 2L 91487864 1698 1 2L 45332534 130 -1
AALB002023 2L 90340758 4048 1 2R 31840410 12330 1 3R 140243622 6075 1 2R 31653873 23 -1
AALB001630 2L 96916732 1882 1 2R 18346129 2827 -1 3R 169041159 2382 1 2R 14843566 590 -1
AALB015542 3R 102325425 951 -1 3L 169514379 986 1 3L 223245104 916 -1 3L 77957601 494 -1
AALB000322 2L 83929145 1034 -1 2R 51171289 1635 1 3R 138660688 1051 1 2R 30918269 461 1
AALB006469 X 6066196 9320 -1 X 2028585 13324 -1 X 13683500 16172 1 X 2533318 57 1
AALB001592 2L 97764913 824 1 2R 46884148 824 1 3R 182449799 824 1 2R 29678434 824 1
AALB006813 X 1778731 14584 -1 X 14032199 4547 1 X 16012846 14572 1 X 9980959 46 -1
AALB006642 X 4103385 4031 1 X 11250406 7342 -1 X 1026072 3553 -1 X 6148528 537 1
AALB009325 2R 14880939 6262 1 3R 103754139 6336 -1 2R 26300448 7168 1 3R 53316084 558 1
AALB005157 3L 156661186 1522 -1 2L 73556885 1946 1 2L 132665445 1514 -1 2L 49250275 852 1
AALB006517 X 5611595 2074 1 X 4571760 5861 -1 X 4494266 1839 -1 X 7824713 95 1
AALB007288 3L 136766861 4861 1 2L 101582988 8790 -1 2L 95315272 8969 1 2L 40770312 47 -1
AALB006854 X 1295300 1534 -1 X 12053212 1502 1 X 14770308 1446 1 X 5341015 124 -1
AALB000983 2L 72301874 2271 1 2R 39660474 2619 -1 3R 140656302 2220 -1 2R 26829195 172 1
AALB010136 3R 110704604 4817 1 3L 171736862 4897 -1 3L 225293868 1361 1 3L 76527206 134 1
AALB004104 3L 140416763 6998 -1 2L 64392063 8232 -1 2L 129192454 29411 1 2L 47785029 281 1
AALB010363 3R 114554692 11477 -1 3L 174015083 13652 -1 3L 219806765 22052 1 3L 73138916 212 1
AALB005833 3L 164813745 606 1 2L 94863054 620 1 2L 113324219 559 1 2L 44989500 123 -1
AALB003719 3R 102026873 2157 1 3L 171300490 2711 1 3L 229813064 2284 1 3L 76916879 875 -1
AALB006091 3L 168029800 6227 1 2L 69492444 3590 1 2L 94502033 3412 -1 2L 36734079 65 -1
AALB004545 3L 147658512 3413 1 2L 72204674 1655 1 3R 182263391 1302 -1 2L 49973612 93 -1
AALB001743 2L 94293010 4708 1 2R 20420025 7429 1 3R 145573827 4785 1 2R 16843796 50 1
AALB004835 3L 152333506 3378 1 2L 71368274 4479 -1 2L 120924928 4540 -1 2L 52278434 459 -1
AALB009348 2R 14565865 3428 1 3R 104075798 5029 -1 2R 25907683 4994 1 3R 53010707 167 -1
AALB002727 2R 21961793 1217 1 3R 108004923 2017 1 2R 36644171 2796 1 3R 56244337 1232 1
AALB006193 3L 169483992 2171 1 2L 96011615 2078 -1 2L 123324946 3748 -1 2L 43883773 1640 1
AALB000728 2L 76599383 2608 -1 2R 49057992 2607 1 3R 172029432 2476 1 2R 32920874 28 -1
AALB002706 2R 22311489 1314 1 3R 108364631 9093 1 2R 37047644 1371 1 3R 56598719 281 1
AALB001420 2L 100115405 761 1 2R 16721151 3248 1 3R 137484123 806 -1 2R 13261421 761 1
AALB002931 2R 63232409 2081 -1 2R 58797962 4505 1 3R 186961950 3619 -1 2R 33579086 201 1
AALB006648 X 3999969 11128 -1 X 2914459 4296 1 X 2466316 11277 1 X 9251754 285 1
AALB009422 2R 13606456 957 -1 3R 105052300 12594 1 2R 24871539 8031 -1 3R 54672216 63 1
AALB004831 3L 152203113 8155 1 2L 71491726 3498 -1 2L 121078922 5285 -1 2L 52396754 295 -1
AALB007624 X 8621299 1841 -1 X 13830959 2165 -1 X 15800223 2193 -1 X 10179481 2117 1
AALB005067 3L 155882613 1735 -1 2L 83079304 2020 -1 2L 119935790 1831 1 2L 51065254 257 -1
AALB000660 2L 77702919 1208 1 2R 40631651 1211 1 3R 157750898 1208 -1 2R 27103125 1208 1
AALB007330 3L 137569707 7754 -1 2L 88639606 2683 -1 2L 93969324 2582 1 2L 38806407 134 1
AALB001932 2L 91374593 6527 -1 2R 31107545 4655 -1 3R 166039040 5044 1 2R 32470674 95 1
AALB009968 3R 107648624 2857 1 3L 182336152 3471 -1 3L 228857983 2364 1 3L 70261267 1468 1
AALB003740 3R 102171268 1470 -1 3L 169698372 2329 1 3L 222949242 3666 -1 3L 77765786 48 -1
AALB001409 2L 100201715 6043 -1 2R 16602043 6781 1 3R 137847766 7374 -1 2R 13151854 75 1
AALB001287 2R 63941316 2351 1 2R 59029125 1102 -1 3R 186682315 1040 1 2R 33795280 12 -1
AALB002212 2R 32630106 5462 -1 3R 106667907 2243 1 2R 35113653 5720 1 3R 54945241 60 1
AALB015517 3L 156524056 2215 1 2L 73689573 6124 -1 2L 132518231 1913 1 2L 49386991 521 -1
AALB000977 2L 72646929 1199 1 2R 32067795 1671 -1 3R 140426134 1366 -1 2R 21729184 127 -1
AALB004999 3L 154612577 18266 1 2L 90956270 4449 1 2L 127744134 4268 -1 2L 39812647 16 -1
AALB006276 X 8499056 6984 1 X 10648095 15247 1 X 12135381 12456 1 X 2898180 64 -1
AALB010742 3R 120368572 1180 -1 3L 174202158 1428 -1 3L 196050738 1369 1 3L 72967193 15 1
AALB005270 3L 158109010 1513 -1 2L 82102032 3118 -1 2L 123859999 2232 -1 2L 50177894 733 -1
AALB008826 2R 21529352 9131 1 3R 107579140 5040 1 2R 36177643 3517 1 3R 55835122 114 1
AALB009214 2R 16086267 3144 -1 3R 105186234 13531 -1 2R 26416148 5668 -1 3R 54818193 368 -1
AALB000457 2L 81339421 1791 1 2R 25723043 1860 1 3R 144529701 2284 1 2R 30257672 147 1
AALB010770 3R 121154751 1749 1 3L 184131353 1666 -1 3L 205799833 1563 1 3L 74578550 10 1
AALB002028 2L 90202364 8008 1 2R 31692146 19353 1 3R 140087358 17673 1 2R 31842386 173 -1
AALB009879 3R 106009241 14058 1 3L 183144995 21375 1 3L 195786985 1025 1 3L 73741937 1820 1
AALB003783 3R 102609522 2677 -1 3L 169140110 2910 1 3L 229255822 2057 -1 3L 78312861 41 -1
AALB009391 2R 14100541 877 -1 3R 104520225 1643 1 2R 25288480 135305 -1 3R 54163817 47 1
AALB005984 3L 166642507 1661 -1 2L 72328339 1777 1 2L 131961312 1603 -1 2L 49848881 548 -1
AALB014493 3L 159486576 2967 -1 2L 96499185 3753 1 2L 122687393 2947 -1 2L 43378008 213 -1
AALB004463 3L 146231096 1881 1 2L 68769790 1814 1 2L 107030984 1764 -1 2L 35085158 392 1
AALB003806 3R 102854478 3440 -1 3L 171396656 6561 1 3L 229869424 3543 -1 3L 76829460 904 -1
AALB003312 X 10212601 8271 -1 X 6110499 5712 -1 X 19597158 7429 -1 X 6870707 47 1
AALB001485 2L 99164058 2800 1 2R 39858561 1641 -1 3R 140838973 1526 -1 2R 27035675 110 -1
AALB001634 2L 96857135 6245 1 2R 18401599 7641 -1 3R 168963377 7481 1 2R 14906355 285 -1
AALB000987 2L 72266206 8380 1 2R 39686798 6323 -1 3R 140686538 116036 -1 2R 26880705 219 -1
AALB015547 2R 13663773 14273 1 3R 104978984 5353 -1 2R 24934784 5428 1 3R 54617937 399 -1
AALB004981 3L 154342543 5641 -1 2L 69769028 51011 1 2L 91824209 6037 1 2L 36433981 108 -1
AALB002197 2R 32902143 868 1 3R 154570707 1141 1 2R 37572741 1197 -1 3R 57173947 40 -1
AALB004796 3L 151409760 2346 -1 2L 92236141 20384 1 2L 105270181 14356 -1 2L 35835206 26 1
AALB001194 2L 68054899 5185 -1 2R 45769304 6688 -1 3R 154110602 3722 1 2R 28571739 185 -1
AALB007057 3R 127930932 1510 -1 3L 179285076 1828 1 3L 206222884 1815 1 3L 68077567 136 -1
AALB003952 3R 124705086 7426 1 3L 191034588 10104 -1 3L 211120755 193852 -1 3L 71733048 16 1
AALB004588 3L 148423945 2273 -1 2L 83949369 2473 -1 2L 91490455 1575 -1 2L 45326187 809 1
AALB008187 2R 43152076 4267 -1 3R 153760417 3749 -1 2R 64627182 2122 -1 3R 57827318 15 1
AALB010487 3R 116252383 5776 -1 3L 164029455 4537 1 3L 226200589 2689 -1 3L 74931743 39 1
AALB006641 X 4107762 12742 -1 X 11211748 11028 1 X 1013491 11676 1 X 6148528 537 1
AALB010755 3R 120857719 859 -1 3L 174754560 4310 -1 3L 205109089 4021 -1 3L 72429778 317 -1
AALB009329 2R 14859890 3126 -1 3R 103775528 1337 1 2R 26283819 986 -1 3R 53299139 527 -1
AALB000095 2L 88326134 1454 1 2R 28880703 1415 -1 3R 177147107 1409 1 2R 23597808 1415 -1
AALB001020 2L 71705288 2501 1 2R 26765030 2716 -1 3R 164222212 2380 -1 2R 26146887 210 -1
AALB005134 3L 156508812 13621 1 2L 73697889 14082 -1 2L 132508533 3663 1 2L 49400801 396 -1
AALB006448 X 6303721 11364 1 X 7856026 11334 1 X 192291 9649 1 X 636530 182 1
AALB010778 3R 121249983 1882 1 3L 183986670 2703 -1 3L 205903573 587 1 3L 74450034 129 -1
AALB007893 2L 64802389 3233 -1 2R 59035659 4165 1 3R 186671113 3518 -1 2R 33801737 288 1
AALB006482 X 5982648 1850 -1 X 2250332 2764 1 X 7114418 1176 -1 X 2286729 15 -1
AALB003202 3L 138380484 4582 -1 2L 76187742 2086 1 2L 97083017 3523 -1 2L 41947673 75 1
AALB000840 2L 74828406 1499 1 2R 50839991 1487 1 3R 138368531 1778 1 2R 25358145 1484 1
AALB000317 2L 83941348 5093 -1 2R 51151111 3200 1 3R 138644626 1726 1 2R 30901305 1148 1
AALB014904 3R 105958415 626 1 3L 183081614 1040 1 3L 195513922 1301 1 3L 73666408 15 1
AALB015551 3R 102478373 10219 -1 3L 169291932 12570 1 3L 223525529 2565 -1 3L 78156940 63 -1
AALB005121 3L 156361573 1914 -1 2L 73857874 1094 1 2L 132325294 1073 -1 2L 49532939 4093 1
AALB006695 X 3352885 3078 1 X 13677357 1380 1 X 15559097 1339 1 X 10352492 1088 -1
AALB007148 2R 29945988 534 1 3R 154474262 15243 -1 2R 37657899 922 1 3R 57251619 213 -1
AALB003122 2R 49587083 4618 1 3R 137228516 4103 -1 2R 68011555 2884 -1 3R 58738434 69 -1
AALB001583 2L 97859212 8220 1 2R 46989263 2449 1 3R 182565650 1993 1 2R 29799787 171 1
AALB000355 2L 83421992 3155 -1 2R 35477173 3590 1 3R 163065179 2687 -1 2R 19052428 120 -1
AALB005133 3L 156506856 1171 -1 2L 73712082 1334 1 2L 132499945 1221 -1 2L 49406333 82 1
AALB002710 2R 22292240 5991 -1 3R 108350227 5993 -1 2R 37023036 5643 -1 3R 56581927 3263 -1
AALB010773 3R 121159287 3349 1 3L 184121288 3089 -1 3L 205806146 3720 1 3L 74575488 79 -1
AALB005258 3L 157941927 503 -1 2L 83114667 742 1 2L 119892289 695 -1 2L 51090529 299 1
AALB006840 X 1525518 6257 -1 X 13369748 11397 -1 X 13042228 21878 -1 X 1369496 83 -1
AALB002993 2R 46954846 10172 -1 3R 159036560 9737 1 2R 81609999 33684 1 3R 61999368 230 -1
AALB010009 3R 108136316 4117 1 3L 168816411 4766 1 3L 225710792 452 1 3L 78641556 465 -1
AALB000956 2L 72978328 1786 1 2R 37527143 12807 1 3R 150698335 10553 -1 2R 17258882 129 -1
AALB006154 3L 168893351 2261 1 2L 95521915 13291 1 2L 111769592 2807 1 2L 44384566 341 -1
AALB002725 2R 22055588 1071 1 3R 108111580 2033 1 2R 36754151 1037 1 3R 56341742 785 1
AALB010760 3R 120900289 2853 -1 3L 184426215 3817 1 3L 226121135 4338 1 3L 74841088 90 1
AALB001005 2L 72008312 422 -1 2R 26416573 675 1 3R 145272022 407 1 2R 25834562 147 1
AALB001691 2L 94956108 11565 -1 2R 41948982 1528 1 3R 161209324 960 -1 2R 28500661 63 1
AALB002967 2R 46699032 3626 -1 3R 159323021 1175 1 2R 81905321 2184 1 3R 59843085 120 -1
AALB004082 3L 140016802 1908 1 2L 64050684 2170 1 2L 115254771 2265 1 2L 47414244 997 1
AALB008809 2R 21684376 3688 1 3R 107745016 1978 1 2R 36347701 1876 1 3R 55992489 107 1
AALB002236 2R 32007778 2431 1 3R 107209793 3190 -1 2R 35762772 2402 -1 3R 55475053 159 -1
AALB002007 2L 90477836 801 1 2R 54513469 1453 1 3R 148654444 1001 -1 2R 21579883 707 1
AALB010313 3R 113823163 2434 1 3L 168030843 2415 1 3L 219376975 2221 1 3L 64911111 288 1
AALB008810 2R 21667875 13920 1 3R 107727554 16015 1 2R 36330507 12839 1 3R 55976579 182 1
AALB006011 3L 167079274 773 -1 2L 81984104 7045 1 2L 123736692 5219 1 2L 50073769 438 1
AALB004262 3L 143084948 470 -1 2L 62553326 682 1 2L 125665828 679 1 2L 46017863 60 1
AALB015638 3L 141654978 1801 -1 2L 77117683 1126 -1 2L 95632036 1062 -1 2L 42846554 42 -1
AALB008575 2R 60317599 6855 -1 3R 149953431 5270 -1 2R 75028340 3276 -1 3R 61253476 55 1
AALB003120 2R 49557991 3430 -1 3R 137254006 12412 1 2R 68026133 22896 1 3R 58754501 30 1
AALB009751 3L 136728840 4603 -1 2L 88406727 6857 1 2L 94285451 7098 -1 2L 39049947 196 -1
AALB000633 2L 78051993 14753 -1 2R 21575837 3221 -1 3R 179108312 2738 -1 2R 19797904 77 1
AALB010513 3R 117026596 3037 -1 3L 180782954 17039 -1 3L 221400103 3686 -1 3L 80494845 77 1
AALB004355 3L 144350638 1616 1 2L 69111925 2564 1 2L 98200239 1589 -1 2L 37255196 1586 -1
AALB010263 3R 112701328 1044 -1 3L 170491151 1397 -1 3L 221817745 1255 1 3L 75787527 137 -1
AALB002185 2R 33102063 2257 1 3R 108964080 16804 -1 2R 37352492 11885 -1 3R 56977534 81 -1
AALB007038 3R 127797463 7516 1 3L 179449748 4254 -1 3L 206368979 6469 -1 3L 67913622 450 1
AALB009684 2R 37535652 2579 1 3R 118005427 1218 1 2R 48089714 1210 -1 3R 61737143 98 1
AALB003217 3L 139052929 1125 1 2L 83726654 967 1 2L 97960525 1202 1 2L 45514236 161 1
AALB003857 3R 103895904 776 1 3L 166583122 16802 -1 3L 217518172 838 -1 3L 66653784 785 -1
AALB006033 3L 167396114 1405 -1 2L 81607538 1631 1 2L 101045387 1628 1 2L 34368386 65 1
AALB003854 3R 103841807 932 1 3L 166639131 30299 -1 3L 217603728 1034 -1 3L 66746273 101 1
AALB009772 3R 104746308 3502 -1 3L 186607328 2129 -1 3L 224856109 2858 -1 3L 65399987 543 -1
AALB003327 X 10407906 8239 -1 X 7355511 11499 -1 X 18254537 13467 -1 X 1216794 149 -1
AALB007054 3R 127914248 13391 -1 3L 179289489 15390 1 3L 206235662 7635 1 3L 68073295 106 -1
AALB005250 3L 157889322 7330 1 2L 83155124 9276 -1 2L 119830786 9518 1 2L 51140526 310 -1
AALB000971 2L 72772733 3950 1 2R 54415777 5428 -1 3R 148752690 3684 1 2R 21490404 660 -1
AALB006479 X 6005329 839 1 X 9619329 1272 1 X 1944205 1217 -1 2R 29676426 725 1
AALB004086 3L 140051559 1077 -1 2L 64076723 1956 -1 2L 115298329 1073 -1 2L 47442352 743 -1
AALB000848 2L 74766205 2695 1 2R 50775603 3849 1 3R 138309873 3334 1 2R 25291116 69 1
AALB000747 2L 76312439 4774 -1 2R 50637650 5613 -1 3R 135101890 60394 1 2R 25135838 554 -1
AALB006496 X 5848032 6855 -1 X 4149597 7182 1 X 259828 29045 1 X 8218468 161 -1
AALB001681 2L 95156857 1463 1 2R 41727455 1553 1 3R 161463189 1412 -1 2R 28268139 1472 1
AALB001927 2L 91638472 1403 1 2R 31392144 1401 1 3R 139781541 1466 1 2R 32184988 845 -1
