"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene";"asinensis_eg_gene"
"AALB010083";"AATE001828";"AGAP012297";"ASIS015946"
"AALB010083";"AATE001828";"AGAP012297";"ASIS000887"
"AALB001493";"AATE004726";"AGAP008116";"ASIS012445"
"AALB009582";"AATE014026";"AGAP001318";"ASIS001389"
"AALB003985";"AATE010033";"AGAP028173";"ASIS023737"
"AALB003985";"AATE010033";"AGAP028219";"ASIS023737"
"AALB003985";"AATE010033";"AGAP028173";"ASIS007724"
"AALB003985";"AATE010033";"AGAP028219";"ASIS007724"
"AALB003985";"AATE002196";"AGAP028173";"ASIS023737"
"AALB003985";"AATE002196";"AGAP028219";"ASIS023737"
"AALB003985";"AATE002196";"AGAP028173";"ASIS007724"
"AALB003985";"AATE002196";"AGAP028219";"ASIS007724"
"AALB003694";"AATE000831";"AGAP004749";"ASIS023146"
"AALB003060";"AATE008122";"AGAP003109";"ASIS006553"
"AALB000656";"AATE010478";"AGAP008985";"ASIS016960"
"AALB010058";"AATE000823";"AGAP011721";"ASIS019745"
"AALB002015";"AATE010089";"AGAP002395";"ASIS006215"
"AALB002015";"AATE010089";"AGAP000953";"ASIS006215"
"AALB015735";"AATE021704";"AGAP008213";"ASIS015663"
"AALB015735";"AATE021704";"AGAP008213";"ASIS012913"
"AALB008175";"AATE000321";"AGAP002021";"ASIS011519"
"AALB001687";"AATE018410";"AGAP009125";"ASIS011100"
"AALB009504";"AATE008132";"AGAP003269";"ASIS013459"
"AALB006072";"AATE007445";"AGAP005451";"ASIS023782"
"AALB003138";"AATE002506";"AGAP003806";"ASIS022477"
"AALB010238";"AATE012265";"AGAP010564";"ASIS003972"
"AALB000162";"AATE010617";"AGAP008252";"ASIS005834"
"AALB010066";"AATE015297";"AGAP012287";"ASIS017310"
"AALB009537";"AATE009251";"AGAP003220";"ASIS003140"
"AALB009777";"AATE017800";"AGAP012040";"ASIS015027"
"AALB007501";"AATE012647";"AGAP004737";"ASIS015335"
"AALB000630";"AATE003446";"AGAP009848";"ASIS012341"
"AALB006952";"AATE018992";"AGAP013437";"ASIS003253"
"AALB004178";"AATE000833";"AGAP005310";"ASIS018470"
"AALB001751";"AATE015178";"AGAP008433";"ASIS022527"
"AALB001825";"AATE008569";"AGAP028213";"ASIS014409"
"AALB006422";"AATE009719";"AGAP001052";"ASIS022779"
"AALB007413";"AATE018920";"AGAP011298";"ASIS000424"
"AALB002643";"AATE018141";"AGAP004014";"ASIS005761"
"AALB009600";"AATE015717";"AGAP001463";"ASIS015685"
"AALB010515";"AATE013121";"AGAP011796";"ASIS015401"
"AALB005074";"AATE004542";"AGAP006410";"ASIS008009"
"AALB009930";"AATE021146";"AGAP010987";"ASIS005694"
"AALB015632";"AATE002147";"AGAP012972";"ASIS017991"
"AALB015632";"AATE002147";"AGAP013023";"ASIS017991"
"AALB015871";"AATE018416";"AGAP001507";"ASIS015053"
"AALB006136";"AATE011322";"AGAP006182";"ASIS006828"
"AALB006136";"AATE011322";"AGAP006181";"ASIS006828"
"AALB006136";"AATE011322";"AGAP006182";"ASIS006193"
"AALB006136";"AATE011322";"AGAP006181";"ASIS006193"
"AALB006136";"AATE011498";"AGAP006182";"ASIS006828"
"AALB006136";"AATE011498";"AGAP006181";"ASIS006828"
"AALB006136";"AATE011498";"AGAP006182";"ASIS006193"
"AALB006136";"AATE011498";"AGAP006181";"ASIS006193"
"AALB002218";"AATE004233";"AGAP001821";"ASIS015347"
"AALB006199";"AATE015181";"AGAP007596";"ASIS008917"
"AALB005743";"AATE014269";"AGAP005824";"ASIS002549"
"AALB009088";"AATE020848";"AGAP002880";"ASIS018619"
"AALB009088";"AATE009367";"AGAP002880";"ASIS018619"
"AALB009441";"AATE004164";"AGAP002499";"ASIS010592"
"AALB008018";"AATE020990";"AGAP007789";"ASIS010693"
"AALB008018";"AATE020990";"AGAP007789";"ASIS003643"
"AALB000081";"AATE005485";"AGAP008781";"ASIS016679"
"AALB003219";"AATE014734";"AGAP004900";"ASIS017097"
"AALB000439";"AATE012872";"AGAP009403";"ASIS011377"
"AALB003542";"AATE009370";"AGAP003570";"ASIS016959"
"AALB008059";"AATE002893";"AGAP001672";"ASIS018346"
"AALB008059";"AATE002893";"AGAP001672";"ASIS001472"
"AALB001684";"AATE000306";"AGAP009128";"ASIS012347"
"AALB015484";"AATE012996";"AGAP006880";"ASIS009115"
"AALB007646";"AATE005672";"AGAP000592";"ASIS003470"
"AALB006966";"AATE001011";"AGAP010877";"ASIS018500"
"AALB000730";"AATE008401";"AGAP009617";"ASIS005419"
"AALB000483";"AATE019299";"AGAP008193";"ASIS009580"
"AALB009715";"AATE009403";"AGAP002460";"ASIS002452"
"AALB009528";"AATE010853";"AGAP003232";"ASIS008847"
"AALB007271";"AATE011053";"AGAP003134";"ASIS006646"
"AALB015506";"AATE001120";"AGAP013490";"ASIS019871"
"AALB002378";"AATE020192";"AGAP002921";"ASIS021634"
"AALB009236";"AATE001298";"AGAP001498";"ASIS013534"
"AALB010844";"AATE018834";"AGAP010817";"ASIS022315"
"AALB001752";"AATE000812";"AGAP008434";"ASIS012863"
"AALB009946";"AATE009836";"AGAP011984";"ASIS014341"
"AALB005320";"AATE004683";"AGAP006835";"ASIS008621"
"AALB001720";"AATE018278";"AGAP009093";"ASIS010115"
"AALB010048";"AATE012068";"AGAP011499";"ASIS018096"
"AALB010048";"AATE012068";"AGAP011498";"ASIS018096"
"AALB003552";"AATE001191";"AGAP013399";"ASIS010749"
"AALB003552";"AATE001191";"AGAP000186";"ASIS010749"
"AALB003552";"AATE001191";"AGAP004515";"ASIS010749"
"AALB010427";"AATE012743";"AGAP012362";"ASIS018093"
"AALB004070";"AATE003222";"AGAP027998";"ASIS018852"
"AALB002729";"AATE000007";"AGAP000447";"ASIS000246"
"AALB009293";"AATE001153";"AGAP002085";"ASIS014860"
"AALB006513";"AATE010406";"AGAP000234";"ASIS014837"
"AALB007623";"AATE009039";"AGAP000304";"ASIS004445"
"AALB000101";"AATE015954";"AGAP009740";"ASIS005478"
"AALB004955";"AATE010233";"AGAP005347";"ASIS014669"
"AALB001004";"AATE016308";"AGAP008389";"ASIS011619"
"AALB002038";"AATE002748";"AGAP008055";"ASIS014928"
"AALB006628";"AATE011338";"AGAP000246";"ASIS015502"
"AALB001951";"AATE000300";"AGAP009344";"ASIS014584"
"AALB001951";"AATE000300";"AGAP009344";"ASIS008220"
"AALB001951";"AATE000300";"AGAP009344";"ASIS006971"
"AALB006285";"AATE020775";"AGAP000181";"ASIS000219"
"AALB002119";"AATE009872";"AGAP002320";"ASIS003958"
"AALB007775";"AATE020139";"AGAP000388";"ASIS022759"
"AALB002331";"AATE000072";"AGAP004336";"ASIS008929"
"AALB002429";"AATE015731";"AGAP003048";"ASIS004104"
"AALB005937";"AATE000507";"AGAP007080";"ASIS022039"
"AALB003600";"AATE004089";"AGAP004344";"ASIS016331"
"AALB005139";"AATE000232";"AGAP007488";"ASIS010587"
"AALB003304";"AATE005273";"AGAP000629";"ASIS006376"
"AALB003304";"AATE005273";"AGAP013491";"ASIS006376"
"AALB005352";"AATE006457";"AGAP006678";"ASIS017131"
"AALB008629";"AATE002118";"AGAP002309";"ASIS022217"
"AALB008629";"AATE002118";"AGAP002309";"ASIS022844"
"AALB010037";"AATE020957";"AGAP004781";"ASIS017602"
"AALB000780";"AATE013444";"AGAP008812";"ASIS017437"
"AALB000780";"AATE013444";"AGAP028100";"ASIS017437"
"AALB015887";"AATE006619";"AGAP010646";"ASIS016597"
"AALB015887";"AATE006619";"AGAP012576";"ASIS016597"
"AALB002637";"AATE006063";"AGAP003635";"ASIS022568"
"AALB006731";"AATE015072";"AGAP000512";"ASIS014234"
"AALB005078";"AATE003858";"AGAP006411";"ASIS022432"
"AALB002927";"AATE007043";"AGAP010292";"ASIS012850"
"AALB002927";"AATE007043";"AGAP010292";"ASIS012522"
"AALB010000";"AATE011610";"AGAP012079";"ASIS007578"
"AALB009414";"AATE020621";"AGAP001159";"ASIS017664"
"AALB005839";"AATE008074";"AGAP006169";"ASIS000200"
"AALB009162";"AATE003113";"AGAP002518";"ASIS015524"
"AALB002836";"AATE017671";"AGAP003440";"ASIS002179"
"AALB010128";"AATE015586";"AGAP012049";"ASIS019834"
"AALB010128";"AATE015586";"AGAP012050";"ASIS019834"
"AALB002440";"AATE008262";"AGAP001700";"ASIS000675"
"AALB007672";"AATE003077";"AGAP009012";"ASIS015311"
"AALB000659";"AATE003143";"AGAP008987";"ASIS023021"
"AALB008007";"AATE015493";"AGAP007779";"ASIS018174"
"AALB008007";"AATE015493";"AGAP007779";"ASIS003848"
"AALB009061";"AATE008353";"AGAP002338";"ASIS018243"
"AALB007603";"AATE013762";"AGAP010438";"ASIS019127"
"AALB009681";"AATE016641";"AGAP013336";"ASIS013250"
"AALB010752";"AATE013422";"AGAP011101";"ASIS012158"
"AALB003868";"AATE007918";"AGAP011583";"ASIS015477"
"AALB003317";"AATE014374";"AGAP000535";"ASIS014847"
"AALB005005";"AATE002185";"AGAP007054";"ASIS012574"
"AALB005005";"AATE009799";"AGAP007054";"ASIS012574"
"AALB009167";"AATE017243";"AGAP002523";"ASIS004394"
"AALB001925";"AATE005221";"AGAP008034";"ASIS009353"
"AALB007877";"AATE014017";"AGAP010233";"ASIS020345"
"AALB008979";"AATE004468";"AGAP002846";"ASIS022230"
"AALB001247";"AATE003551";"AGAP010358";"ASIS005037"
"AALB005686";"AATE011134";"AGAP005924";"ASIS011548"
"AALB000527";"AATE006761";"AGAP009595";"ASIS019742"
"AALB002043";"AATE006447";"AGAP008049";"ASIS009533"
"AALB001900";"AATE016128";"AGAP007845";"ASIS014598"
"AALB004830";"AATE007436";"AGAP006641";"ASIS016269"
"AALB006476";"AATE008898";"AGAP000784";"ASIS021950"
"AALB015497";"AATE016036";"AGAP002900";"ASIS024296"
"AALB002988";"AATE003414";"AGAP004532";"ASIS011918"
"AALB015613";"AATE004707";"AGAP003066";"ASIS000629"
"AALB005811";"AATE013849";"AGAP005861";"ASIS000513"
"AALB003871";"AATE007384";"AGAP001863";"ASIS019315"
"AALB003125";"AATE019590";"AGAP003817";"ASIS020849"
"AALB007233";"AATE005412";"AGAP013481";"ASIS020912"
"AALB007233";"AATE005412";"AGAP013481";"ASIS012066"
"AALB009003";"AATE015245";"AGAP002002";"ASIS005547"
"AALB010326";"AATE001688";"AGAP011689";"ASIS013437"
"AALB001121";"AATE017721";"AGAP008924";"ASIS018845"
"AALB003859";"AATE007384";"AGAP001863";"ASIS019315"
"AALB008829";"AATE011798";"AGAP001887";"ASIS013483"
"AALB008893";"AATE013740";"AGAP002807";"ASIS011018"
"AALB010754";"AATE010625";"AGAP011104";"ASIS004972"
"AALB003589";"AATE014961";"AGAP003057";"ASIS006252"
"AALB006353";"AATE009201";"AGAP000062";"ASIS003374"
"AALB006353";"AATE009201";"AGAP000062";"ASIS003103"
"AALB005903";"AATE012207";"AGAP005333";"ASIS011945"
"AALB009752";"AATE015078";"AGAP005032";"ASIS008663"
"AALB010260";"AATE008531";"AGAP011817";"ASIS003437"
"AALB008161";"AATE020737";"AGAP003904";"ASIS012560"
"AALB005922";"AATE001167";"AGAP006369";"ASIS006333"
"AALB009672";"AATE005634";"AGAP002613";"ASIS023614"
"AALB002260";"AATE003618";"AGAP002424";"ASIS004139"
"AALB000855";"AATE014809";"AGAP009060";"ASIS021777"
"AALB005732";"AATE003972";"AGAP006952";"ASIS017042"
"AALB007516";"AATE007454";"AGAP004795";"ASIS023343"
"AALB008496";"AATE001275";"AGAP011710";"ASIS016024"
"AALB009577";"AATE019226";"AGAP002538";"ASIS013426"
"AALB002368";"AATE005581";"AGAP002927";"ASIS002462"
"AALB002190";"AATE012140";"AGAP001986";"ASIS004952"
"AALB004526";"AATE010724";"AGAP007359";"ASIS020030"
"AALB010617";"AATE006444";"AGAP012189";"ASIS004292"
"AALB003247";"AATE021707";"AGAP006258";"ASIS000328"
"AALB010494";"AATE004343";"AGAP028546";"ASIS013539"
"AALB005431";"AATE008535";"AGAP007727";"ASIS004328"
"AALB007201";"AATE020040";"AGAP003492";"ASIS001520"
"AALB004621";"AATE003970";"AGAP005625";"ASIS016410"
"AALB002806";"AATE012319";"AGAP003478";"ASIS004783"
"AALB004659";"AATE003761";"AGAP006398";"ASIS019265"
"AALB015558";"AATE011011";"AGAP003358";"ASIS002849"
"AALB002071";"AATE017451";"AGAP003088";"ASIS022378"
"AALB008489";"AATE016556";"AGAP012288";"ASIS000125"
"AALB008173";"AATE017082";"AGAP003924";"ASIS016303"
"AALB006817";"AATE004842";"AGAP011729";"ASIS015351"
"AALB002934";"AATE002315";"AGAP010279";"ASIS007201"
"AALB002659";"AATE005086";"AGAP003989";"ASIS020318"
"AALB005669";"AATE000166";"AGAP006129";"ASIS021563"
"AALB002427";"AATE014663";"AGAP003043";"ASIS000984"
"AALB002427";"AATE015546";"AGAP003043";"ASIS000984"
"AALB005693";"AATE007203";"AGAP006900";"ASIS001716"
"AALB005693";"AATE007203";"AGAP006900";"ASIS003582"
"AALB007186";"AATE010826";"AGAP002412";"ASIS014904"
"AALB007186";"AATE005590";"AGAP002412";"ASIS014904"
"AALB000535";"AATE017996";"AGAP009687";"ASIS010001"
"AALB006036";"AATE014124";"AGAP005418";"ASIS022274"
"AALB000533";"AATE002785";"AGAP009685";"ASIS012600"
"AALB003492";"AATE002039";"AGAP004420";"ASIS012308"
"AALB009650";"AATE019110";"AGAP002242";"ASIS014665"
"AALB008153";"AATE009413";"AGAP002967";"ASIS007079"
"AALB004445";"AATE015447";"AGAP005910";"ASIS011834"
"AALB000986";"AATE007541";"AGAP008099";"ASIS013773"
"AALB009529";"AATE018816";"AGAP003225";"ASIS015417"
"AALB006009";"AATE003678";"AGAP006771";"ASIS005769"
"AALB003975";"AATE008950";"AGAP010462";"ASIS009196"
"AALB010309";"AATE013246";"AGAP011670";"ASIS014537"
"AALB007963";"AATE005292";"AGAP010059";"ASIS004381"
"AALB004210";"AATE013193";"AGAP005550";"ASIS019968"
"AALB006586";"AATE015344";"AGAP000214";"ASIS022231"
"AALB008841";"AATE013592";"AGAP001873";"ASIS019213"
"AALB004093";"AATE015182";"AGAP006330";"ASIS008921"
"AALB006489";"AATE011614";"AGAP000220";"ASIS006287"
"AALB007344";"AATE010283";"AGAP005003";"ASIS008415"
"AALB002151";"AATE020140";"AGAP004129";"ASIS015620"
"AALB002274";"AATE004084";"AGAP003548";"ASIS003822"
"AALB000871";"AATE016032";"AGAP010031";"ASIS023131"
"AALB003257";"AATE018691";"AGAP006266";"ASIS006207"
"AALB007427";"AATE002625";"AGAP011285";"ASIS008204"
"AALB003773";"AATE015322";"AGAP011947";"ASIS009383"
"AALB005745";"AATE016886";"AGAP005826";"ASIS000320"
"AALB001279";"AATE008286";"AGAP010266";"ASIS002513"
"AALB001279";"AATE008286";"AGAP010266";"ASIS015963"
"AALB001279";"AATE008286";"AGAP010266";"ASIS002158"
"AALB001279";"AATE011358";"AGAP010266";"ASIS002513"
"AALB001279";"AATE011358";"AGAP010266";"ASIS015963"
"AALB001279";"AATE011358";"AGAP010266";"ASIS002158"
"AALB002360";"AATE009571";"AGAP001404";"ASIS021554"
"AALB008832";"AATE017761";"AGAP001883";"ASIS010424"
"AALB005304";"AATE016693";"AGAP006819";"ASIS019133"
"AALB005579";"AATE002010";"AGAP007164";"ASIS015422"
"AALB007470";"AATE014604";"AGAP004766";"ASIS014606"
"AALB009049";"AATE010729";"AGAP002350";"ASIS022253"
"AALB006456";"AATE011814";"AGAP000526";"ASIS004642"
"AALB006957";"AATE002502";"AGAP010454";"ASIS008355"
"AALB009828";"AATE008405";"AGAP010734";"ASIS003224"
"AALB004216";"AATE018952";"AGAP005558";"ASIS005786"
"AALB007417";"AATE016755";"AGAP011294";"ASIS022755"
"AALB005656";"AATE004227";"AGAP007181";"ASIS004850"
"AALB010670";"AATE020627";"AGAP011748";"ASIS011051"
"AALB010670";"AATE020627";"AGAP011747";"ASIS011051"
"AALB001722";"AATE001581";"AGAP009089";"ASIS009070"
"AALB001722";"AATE001581";"AGAP009089";"ASIS022841"
"AALB009451";"AATE020648";"AGAP004188";"ASIS006072"
"AALB009451";"AATE020648";"AGAP004188";"ASIS016382"
"AALB009451";"AATE014521";"AGAP004188";"ASIS006072"
"AALB009451";"AATE014521";"AGAP004188";"ASIS016382"
"AALB006247";"AATE020744";"AGAP007641";"ASIS015626"
"AALB008102";"AATE008775";"AGAP002048";"ASIS019128"
"AALB004253";"AATE005762";"AGAP005873";"ASIS015201"
"AALB007166";"AATE009208";"AGAP002480";"ASIS007819"
"AALB002825";"AATE020220";"AGAP003459";"ASIS011795"
"AALB007845";"AATE005317";"AGAP010200";"ASIS001248"
"AALB009554";"AATE008125";"AGAP001102";"ASIS012379"
"AALB009540";"AATE006009";"AGAP003214";"ASIS000699"
"AALB009913";"AATE008179";"AGAP009984";"ASIS005528"
"AALB002937";"AATE009132";"AGAP010286";"ASIS005050"
"AALB004697";"AATE009924";"AGAP006963";"ASIS015542"
"AALB000256";"AATE003891";"AGAP008916";"ASIS018477"
"AALB006549";"AATE012728";"AGAP000028";"ASIS011661"
"AALB003009";"AATE002298";"AGAP001368";"ASIS018164"
"AALB008162";"AATE001300";"AGAP003905";"ASIS001285"
"AALB002641";"AATE005977";"AGAP004017";"ASIS000341"
"AALB002641";"AATE020523";"AGAP004017";"ASIS000341"
"AALB002641";"AATE001764";"AGAP004017";"ASIS000341"
"AALB009465";"AATE020923";"AGAP003792";"ASIS014492"
"AALB002969";"AATE013525";"AGAP004564";"ASIS016551"
"AALB000274";"AATE008178";"AGAP008324";"ASIS012790"
"AALB000663";"AATE009734";"AGAP009880";"ASIS017081"
"AALB001633";"AATE009051";"AGAP009464";"ASIS023223"
"AALB004037";"AATE000564";"AGAP011122";"ASIS022479"
"AALB004795";"AATE005715";"AGAP005142";"ASIS004830"
"AALB001148";"AATE002000";"AGAP009904";"ASIS000605"
"AALB005418";"AATE009317";"AGAP007683";"ASIS020415"
"AALB005765";"AATE006171";"AGAP007109";"ASIS021384"
"AALB009670";"AATE019254";"AGAP002222";"ASIS022153"
"AALB008257";"AATE018543";"AGAP002080";"ASIS003530"
"AALB002166";"AATE020186";"AGAP002260";"ASIS000678"
"AALB006841";"AATE017083";"AGAP000876";"ASIS001227"
"AALB002545";"AATE000987";"AGAP002493";"ASIS010320"
"AALB003483";"AATE015692";"AGAP004408";"ASIS011436"
"AALB006569";"AATE018660";"AGAP012224";"ASIS004975"
"AALB002855";"AATE011003";"AGAP013368";"ASIS000908"
"AALB005558";"AATE004605";"AGAP006990";"ASIS012999"
"AALB002352";"AATE004912";"AGAP001395";"ASIS013829"
"AALB003298";"AATE004111";"AGAP007760";"ASIS003688"
"AALB003780";"AATE000860";"AGAP012365";"ASIS002564"
"AALB004133";"AATE013219";"AGAP006665";"ASIS014655"
"AALB004133";"AATE013219";"AGAP006665";"ASIS003632"
"AALB008739";"AATE004907";"AGAP003166";"ASIS012179"
"AALB004353";"AATE016533";"AGAP005227";"ASIS021538"
"AALB010827";"AATE013483";"AGAP011771";"ASIS011275"
"AALB007873";"AATE003027";"AGAP012756";"ASIS013568"
"AALB007873";"AATE003027";"AGAP010224";"ASIS013568"
"AALB006824";"AATE008935";"AGAP000126";"ASIS002609"
"AALB004766";"AATE020307";"AGAP006041";"ASIS008983"
"AALB005457";"AATE013371";"AGAP007547";"ASIS019842"
"AALB009730";"AATE003676";"AGAP002473";"ASIS010909"
"AALB004626";"AATE008972";"AGAP012896";"ASIS001160"
"AALB004626";"AATE008972";"AGAP005632";"ASIS001160"
"AALB005331";"AATE015190";"AGAP006869";"ASIS008714"
"AALB015633";"AATE016598";"AGAP008493";"ASIS023451"
"AALB000806";"AATE018144";"AGAP009782";"ASIS006306"
"AALB005649";"AATE011915";"AGAP007201";"ASIS006610"
"AALB003743";"AATE000387";"AGAP011913";"ASIS003246"
"AALB003743";"AATE000387";"AGAP011914";"ASIS003246"
"AALB001486";"AATE017623";"AGAP008110";"ASIS019288"
"AALB000935";"AATE012804";"AGAP008691";"ASIS002141"
"AALB005957";"AATE018528";"AGAP005525";"ASIS001434"
"AALB004864";"AATE012085";"AGAP004827";"ASIS020283"
"AALB004864";"AATE012085";"AGAP004827";"ASIS002684"
"AALB004864";"AATE012085";"AGAP004827";"ASIS014909"
"AALB005483";"AATE008517";"AGAP007309";"ASIS006922"
"AALB008864";"AATE019070";"AGAP001688";"ASIS019774"
"AALB008559";"AATE010623";"AGAP004237";"ASIS009112"
"AALB003129";"AATE014249";"AGAP003812";"ASIS000489"
"AALB004485";"AATE007807";"AGAP007326";"ASIS006672"
"AALB007443";"AATE001113";"AGAP000598";"ASIS017941"
"AALB007443";"AATE005350";"AGAP000598";"ASIS017941"
"AALB007443";"AATE016456";"AGAP000598";"ASIS017941"
"AALB010385";"AATE013643";"AGAP011827";"ASIS010323"
"AALB007983";"AATE019088";"AGAP028215";"ASIS022236"
"AALB009094";"AATE019906";"AGAP012955";"ASIS006508"
"AALB000587";"AATE021161";"AGAP009967";"ASIS008890"
"AALB000587";"AATE021161";"AGAP009969";"ASIS008890"
"AALB014805";"AATE007911";"AGAP002308";"ASIS013376"
"AALB007838";"AATE010647";"AGAP010172";"ASIS022744"
"AALB005305";"AATE007190";"AGAP006820";"ASIS019181"
"AALB004540";"AATE006294";"AGAP007370";"ASIS022054"
"AALB009340";"AATE011615";"AGAP001235";"ASIS001829"
"AALB008975";"AATE019879";"AGAP003898";"ASIS003849"
"AALB008975";"AATE019879";"AGAP003898";"ASIS018192"
"AALB000515";"AATE017596";"AGAP009579";"ASIS005807"
"AALB003702";"AATE005771";"AGAP000172";"ASIS022410"
"AALB007720";"AATE005135";"AGAP013283";"ASIS017979"
"AALB010632";"AATE002456";"AGAP010851";"ASIS010654"
"AALB001216";"AATE002529";"AGAP009021";"ASIS009425"
"AALB008499";"AATE001046";"AGAP011463";"ASIS001731"
"AALB007924";"AATE001374";"AGAP010115";"ASIS010773"
"AALB010636";"AATE003039";"AGAP028615";"ASIS016584"
"AALB009765";"AATE019901";"AGAP028174";"ASIS013415"
"AALB014148";"AATE006236";"AGAP010253";"ASIS001473"
"AALB001960";"AATE012800";"AGAP009333";"ASIS010111"
"AALB007165";"AATE014747";"AGAP003185";"ASIS009276"
"AALB007466";"AATE011237";"AGAP004775";"ASIS018693"
"AALB004113";"AATE001634";"AGAP007130";"ASIS014497"
"AALB003087";"AATE018984";"AGAP013342";"ASIS020960"
"AALB010276";"AATE008080";"AGAP011062";"ASIS007018"
"AALB015729";"AATE006421";"AGAP011142";"ASIS010990"
"AALB000572";"AATE007426";"AGAP009660";"ASIS013515"
"AALB009078";"AATE011777";"AGAP002120";"ASIS013699"
"AALB003554";"AATE013461";"AGAP004513";"ASIS019104"
"AALB004211";"AATE008334";"AGAP005551";"ASIS020913"
"AALB010825";"AATE008802";"AGAP011769";"ASIS000225"
"AALB000919";"AATE015839";"AGAP008665";"ASIS018469"
"AALB010280";"AATE005557";"AGAP011064";"ASIS001734"
"AALB005326";"AATE019440";"AGAP006850";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006852";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006861";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006853";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006849";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006856";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006857";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006854";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006855";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006851";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006862";"ASIS000185"
"AALB005326";"AATE019440";"AGAP006850";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006852";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006861";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006853";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006849";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006856";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006857";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006854";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006855";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006851";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006862";"ASIS003617"
"AALB005326";"AATE019440";"AGAP006850";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006852";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006861";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006853";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006849";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006856";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006857";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006854";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006855";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006851";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006862";"ASIS011465"
"AALB005326";"AATE019440";"AGAP006850";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006852";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006861";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006853";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006849";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006856";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006857";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006854";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006855";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006851";"ASIS023634"
"AALB005326";"AATE019440";"AGAP006862";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006850";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006852";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006861";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006853";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006849";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006856";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006857";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006854";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006855";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006851";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006862";"ASIS000185"
"AALB005326";"AATE000255";"AGAP006850";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006852";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006861";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006853";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006849";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006856";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006857";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006854";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006855";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006851";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006862";"ASIS003617"
"AALB005326";"AATE000255";"AGAP006850";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006852";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006861";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006853";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006849";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006856";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006857";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006854";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006855";"ASIS011465"
