alb_ID alb_chr alb_start alb_length alb_strand atr_scf atr_start atr_length atr_strand gam_chr gam_start gam_length gam_strand
AALB015568 2L 98849386 1297 1 2R 49508209 868 1 3R 154145047 459 1
AALB005402 3L 159714177 772 1 2L 74718743 840 -1 2L 133863559 921 1
AALB001322 2L 101366325 1064 1 2R 39615820 3350 -1 3R 172486798 3103 1
AALB000064 2L 88960341 2371 -1 2R 54635089 2439 1 3R 148367773 2352 -1
AALB007588 3R 130958591 6909 1 3L 194694307 8243 -1 3L 191139235 1914 1
AALB001291 2L 101930347 1244 1 2R 34843490 1786 1 3R 163674531 2007 -1
AALB009616 2R 36578933 942 -1 3R 156867406 910 1 2R 38976062 1393 -1
AALB009117 2R 17412551 1786 -1 3R 122851832 2079 1 2R 55266308 30358 1
AALB000313 2L 83957387 3241 -1 2R 33806317 3357 -1 3R 156081386 5089 -1
AALB004300 3L 143532218 3772 1 2L 93855769 9430 -1 2L 116285802 49848 1
AALB002193 2R 32993187 741 1 3R 154674679 1949 1 2R 37469959 1359 -1
AALB000397 2L 82612822 13946 -1 2R 48266198 43538 -1 3R 135781716 27587 -1
AALB009242 2R 15796215 1076 -1 3R 135445959 3552 -1 2R 29799802 10005 -1
AALB015664 2R 25616436 3233 1 3R 135687653 1985 -1 2R 67490209 2567 -1
AALB005660 3L 162795227 8773 -1 2L 88087005 16392 -1 2L 129355479 10106 1
AALB002435 2R 26488785 7722 1 3R 123319116 6025 -1 2R 33084223 1935 1
AALB006198 3L 169431879 2478 -1 2L 74914228 1622 -1 2L 133640548 1769 1
AALB003980 3R 124208001 1447 -1 3L 197681023 2951 1 3L 191914697 2249 1
AALB005377 3L 159469994 1700 1 2L 96428947 1688 -1 2L 122651952 2108 1
AALB007916 2L 65107265 5744 1 2R 56752945 7132 -1 3R 184221518 6224 -1
AALB005511 3L 160840810 1019 1 X 18023 4168 1 X 15348505 4678 1
AALB000082 2L 88614110 662 -1 2R 35940139 668 -1 3R 152627528 704 1
AALB009253 2R 15647799 16934 1 3R 135282894 4514 1 2R 29644646 4450 1
AALB007440 3R 128932652 2010 1 3L 172191765 2260 -1 3L 214863793 4626 -1
AALB002664 2R 22747124 6828 -1 3R 148640784 7167 1 2R 42455530 7556 1
AALB004821 3L 151647032 2739 1 2L 98321396 27727 1 2L 104606840 356 -1
AALB000301 2L 84286886 1292 -1 2R 38526445 1250 -1 3R 139357849 1241 -1
AALB004269 3L 143039913 1832 1 2L 67399598 1880 -1 2L 110077073 2021 1
AALB010110 3R 109983635 1008 1 3L 165213956 54993 1 3L 215513577 263 -1
AALB008668 2R 58938892 1681 -1 3R 116281152 1884 1 2R 49863857 1692 -1
AALB010005 3R 108091545 1864 1 3L 168604209 1784 -1 3L 225475195 1490 -1
AALB002401 2R 26718229 4853 -1 3R 123028086 8111 1 2R 55480759 3847 -1
AALB009636 2R 36743442 1912 -1 3R 138530135 1945 -1 2R 68955247 1908 -1
AALB005186 3L 156934991 7734 1 2L 70609219 3671 -1 2L 117810564 2028 -1
AALB008388 2R 39936615 8280 -1 3R 144812769 10888 1 2R 76217073 7339 1
AALB004051 3R 123213493 644 1 3L 175112699 2164 -1 3L 225916635 606 1
AALB000599 2L 78468358 1640 1 2R 22411017 1568 1 3R 145884131 31340 1
AALB001452 2L 99698124 5728 1 2R 38993413 6794 1 3R 165433710 7317 -1
AALB000352 2L 83481805 3302 -1 2R 35410318 3547 1 3R 162974231 3416 -1
AALB007967 2L 65766493 3760 -1 2R 56051026 4496 1 3R 183334020 5093 1
AALB015698 2R 12667408 1784 -1 3R 125382131 7622 -1 2R 58746742 1802 -1
AALB007514 3R 134305624 7087 -1 2L 103015289 10069 -1 2L 89094136 5245 1
AALB010132 3R 110512603 3875 -1 3L 171791801 6955 1 3L 224897800 3862 -1
AALB009922 3R 107080542 2201 1 3L 177539898 2343 -1 3L 202543105 2268 -1
AALB001844 2L 92967223 3181 1 2R 22892958 14326 -1 3R 141586735 13175 -1
AALB008088 2R 44779605 6034 -1 3R 146150266 2890 1 2R 77713672 2418 1
AALB008884 2R 20550626 1040 -1 3R 124299449 1599 1 2R 38327014 1349 1
AALB007077 3R 128176431 963 1 3L 187872646 856 -1 3L 226609519 714 -1
AALB010649 3R 119007794 7099 -1 3L 175559480 5858 -1 3L 211548707 7401 1
AALB009724 2R 38145059 1946 1 3R 131689246 1900 -1 2R 46082644 1353 1
AALB004414 3L 145361431 2027 -1 2L 66145427 2159 -1 2L 121931752 2408 -1
AALB000565 2L 79364697 6301 -1 2R 43749333 2950 -1 3R 172903350 1461 -1
AALB008289 2R 41694911 420 1 3R 112125893 2027 -1 2R 28912291 1397 -1
AALB001325 2L 101345389 924 -1 2R 17369453 11917 -1 3R 170247065 13072 1
AALB005283 3L 158458747 3100 1 2L 82514042 8257 1 2L 124092999 75262 1
AALB003784 3R 102612449 4407 1 3L 168968001 4506 -1 3L 229106350 2121 1
AALB009192 2R 16552677 1706 -1 3R 105656223 1712 -1 2R 26900451 1748 -1
AALB008256 2R 42307723 371 -1 3R 149191542 371 -1 2R 39088083 647 1
AALB003973 3R 124242689 968 -1 3L 175243884 1049 -1 3L 225790875 989 1
AALB001367 2L 100757945 3120 1 2R 16126603 2593 -1 3R 137582736 2729 1
AALB007234 2R 28945162 856 1 3R 155280290 2106 1 2R 45178447 938 1
AALB007013 3R 127005134 6670 -1 X 9960582 7937 -1 X 6848267 12388 -1
AALB000890 2L 74206942 2432 -1 2R 47034442 2597 -1 3R 182466927 485 -1
AALB009728 2R 38158861 916 -1 3R 131675825 668 1 2R 46099187 494 -1
AALB000175 2L 86466440 2384 -1 2R 23717705 3857 -1 3R 142425000 2649 -1
AALB010700 3R 119826944 2881 -1 3L 164837251 2863 1 3L 198297743 3307 1
AALB001808 2L 93273612 7159 1 2R 50244517 19073 -1 3R 155058944 9849 -1
AALB006067 3L 167590763 2672 1 2L 81213445 3289 -1 2L 101057443 1239 1
AALB009824 3R 105302353 12493 1 3L 194073323 30919 -1 3L 209114117 32519 -1
AALB010287 3R 113189043 836 -1 3L 170044313 1106 1 3L 222059217 1110 -1
AALB006162 3L 168918380 1888 1 2L 95656980 4069 1 2L 123555030 3347 -1
AALB000705 2L 76960455 4975 1 2R 51958280 6213 -1 3R 146623318 9011 1
AALB000330 2L 83771013 8770 -1 2R 51357789 10480 -1 3R 138663068 3583 -1
AALB008804 2R 21895898 10785 1 3R 107933483 21565 1 2R 36553725 32962 1
AALB003934 2R 38601588 5019 -1 3R 152608970 44064 -1 2R 56256392 11716 1
AALB001728 2L 94377615 1487 1 2R 37841937 1493 -1 3R 160316282 1490 1
AALB007879 2L 64602567 8563 1 2R 59301249 22284 -1 3R 186210394 12098 1
AALB009272 2R 15522290 7572 1 3R 135132707 8213 1 2R 64743010 7753 -1
AALB010537 3R 117174677 5509 -1 3L 162721125 18719 1 3L 208365922 12462 1
AALB008009 2L 66412987 937 1 2R 48080600 1227 1 3R 135623894 182 1
AALB005680 3L 162974120 962 1 2L 92768328 1920 1 2L 122023770 1082 -1
AALB008433 2R 39175498 2488 -1 3R 146289758 18694 1 2R 54417863 13947 1
AALB009153 2R 17029791 3843 -1 3R 111552729 1991 1 2R 30099982 1885 -1
AALB006097 3L 167992156 6003 -1 2L 90818343 13806 1 2L 105964126 9205 1
AALB000640 2L 78007027 10892 -1 2R 40992087 27341 -1 3R 162275892 18084 1
AALB010792 3R 121581716 5161 -1 3L 188279588 4093 -1 3L 226923415 5094 -1
AALB008853 2R 21175605 2417 1 3R 147283879 1244 -1 2R 41087949 1230 -1
AALB004920 3L 153812914 5713 -1 2L 62657600 12567 -1 2L 102916905 2991 1
AALB002408 2R 26683591 758 1 3R 123065503 2740 -1 2R 55500269 2333 -1
AALB009933 3R 107131408 3032 -1 3L 177467843 7291 1 3L 202435542 5506 1
AALB000701 2L 77006896 6247 1 2R 51889409 10122 -1 3R 146638383 96474 1
AALB004995 3L 154490983 11162 1 2L 90894407 6090 1 2L 127644338 12387 -1
AALB010225 3R 112428985 529 1 3L 176685807 927 1 3L 194254132 2452 1
AALB008563 2R 60511601 1630 -1 3R 145656315 12161 -1 2R 77184784 22266 -1
AALB009935 3R 107138941 5982 -1 3L 177457648 7103 1 3L 223625786 6573 -1
AALB001658 2L 96326614 2783 -1 2R 18893313 9110 1 3R 168082499 14657 -1
AALB002555 2R 25051374 2759 1 3R 126706487 2681 -1 2R 76110231 1453 -1
AALB009845 3R 105533664 1671 1 3L 193669728 3919 -1 3L 193002591 4393 1
AALB001039 2L 71226814 14997 -1 2R 27186599 11765 1 3R 164921247 12950 1
AALB003498 2R 53438901 1214 1 3R 116657224 4944 -1 2R 49506089 1157 1
AALB015463 2R 25677150 862 -1 3R 135617031 1031 1 2R 67411708 969 1
AALB005759 3L 163907662 2987 1 2L 80042940 3080 1 2L 128304602 2959 1
AALB002566 2R 24771644 5509 -1 3R 127028325 14631 1 2R 68447084 4871 -1
AALB008636 2R 59341304 7501 -1 3R 149929606 3266 -1 2R 74990996 3492 -1
AALB002392 2R 26818658 4861 -1 3R 152922855 5587 -1 2R 50924415 2625 1
AALB002413 2R 26656043 4229 -1 3R 123095677 3907 1 2R 55527011 3609 1
AALB004442 3L 145804419 2858 1 2L 77451013 2648 -1 2L 109102955 2200 1
AALB007047 3R 127845757 976 -1 3L 179228927 1156 1 3L 206163294 1113 1
AALB015474 2R 21576582 3493 -1 3R 107632819 4181 -1 2R 36226802 1942 -1
AALB003972 3R 124245305 4749 1 3L 175247910 4563 1 3L 225787397 1553 -1
AALB000426 2L 81951172 17409 1 2R 19695050 3512 1 3R 166769321 3455 -1
AALB003678 2R 50880577 7216 1 3R 155818534 7461 -1 2R 62843081 7618 1
AALB008466 3R 126044495 3374 1 3L 190179521 1619 1 3L 210275106 1981 1
AALB010341 3R 114199060 758 -1 3L 168260048 923 -1 3L 212296344 734 1
AALB009128 2R 17272151 4827 1 3R 133893324 4201 -1 2R 30358703 4041 1
AALB009007 2R 19122800 4564 1 3R 143656872 10162 1 2R 78143308 10115 -1
AALB010270 3R 112829384 3009 1 3L 170462105 3044 1 3L 221456461 4268 -1
AALB004054 3R 123172025 7116 -1 3L 175141017 15080 1 3L 225877328 9928 -1
AALB001338 2L 101014703 2017 1 2R 16992237 2168 1 3R 170804735 2146 -1
AALB000771 2L 75966874 1973 -1 2R 54865012 1952 -1 3R 152920115 1898 -1
AALB000532 2L 80241734 15463 -1 2R 44391641 10664 1 3R 173429773 68760 1
AALB004063 3R 123089118 1578 -1 3L 172224527 1520 1 3L 214901285 1374 1
AALB010395 3R 114809248 4456 -1 3L 186019711 2455 1 3L 194512645 1865 -1
AALB005411 3L 159853510 10098 1 2L 74609728 12238 -1 2L 133981349 11305 1
AALB003351 2R 55773571 16401 1 3R 142794399 20201 -1 2R 72559517 36321 1
AALB015667 2L 81924506 1457 1 2R 19586380 3379 -1 3R 166903396 1439 1
AALB004801 3L 151437989 1003 1 2L 92131146 19315 -1 2L 105262665 11807 1
AALB003241 3L 139186768 883 1 2L 68960803 834 1 2L 128552451 1073 1
AALB008216 2R 42846168 1271 -1 3R 118827190 584 1 2R 47329823 2086 -1
AALB009290 2R 15371298 1631 1 3R 134950501 1843 1 2R 39409550 1784 1
AALB003390 2R 54864270 767 1 3R 138072500 767 1 2R 61718824 1198 -1
AALB001475 2L 99338273 1774 -1 2R 26042292 14952 1 3R 144776865 1888 1
AALB007978 2L 65912125 3404 1 2R 33734215 3670 1 3R 155989756 2183 1
AALB005138 3L 156456745 2880 1 2L 73684227 1885 -1 2L 132364709 1523 1
AALB000716 2L 76692130 8964 1 2R 52208494 19950 -1 3R 146297218 11812 1
AALB005635 3L 162310625 4133 -1 2L 87461090 4733 -1 2L 118502949 4018 1
AALB004471 3L 146415564 1405 1 2L 91843595 1533 1 2L 106546339 1350 -1
AALB002387 2R 26963812 14411 1 3R 153107979 44051 1 2R 53525414 30492 1
AALB015672 2R 23923899 1369 -1 3R 122145915 838 1 2R 40232013 1168 1
AALB007426 3R 129007268 4187 1 3L 192176039 6234 -1 3L 208522320 4701 1
AALB010357 3R 114485694 2031 1 3L 162419629 3088 1 3L 207956336 2304 1
AALB003653 2R 51101218 5782 -1 3R 131484945 4702 1 2R 60216633 7607 1
AALB005049 3L 155493226 642 1 2L 87184836 740 1 2L 120181635 708 -1
AALB009591 2R 36359365 1017 1 3R 119761422 674 1 2R 27348569 751 1
AALB003502 2R 53396856 266 1 3R 116704331 266 -1 2R 49459436 266 1
AALB001910 2L 91717599 9776 1 2R 22149641 9999 -1 3R 172209983 3664 1
AALB009817 3R 105186723 8034 1 3L 164338291 4251 -1 3L 212898601 3242 1
AALB004660 3L 149416642 12601 1 2L 79647699 2157 1 2L 116568732 1757 -1
AALB009711 2R 37959422 1352 -1 3R 159380819 1358 1 2R 81962173 1934 1
AALB001719 2L 94483669 2736 1 2R 31477205 1960 1 3R 160440001 2131 1
AALB000662 2L 77664445 1889 1 2R 40583493 2800 1 3R 157651986 2953 -1
AALB001038 2L 71243091 796 1 2R 27183791 2136 -1 3R 164917738 1111 -1
AALB008760 2R 57490221 2907 1 3R 152072051 3175 -1 2R 70613320 2702 1
AALB002124 2R 33910753 1640 -1 3R 157750444 5143 -1 2R 43489987 30185 -1
AALB004758 3L 150797847 1420 -1 2L 100223050 1598 1 2L 89379868 1615 1
AALB002052 2R 35563538 3560 1 3R 120702304 4172 -1 2R 31075475 3684 -1
AALB010662 3R 119344015 919 1 3L 177130525 2769 -1 3L 223962057 1023 1
AALB001358 2L 100813918 8826 1 2R 16781677 6142 1 3R 137260167 5542 -1
AALB005059 3L 155606493 5048 1 2L 87330824 7897 1 2L 120037483 5101 -1
AALB007259 2R 28536576 2376 -1 3R 128514046 2996 -1 2R 71538970 2079 -1
AALB004488 3L 146989361 5239 -1 2L 97405128 8124 -1 2L 131110574 4492 1
AALB004498 3L 147121921 4234 -1 2L 98650893 2115 1 2L 104249365 1896 -1
AALB001832 2L 93120834 2889 1 2R 50452781 2878 1 3R 155344725 2885 1
AALB009813 3R 105171550 4483 1 3L 164358868 4923 -1 3L 212869416 4615 1
AALB003942 3R 125177954 1274 1 3L 190281326 1497 -1 3L 210389443 1326 1
AALB005462 3L 160405843 8544 1 2L 73021202 4693 -1 2L 133034029 10399 1
AALB001561 2L 98224871 821 1 2R 34269065 893 -1 3R 156660780 869 -1
AALB008225 2R 42764847 3742 1 3R 118897404 3815 -1 2R 47247747 4485 1
AALB002148 2R 33482264 1972 -1 3R 112182854 2197 1 2R 74677732 1665 1
AALB004818 3L 151607333 3514 -1 2L 98272519 4036 -1 2L 100406840 4034 1
AALB009956 3R 107480774 1729 1 3L 182438173 3922 -1 3L 227120082 1665 -1
AALB010303 3R 113699614 2759 1 3L 167743878 2591 1 3L 219002248 3322 1
AALB015451 3L 168102720 1361 1 2L 90722613 2965 -1 2L 105835758 1709 -1
AALB000672 2L 77478636 1692 1 2R 40330466 2104 1 3R 160265909 2736 -1
AALB005541 3L 161275906 3655 -1 2L 98710385 14403 1 2L 104184336 4584 -1
AALB006071 3L 167644499 1908 -1 2L 81136660 5946 1 2L 101149894 1903 -1
AALB004516 3L 147385528 8003 1 2L 71986458 8250 1 2L 131490728 4814 1
AALB010468 3R 116018536 1685 1 3L 174828318 1828 -1 3L 205182053 1951 -1
AALB010001 3R 108058094 1088 1 3L 168569481 1448 1 3L 225435983 989 1
AALB005347 3L 159072440 1099 1 2L 97002828 1621 -1 2L 100353029 1034 1
AALB002060 2R 35346045 3795 -1 3R 116168865 18232 -1 2R 49958453 13269 1
AALB009260 2R 15604639 536 1 3R 135224086 9277 1 2R 28321393 11425 -1
AALB008505 3R 125287441 3993 1 3L 164273806 4720 1 3L 212955181 4744 -1
AALB002695 2R 22400173 7778 -1 3R 108469040 9574 -1 2R 27540362 8365 -1
AALB010502 3R 116902219 664 1 3L 180422854 3158 1 3L 228128097 477 -1
AALB010153 3R 110975943 7300 -1 3L 171923771 7058 -1 3L 214584536 8059 -1
AALB001683 2L 95143362 2895 -1 2R 41733235 2894 1 3R 161301334 3086 -1
AALB006249 3L 170036072 2814 -1 2L 74474941 17376 1 2L 134117518 19475 -1
AALB001661 2L 96132010 3164 1 2R 19120079 7526 -1 3R 167688796 175825 1
AALB004504 3L 147141223 791 -1 2L 71723995 812 -1 2L 121181050 788 -1
AALB004747 3L 150588579 620 -1 2L 100761872 3265 1 2L 90483775 2714 -1
AALB015593 2R 54029802 787 1 3R 143872147 797 1 2R 53347761 861 1
AALB006137 3L 168505872 4632 -1 2L 95039139 9237 -1 2L 113335051 7334 -1
AALB005914 3L 165651137 5488 1 2L 79729153 10177 1 2L 127995514 8296 1
AALB001102 2L 69801135 6760 -1 2R 37101491 4864 1 3R 151190703 2524 -1
AALB015569 2L 98852346 1728 1 2R 49510182 2157 1 3R 154148934 2163 1
AALB015820 3L 164349888 1321 1 2L 67866525 1313 1 2L 109558848 1363 -1
AALB010433 3R 115489844 7520 1 3L 181474829 13146 -1 3L 223588581 11683 1
AALB005309 3L 158699900 2131 -1 2L 82793101 6162 -1 2L 124464279 7487 -1
AALB010367 3R 114576556 766 1 3L 170077697 1682 1 3L 222005439 1004 -1
AALB008591 2R 60146127 1814 1 3R 152834672 1590 1 2R 33354088 2312 -1
AALB002417 2R 26648533 1225 1 3R 123105669 10312 -1 2R 55537330 8675 -1
AALB002268 2R 31541661 8861 1 3R 110030050 17567 1 2R 45276648 8970 1
AALB000056 2L 89047610 5776 1 2R 46407586 18650 -1 3R 181794981 6505 -1
AALB010162 3R 111459821 5628 -1 3L 192901306 8745 -1 3L 197101483 9840 1
AALB005927 3L 165848179 9991 1 2L 92928817 13266 1 2L 109434278 22199 1
AALB009254 2R 15638478 8441 -1 3R 135280193 1978 -1 2R 29640888 1807 -1
AALB001711 2L 94537103 5549 -1 2R 42400374 3455 1 3R 160510752 5503 -1
AALB004026 3R 123552544 990 1 3L 194434734 1731 1 3L 209445500 26217 1
AALB005813 3L 164497757 952 1 2L 93333109 1089 -1 2L 108145864 807 -1
AALB006122 3L 168331862 1676 1 2L 63334014 1927 1 2L 102201635 1993 -1
AALB008012 2L 66445384 2101 -1 2R 48114286 2290 -1 3R 135649716 2067 -1
AALB004977 3L 154202145 9753 1 2L 83971087 11937 1 2L 94279645 5409 -1
AALB000482 2L 81010868 6077 -1 2R 49764662 6981 1 3R 154496828 5264 1
AALB015580 2L 99977453 1396 1 2R 34979410 1443 -1 3R 163519917 1532 1
AALB007615 3R 131780558 3466 -1 3L 196024425 3829 1 3L 191819142 3481 -1
AALB002828 2R 61872191 5067 -1 3R 156400012 3202 -1 2R 62138418 2275 1
AALB015620 2R 19266385 1903 1 3R 112935566 1802 1 2R 52748358 1628 -1
AALB007876 2L 64569018 4570 -1 2R 59351064 13597 1 3R 186165038 8589 -1
AALB007599 3R 131110814 17644 -1 3L 196558728 19258 1 3L 191296261 28326 -1
AALB009782 3R 104835013 8370 -1 3L 191191879 15565 -1 3L 199688385 9803 1
AALB009252 2R 15665192 4056 -1 3R 135302857 3848 -1 2R 29666475 3921 -1
AALB005768 3L 164025617 1701 1 2L 80187731 2085 1 2L 128461500 2505 1
AALB009729 2R 38159656 5112 1 3R 131670344 4508 -1 2R 46100831 4244 1
AALB014009 2L 87495740 2927 1 2R 29917115 2903 -1 3R 174026996 2903 1
AALB001525 2L 98854041 1453 -1 2R 49512333 1559 -1 3R 154151162 1461 -1
AALB000391 2L 82764729 5443 -1 2R 48507006 4292 -1 3R 135936417 2959 -1
AALB008480 3R 125684986 17294 -1 3L 189786130 23681 -1 3L 209871544 64351 -1
AALB006012 3L 167013923 988 1 2L 81969032 4456 -1 2L 111774187 1708 1
AALB007059 3R 127936523 3561 -1 3L 179111201 4043 1 3L 206058256 4377 1
AALB010165 3R 111475201 5105 -1 3L 192919826 10450 -1 3L 197087123 2326 1
AALB008678 2R 58572523 2462 -1 3R 116641860 2435 1 2R 49520484 2335 -1
AALB008385 2R 39981508 5227 1 3R 117541559 2073 -1 2R 48558859 3041 1
AALB005232 3L 157592392 1370 -1 2L 75332262 1306 1 2L 119394426 1479 -1
AALB007060 3R 127947069 1176 1 3L 179102912 5943 -1 3L 206050981 5747 -1
AALB000455 2L 81421601 9021 1 2R 25813324 14805 1 3R 144417769 62012 1
AALB008294 2R 41612284 5292 1 3R 139863179 2982 1 2R 29000482 2700 -1
AALB002287 2R 31334470 10876 -1 3R 114456356 12242 -1 2R 51483164 8469 1
AALB015782 2L 75976887 1328 1 2R 54829791 713 1 3R 148137013 854 1
AALB010400 3R 114821934 920 1 3L 185996130 3474 -1 3L 194528185 790 1
AALB009581 2R 36177769 4685 -1 3R 119556259 3009 -1 2R 27169934 19212 -1
AALB004849 3L 152628356 1518 -1 2L 102255072 1981 -1 2L 90185794 1947 1
AALB003233 3L 139151457 668 -1 2L 68924295 1641 -1 2L 114110684 805 -1
AALB001927 2L 91638472 1403 1 2R 31392144 1401 1 3R 139627019 1466 1
AALB001681 2L 95156857 1463 1 2R 41727455 1553 1 3R 161308667 1412 -1
AALB008301 2R 41569647 5322 1 3R 139815343 4455 1 2R 29048399 1015 -1
AALB002991 2R 46949562 3097 -1 3R 159051953 1917 1 2R 81649757 1115 1
AALB006025 3L 167279083 580 1 2L 81660530 920 -1 2L 100937542 789 -1
AALB004745 3L 150583458 936 -1 2L 100769423 917 1 2L 90478887 1161 -1
AALB000747 2L 76312439 4774 -1 2R 50637650 5613 -1 3R 134947368 60394 1
AALB005365 3L 159314119 774 -1 2L 96662498 925 1 2L 122399269 2876 -1
AALB000848 2L 74766205 2695 1 2R 50775603 3849 1 3R 138155351 3334 1
AALB003246 3L 139228099 2405 -1 2L 68996041 4327 -1 2L 114193280 4334 -1
AALB000228 2L 85507945 4502 1 2R 32460714 4988 -1 3R 147939079 6197 1
AALB002890 2R 62487096 4102 1 3R 160593022 659 1 2R 83817911 4078 -1
AALB009589 2R 36307634 11579 1 3R 119695873 18475 1 2R 27294147 9716 1
AALB003058 2R 48250878 3620 1 3R 109181929 21750 -1 2R 34295759 19901 1
AALB008226 2R 42740754 2765 1 3R 118920381 2627 -1 2R 47222344 2558 1
AALB005528 3L 161060173 6376 1 2L 84593064 11614 -1 2L 130174976 5966 -1
AALB001329 2L 101290173 2482 1 2R 17298196 27374 1 3R 170363720 752 -1
AALB008082 2R 44855778 4495 1 3R 146077289 10443 -1 2R 77626647 28356 -1
AALB004361 3L 144348031 4545 1 2L 69179291 4910 1 2L 97927606 2491 -1
AALB000591 2L 78655799 2113 1 2R 22576825 2933 1 3R 146085983 2358 1
AALB005793 3L 164351502 559 -1 2L 67868008 879 -1 2L 109557804 714 1
AALB002864 2R 62259214 15092 1 3R 154900265 2605 -1 2R 78716713 25352 1
AALB001793 2L 93459170 5338 1 2R 50038173 8414 -1 3R 154798867 5470 -1
AALB001732 2L 94346463 6537 -1 2R 37873859 9856 1 3R 145350538 4974 1
AALB010546 3R 117249466 260 1 3L 181274871 1301 1 3L 196893311 3245 1
AALB002804 2R 61644795 1567 -1 3R 141550202 2171 1 2R 65603387 1332 -1
AALB000497 2L 80805243 2621 1 2R 53277659 3965 1 3R 171124990 2340 -1
AALB000971 2L 72772733 3950 1 2R 54415777 5428 -1 3R 148598168 3684 1
AALB001660 2L 96296732 1268 -1 2R 18946542 2050 1 3R 168049038 1079 -1
AALB002485 2R 25739779 1333 1 3R 114982019 3020 1 2R 67322284 1481 -1
AALB005250 3L 157811906 7330 1 2L 83155124 9276 -1 2L 119667373 9518 1
AALB003070 2R 48439193 1083 1 3R 148697806 1284 -1 2R 34736360 1295 -1
AALB014379 2R 38423753 3960 -1 3R 132423187 3559 -1 2R 31059301 4250 1
AALB009839 3R 105485553 1075 -1 3L 193719121 1277 1 3L 192897980 1311 -1
AALB006065 3L 167545211 3890 -1 2L 81280015 4343 1 2L 100986265 4553 -1
AALB004247 3L 142509646 6722 1 2L 78367323 5285 -1 2L 108163448 1924 1
AALB007054 3R 127914248 13391 -1 3L 179122120 15390 1 3L 206081140 7635 1
AALB004624 3L 148741236 4581 1 2L 97599256 2918 1 2L 103513646 2182 1
AALB009772 3R 104746308 3502 -1 3L 186439959 2129 -1 3L 224701587 2858 -1
AALB004901 3L 153502108 15595 -1 2L 62296867 28814 -1 2L 125213498 44984 -1
AALB003854 3R 103841807 932 1 3L 166471762 30299 -1 3L 217449206 1034 -1
AALB007493 3R 134484269 2067 1 2R 60078501 4010 -1 2L 88353533 2916 -1
AALB010236 3R 112488858 4526 1 3L 176767254 2781 1 3L 194392501 3004 -1
AALB000174 2L 86470062 11570 -1 2R 23725638 3789 -1 3R 142431993 4995 -1
AALB005844 3L 164858210 21305 -1 2L 94676209 17160 1 2L 112954311 22561 1
AALB006033 3L 167318698 1405 -1 2L 81607538 1631 1 2L 100881974 1628 1
AALB008881 2R 20569875 14443 -1 3R 124265029 1596 1 2R 38370402 1492 -1
AALB000238 2L 85312517 6396 1 2R 47692444 10917 -1 3R 135347981 7051 -1
AALB003857 3R 103895904 776 1 3L 166415753 16802 -1 3L 217363650 838 -1
AALB003217 3L 138975513 1125 1 2L 83726654 967 1 2L 97797112 1202 1
AALB008857 2R 21122216 1297 1 3R 147339102 1678 -1 2R 41151462 1395 -1
AALB004636 3L 148817169 2628 1 2L 97692281 6914 1 2L 126496292 6676 -1
AALB003686 2R 50744241 2796 1 3R 155975901 16104 -1 2R 62649261 12227 1
AALB009684 2R 37535652 2579 1 3R 118005427 1218 1 2R 48089714 1210 -1
AALB008314 2R 41199316 1463 1 3R 160321589 1568 1 2R 82878316 1568 1
AALB001961 2L 91044139 9582 1 2R 19951748 23842 -1 3R 166351055 15726 1
AALB009809 3R 105080218 8757 -1 3L 164485518 7894 1 3L 212748719 7196 -1
AALB008025 2L 66731888 14135 1 2R 33086171 24812 1 3R 147017530 65520 -1
AALB010658 3R 119253952 1325 1 3L 177221079 1412 -1 3L 223882489 1427 1
AALB001046 2L 70990697 3862 1 2R 27442999 3903 -1 3R 165165839 7594 -1
AALB007038 3R 127797463 7516 1 3L 179282379 4254 -1 3L 206214457 6469 -1
AALB008565 2R 60487148 4661 -1 3R 150148706 5200 -1 2R 75202128 5015 -1
AALB002185 2R 33102063 2257 1 3R 108964080 16804 -1 2R 37352492 11885 -1
AALB003183 2R 50587867 1878 1 3R 141568671 3566 -1 2R 65569368 5469 1
AALB005583 3L 161657827 6011 1 2L 88136614 5407 -1 2L 129290314 29770 1
AALB010263 3R 112701328 1044 -1 3L 170323782 1397 -1 3L 221663223 1255 1
AALB004355 3L 144273222 1616 1 2L 69111925 2564 1 2L 98036826 1589 -1
AALB009789 3R 104900430 1667 1 3L 191292054 2265 1 3L 219613358 10167 -1
AALB008221 2R 42777363 1494 1 3R 118886171 2452 -1 2R 47259898 2345 1
AALB001930 2L 91393762 13977 -1 2R 31128941 13172 -1 3R 139389808 12544 -1
AALB005648 3L 162447551 789 1 2L 87617164 1134 1 2L 129778778 848 -1
AALB010579 3R 117762064 1518 1 3L 161885334 2448 1 3L 207405444 1804 1
AALB004238 3L 142336789 16306 -1 2L 78505165 11842 1 2L 126239364 29405 -1
AALB010513 3R 117026596 3037 -1 3L 180615585 17039 -1 3L 221245581 3686 -1
AALB002144 2R 33535113 2039 -1 3R 112131291 1501 1 2R 74581610 1013 1
AALB000633 2L 78051993 14753 -1 2R 21575837 3221 -1 3R 178953790 2738 -1
AALB009751 3L 136651424 4603 -1 2L 88406727 6857 1 2L 94122038 7098 -1
AALB003120 2R 49557991 3430 -1 3R 137254006 12412 1 2R 68026133 22896 1
AALB008575 2R 60317599 6855 -1 3R 149953431 5270 -1 2R 75028340 3276 -1
AALB015638 3L 141577562 1801 -1 2L 77117683 1126 -1 2L 95468623 1062 -1
