# genome1: genome1
# genome2: genome2
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign
0 "e5" 164409296 5349 + "e5" 165525687 5476 -
0 "e5" 164422626 12829 + "e5" 165513678 11394 -
0 "e5" 164438413 2110 + "e5" 165497644 2797 -
0 "e5" 164444207 16082 + "e5" 165441917 23654 -
0 "e5" 164563557 6925 + "e5" 165309174 2646 -
0 "e5" 164577172 2442 + "e5" 165291688 14216 -
0 "e5" 164667355 1193 + "e5" 165195677 1130 -
0 "e5" 164668786 4324 + "e5" 165191521 3122 -
0 "e5" 164708105 7449 + "e5" 165141949 18138 -
0 "e5" 164716039 2636 + "e5" 165135057 2850 -
0 "e5" 164803144 11282 + "e5" 164810471 11362 -
0 "e5" 164847746 16964 + "e5" 164753238 20534 -
0 "e5" 164871448 17644 + "e5" 164723134 19258 -
0 "e5" 165214651 2799 + "e5" 164499557 513 -
0 "e5" 165251825 4877 + "e5" 164458735 12719 -
0 "e5" 165320369 4875 + "e5" 164392764 2619 -
0 "e5" 165435935 2063 + "e5" 164287839 2030 -
0 "e5" 165450831 772 + "e5" 164277882 1083 -
0 "e5" 165452097 3161 + "e5" 164274071 3205 -
0 "e5" 165456576 9024 + "e5" 164265394 6720 -
0 "e5" 165545289 6143 + "e5" 164177563 7698 -
0 "e5" 165561041 9194 + "e5" 164072905 14021 -
0 "e5" 165641257 2160 + "e5" 164012172 2328 -
0 "e5" 165666073 6846 + "e5" 163978701 11487 -
0 "e5" 166934152 3763 + "e5" 163945815 9459 -
0 "e5" 166950625 2050 + "e5" 163926633 11485 -
0 "e5" 167050575 8160 + "e5" 163899795 22582 -
0 "e5" 167062515 2694 + "e5" 163896497 2708 -
0 "e5" 167066165 1916 + "e5" 162275206 2376 -
0 "e5" 167084378 3730 + "e5" 162236971 3757 -
0 "e5" 167231052 804 + "e5" 162044585 784 -
0 "e5" 167321373 9507 + "e5" 161969350 2411 -
0 "e5" 167373538 3615 + "e5" 161925639 5930 -
0 "e5" 167408549 10807 + "e5" 161881922 18078 -
0 "e5" 167448177 9855 + "e5" 161847988 14995 -
0 "e5" 167461019 8947 + "e5" 161832436 8205 - # merged; repeat 166
0 "e5" 167479818 3414 + "e5" 161817534 1732 -
0 "e5" 167494769 2541 + "e5" 161805007 3700 -
0 "e5" 167497931 689 + "e5" 161802556 1068 -
0 "e5" 167499147 4485 + "e5" 161797798 3326 -
0 "e5" 167505050 3301 + "e5" 161795161 639 -
0 "e5" 167513983 12298 + "e5" 161775343 1700 -
0 "e5" 167527257 4144 + "e5" 161700498 3051 -
0 "e5" 167531760 8172 + "e5" 161688401 9894 - # merged; repeat 168
0 "e5" 167545770 4672 + "e5" 161627572 4725 -
0 "e5" 167560015 3221 + "e5" 161598068 3162 -
0 "e5" 167580668 710 + "e5" 161582635 710 -
