"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene"
"AALB009451";"AATE014521";"AGAP004188"
"AALB006247";"AATE020744";"AGAP007641"
"AALB008102";"AATE008775";"AGAP002048"
"AALB005864";"AATE011383";"AGAP006347"
"AALB004253";"AATE005762";"AGAP005873"
"AALB007166";"AATE009208";"AGAP002480"
"AALB009655";"AATE008305";"AGAP002236"
"AALB002825";"AATE020220";"AGAP003459"
"AALB007845";"AATE005317";"AGAP010200"
"AALB009554";"AATE008125";"AGAP001102"
"AALB009540";"AATE006009";"AGAP003214"
"AALB008419";"AATE017360";"AGAP004267"
"AALB009913";"AATE008179";"AGAP009984"
"AALB002937";"AATE009132";"AGAP010286"
"AALB004697";"AATE009924";"AGAP006963"
"AALB000256";"AATE003891";"AGAP008916"
"AALB006549";"AATE012728";"AGAP000028"
"AALB000613";"AATE009328";"AGAP028077"
"AALB000613";"AATE009328";"AGAP028089"
"AALB000613";"AATE009328";"AGAP028113"
"AALB000613";"AATE009328";"AGAP028126"
"AALB000613";"AATE009328";"AGAP008478"
"AALB000613";"AATE009328";"AGAP028191"
"AALB000613";"AATE009328";"AGAP028119"
"AALB000613";"AATE009328";"AGAP028047"
"AALB000613";"AATE009143";"AGAP028077"
"AALB000613";"AATE009143";"AGAP028089"
"AALB000613";"AATE009143";"AGAP028113"
"AALB000613";"AATE009143";"AGAP028126"
"AALB000613";"AATE009143";"AGAP008478"
"AALB000613";"AATE009143";"AGAP028191"
"AALB000613";"AATE009143";"AGAP028119"
"AALB000613";"AATE009143";"AGAP028047"
"AALB000613";"AATE020364";"AGAP028077"
"AALB000613";"AATE020364";"AGAP028089"
"AALB000613";"AATE020364";"AGAP028113"
"AALB000613";"AATE020364";"AGAP028126"
"AALB000613";"AATE020364";"AGAP008478"
"AALB000613";"AATE020364";"AGAP028191"
"AALB000613";"AATE020364";"AGAP028119"
"AALB000613";"AATE020364";"AGAP028047"
"AALB003009";"AATE002298";"AGAP001368"
"AALB008162";"AATE001300";"AGAP003905"
"AALB002641";"AATE005977";"AGAP004017"
"AALB002641";"AATE020523";"AGAP004017"
"AALB002641";"AATE001764";"AGAP004017"
"AALB009465";"AATE020923";"AGAP003792"
"AALB002969";"AATE013525";"AGAP004564"
"AALB000274";"AATE008178";"AGAP008324"
"AALB000663";"AATE009734";"AGAP009880"
"AALB001633";"AATE009051";"AGAP009464"
"AALB004037";"AATE000564";"AGAP011122"
"AALB004795";"AATE005715";"AGAP005142"
"AALB001148";"AATE002000";"AGAP009904"
"AALB001160";"AATE020717";"AGAP007822"
"AALB005418";"AATE009317";"AGAP007683"
"AALB005765";"AATE006171";"AGAP007109"
"AALB009670";"AATE019254";"AGAP002222"
"AALB008257";"AATE018543";"AGAP002080"
"AALB002166";"AATE020186";"AGAP002260"
"AALB006841";"AATE017083";"AGAP000876"
"AALB000294";"AATE013099";"AGAP009293"
"AALB002545";"AATE000987";"AGAP002493"
"AALB003483";"AATE015692";"AGAP004408"
"AALB006569";"AATE018660";"AGAP012224"
"AALB002855";"AATE011003";"AGAP013368"
"AALB005558";"AATE004605";"AGAP006990"
"AALB002352";"AATE004912";"AGAP001395"
"AALB008545";"AATE020238";"AGAP004249"
"AALB003298";"AATE004111";"AGAP007760"
"AALB003780";"AATE000860";"AGAP012365"
"AALB004133";"AATE013219";"AGAP006665"
"AALB008739";"AATE004907";"AGAP003166"
"AALB004353";"AATE016533";"AGAP005227"
"AALB010827";"AATE013483";"AGAP011771"
"AALB007873";"AATE003027";"AGAP012756"
"AALB007873";"AATE003027";"AGAP010224"
"AALB006824";"AATE008935";"AGAP000126"
"AALB004766";"AATE020307";"AGAP006041"
"AALB005457";"AATE013371";"AGAP007547"
"AALB009730";"AATE003676";"AGAP002473"
"AALB004626";"AATE008972";"AGAP012896"
"AALB004626";"AATE008972";"AGAP005632"
"AALB005331";"AATE015190";"AGAP006869"
"AALB015633";"AATE016598";"AGAP008493"
"AALB000806";"AATE018144";"AGAP009782"
"AALB007690";"AATE017087";"AGAP000138"
"AALB007690";"AATE007709";"AGAP000138"
"AALB005649";"AATE011915";"AGAP007201"
"AALB003743";"AATE000387";"AGAP011913"
"AALB003743";"AATE000387";"AGAP011914"
"AALB001486";"AATE017623";"AGAP008110"
"AALB000935";"AATE012804";"AGAP008691"
"AALB005957";"AATE018528";"AGAP005525"
"AALB004864";"AATE012085";"AGAP004827"
"AALB005483";"AATE008517";"AGAP007309"
"AALB008864";"AATE019070";"AGAP001688"
"AALB008559";"AATE010623";"AGAP004237"
"AALB003129";"AATE014249";"AGAP003812"
"AALB004485";"AATE007807";"AGAP007326"
"AALB007443";"AATE001113";"AGAP000598"
"AALB007443";"AATE005350";"AGAP000598"
"AALB007443";"AATE016456";"AGAP000598"
"AALB010385";"AATE013643";"AGAP011827"
"AALB007983";"AATE019088";"AGAP028215"
"AALB009094";"AATE019906";"AGAP012955"
"AALB000587";"AATE021161";"AGAP009967"
"AALB000587";"AATE021161";"AGAP009969"
"AALB014805";"AATE007911";"AGAP002308"
"AALB007838";"AATE010647";"AGAP010172"
"AALB005305";"AATE007190";"AGAP006820"
"AALB004540";"AATE006294";"AGAP007370"
"AALB009340";"AATE011615";"AGAP001235"
"AALB008975";"AATE019879";"AGAP003898"
"AALB000515";"AATE017596";"AGAP009579"
"AALB003702";"AATE005771";"AGAP000172"
"AALB007720";"AATE005135";"AGAP013283"
"AALB010632";"AATE002456";"AGAP010851"
"AALB001216";"AATE002529";"AGAP009021"
"AALB007506";"AATE006914";"AGAP004783"
"AALB007506";"AATE000020";"AGAP004783"
"AALB008499";"AATE001046";"AGAP011463"
"AALB007924";"AATE001374";"AGAP010115"
"AALB010636";"AATE003039";"AGAP028615"
"AALB009765";"AATE019901";"AGAP028174"
"AALB014148";"AATE006236";"AGAP010253"
"AALB001960";"AATE012800";"AGAP009333"
"AALB002869";"AATE006698";"AGAP001793"
"AALB007165";"AATE014747";"AGAP003185"
"AALB007466";"AATE011237";"AGAP004775"
"AALB004113";"AATE001634";"AGAP007130"
"AALB003087";"AATE018984";"AGAP013342"
"AALB010276";"AATE008080";"AGAP011062"
"AALB015729";"AATE006421";"AGAP011142"
"AALB000572";"AATE007426";"AGAP009660"
"AALB009078";"AATE011777";"AGAP002120"
"AALB003554";"AATE013461";"AGAP004513"
"AALB008338";"AATE021112";"AGAP001650"
"AALB004211";"AATE008334";"AGAP005551"
"AALB010825";"AATE008802";"AGAP011769"
"AALB000919";"AATE015839";"AGAP008665"
"AALB010280";"AATE005557";"AGAP011064"
"AALB005326";"AATE019440";"AGAP006850"
"AALB005326";"AATE019440";"AGAP006852"
"AALB005326";"AATE019440";"AGAP006861"
"AALB005326";"AATE019440";"AGAP006853"
"AALB005326";"AATE019440";"AGAP006849"
"AALB005326";"AATE019440";"AGAP006856"
"AALB005326";"AATE019440";"AGAP006857"
"AALB005326";"AATE019440";"AGAP006854"
"AALB005326";"AATE019440";"AGAP006855"
"AALB005326";"AATE019440";"AGAP006851"
"AALB005326";"AATE019440";"AGAP006862"
"AALB005326";"AATE000255";"AGAP006850"
"AALB005326";"AATE000255";"AGAP006852"
"AALB005326";"AATE000255";"AGAP006861"
"AALB005326";"AATE000255";"AGAP006853"
"AALB005326";"AATE000255";"AGAP006849"
"AALB005326";"AATE000255";"AGAP006856"
"AALB005326";"AATE000255";"AGAP006857"
"AALB005326";"AATE000255";"AGAP006854"
"AALB005326";"AATE000255";"AGAP006855"
"AALB005326";"AATE000255";"AGAP006851"
"AALB005326";"AATE000255";"AGAP006862"
"AALB005326";"AATE016085";"AGAP006850"
"AALB005326";"AATE016085";"AGAP006852"
"AALB005326";"AATE016085";"AGAP006861"
"AALB005326";"AATE016085";"AGAP006853"
"AALB005326";"AATE016085";"AGAP006849"
"AALB005326";"AATE016085";"AGAP006856"
"AALB005326";"AATE016085";"AGAP006857"
"AALB005326";"AATE016085";"AGAP006854"
"AALB005326";"AATE016085";"AGAP006855"
"AALB005326";"AATE016085";"AGAP006851"
"AALB005326";"AATE016085";"AGAP006862"
"AALB005326";"AATE019505";"AGAP006850"
"AALB005326";"AATE019505";"AGAP006852"
"AALB005326";"AATE019505";"AGAP006861"
"AALB005326";"AATE019505";"AGAP006853"
"AALB005326";"AATE019505";"AGAP006849"
"AALB005326";"AATE019505";"AGAP006856"
"AALB005326";"AATE019505";"AGAP006857"
"AALB005326";"AATE019505";"AGAP006854"
"AALB005326";"AATE019505";"AGAP006855"
"AALB005326";"AATE019505";"AGAP006851"
"AALB005326";"AATE019505";"AGAP006862"
"AALB003126";"AATE017692";"AGAP003816"
"AALB004819";"AATE004610";"AGAP005699"
"AALB001868";"AATE020597";"AGAP009525"
"AALB008346";"AATE013803";"AGAP003339"
"AALB004161";"AATE021116";"AGAP005715"
"AALB002211";"AATE004414";"AGAP001811"
"AALB002211";"AATE004414";"AGAP001812"
"AALB004618";"AATE009823";"AGAP005623"
"AALB006351";"AATE014256";"AGAP000058"
"AALB009975";"AATE003792";"AGAP012345"
"AALB005012";"AATE010500";"AGAP007046"
"AALB006075";"AATE007754";"AGAP005455"
"AALB005088";"AATE010235";"AGAP006431"
"AALB002984";"AATE017004";"AGAP004541"
"AALB006006";"AATE007084";"AGAP005852"
"AALB008640";"AATE016500";"AGAP001638"
"AALB004481";"AATE015840";"AGAP005790"
"AALB010559";"AATE018481";"AGAP010801"
"AALB003050";"AATE014231";"AGAP013540"
"AALB015841";"AATE010925";"AGAP012941"
"AALB015841";"AATE010925";"AGAP004980"
"AALB000782";"AATE012500";"AGAP008488"
"AALB007710";"AATE002626";"AGAP000533"
"AALB007710";"AATE001386";"AGAP000533"
"AALB006589";"AATE008704";"AGAP000209"
"AALB003758";"AATE012218";"AGAP002220"
"AALB000047";"AATE009528";"AGAP007968"
"AALB001864";"AATE002476";"AGAP009520"
"AALB008553";"AATE019963";"AGAP004244"
"AALB007594";"AATE016993";"AGAP010432"
"AALB010819";"AATE017976";"AGAP011762"
"AALB000199";"AATE007266";"AGAP009986"
"AALB000199";"AATE007266";"AGAP009987"
"AALB002155";"AATE004681";"AGAP012605"
"AALB002155";"AATE004681";"AGAP004132"
"AALB008087";"AATE004544";"AGAP004261"
"AALB006578";"AATE011836";"AGAP000448"
"AALB015837";"AATE006087";"AGAP013405"
"AALB007687";"AATE013974";"AGAP000085"
"AALB006751";"AATE017566";"AGAP000579"
"AALB006811";"AATE010860";"AGAP028655"
"AALB004150";"AATE015383";"AGAP005710"
"AALB009217";"AATE005187";"AGAP001268"
"AALB005351";"AATE006347";"AGAP005701"
"AALB003777";"AATE018004";"AGAP011956"
"AALB000008";"AATE006330";"AGAP008960"
"AALB002366";"AATE016422";"AGAP003581"
"AALB005386";"AATE018079";"AGAP006723"
"AALB010832";"AATE013989";"AGAP011778"
"AALB007066";"AATE008933";"AGAP012865"
"AALB007066";"AATE008933";"AGAP012770"
"AALB007066";"AATE008933";"AGAP011150"
"AALB004501";"AATE011735";"AGAP006648"
"AALB000296";"AATE020826";"AGAP009295"
"AALB007826";"AATE008443";"AGAP004203"
"AALB007826";"AATE008443";"AGAP013503"
"AALB007826";"AATE008443";"AGAP013109"
"AALB005598";"AATE020875";"AGAP005271"
"AALB000713";"AATE008425";"AGAP008511"
"AALB008859";"AATE011129";"AGAP002176"
"AALB005193";"AATE016708";"AGAP006446"
"AALB006256";"AATE004540";"AGAP007650"
"AALB001593";"AATE004990";"AGAP009996"
"AALB008766";"AATE014848";"AGAP004377"
"AALB010789";"AATE004602";"AGAP012209"
"AALB004877";"AATE009197";"AGAP001068"
"AALB007560";"AATE012411";"AGAP007124"
"AALB005379";"AATE000546";"AGAP006719"
"AALB001057";"AATE008580";"AGAP009947"
"AALB006856";"AATE000407";"AGAP000808"
"AALB006477";"AATE002243";"AGAP000786"
"AALB008986";"AATE005481";"AGAP002858"
"AALB005850";"AATE012321";"AGAP006153"
"AALB009604";"AATE008983";"AGAP004491"
"AALB006902";"AATE010473";"AGAP000258"
"AALB001202";"AATE000396";"AGAP009030"
"AALB014306";"AATE011672";"AGAP028485"
"AALB002478";"AATE009768";"AGAP001565"
"AALB002070";"AATE017091";"AGAP013263"
"AALB007341";"AATE019375";"AGAP005008"
"AALB007190";"AATE013990";"AGAP004115"
"AALB009506";"AATE015211";"AGAP003267"
"AALB000057";"AATE017899";"AGAP009973"
"AALB010202";"AATE010533";"AGAP010516"
"AALB008914";"AATE001306";"AGAP003141"
"AALB000979";"AATE013471";"AGAP008093"
"AALB002461";"AATE012580";"AGAP001589"
"AALB007622";"AATE018103";"AGAP028616"
"AALB001286";"AATE001155";"AGAP010251"
"AALB001672";"AATE003125";"AGAP009138"
"AALB009725";"AATE001040";"AGAP002467"
"AALB001857";"AATE002837";"AGAP008221"
"AALB004888";"AATE020757";"AGAP005987"
"AALB005672";"AATE014241";"AGAP006127"
"AALB007027";"AATE009411";"AGAP028515"
"AALB008387";"AATE008021";"AGAP002622"
"AALB006566";"AATE010654";"AGAP000398"
"AALB008643";"AATE016559";"AGAP001635"
"AALB000664";"AATE005926";"AGAP009883"
"AALB006787";"AATE010270";"AGAP000560"
"AALB002755";"AATE000098";"AGAP002948"
"AALB005410";"AATE005374";"AGAP007628"
"AALB005659";"AATE003648";"AGAP007177"
"AALB007678";"AATE013859";"AGAP000375"
"AALB009840";"AATE017171";"AGAP010489"
"AALB007917";"AATE019367";"AGAP010138"
"AALB000634";"AATE002409";"AGAP009844"
"AALB005160";"AATE021186";"AGAP007511"
"AALB007771";"AATE009138";"AGAP000723"
"AALB007771";"AATE009138";"AGAP002589"
"AALB005014";"AATE009156";"AGAP007045"
"AALB015552";"AATE015154";"AGAP005656"
"AALB010007";"AATE009244";"AGAP012090"
"AALB005505";"AATE008238";"AGAP007289"
"AALB001326";"AATE010102";"AGAP028642"
"AALB002433";"AATE007761";"AGAP001708"
"AALB003318";"AATE012701";"AGAP013287"
"AALB005268";"AATE016769";"AGAP006782"
"AALB002036";"AATE002149";"AGAP008059"
"AALB004932";"AATE017176";"AGAP006142"
"AALB005261";"AATE010122";"AGAP006774"
"AALB008922";"AATE013575";"AGAP013365"
"AALB007098";"AATE002586";"AGAP011732"
"AALB005247";"AATE007694";"AGAP028608"
"AALB005247";"AATE006478";"AGAP028608"
"AALB003341";"AATE019368";"AGAP004052"
"AALB010072";"AATE012210";"AGAP012279"
"AALB006515";"AATE009672";"AGAP000236"
"AALB001892";"AATE006734";"AGAP009000"
"AALB002173";"AATE017714";"AGAP002253"
"AALB003956";"AATE001741";"AGAP011386"
"AALB014151";"AATE011300";"AGAP028120"
"AALB005848";"AATE006941";"AGAP006158"
"AALB005463";"AATE000998";"AGAP007551"
"AALB008070";"AATE014239";"AGAP001679"
"AALB006820";"AATE005851";"AGAP000343"
"AALB006857";"AATE015818";"AGAP000982"
"AALB009318";"AATE003468";"AGAP007389"
"AALB004443";"AATE012870";"AGAP005906"
"AALB010424";"AATE020311";"AGAP012357"
"AALB010401";"AATE018953";"AGAP010595"
"AALB004989";"AATE000168";"AGAP004915"
"AALB000159";"AATE008920";"AGAP008255"
"AALB006933";"AATE014339";"AGAP000990"
"AALB000236";"AATE004412";"AGAP007762"
"AALB010331";"AATE021131";"AGAP011436"
"AALB001849";"AATE001716";"AGAP008203"
"AALB001849";"AATE001716";"AGAP008204"
"AALB001849";"AATE001716";"AGAP012855"
"AALB007673";"AATE000200";"AGAP001076"
"AALB010655";"AATE005140";"AGAP011985"
"AALB004926";"AATE003747";"AGAP007208"
"AALB008469";"AATE020957";"AGAP004781"
"AALB002351";"AATE000305";"AGAP001394"
"AALB003595";"AATE004352";"AGAP004352"
"AALB004453";"AATE016966";"AGAP012358"
"AALB004438";"AATE014984";"AGAP006046"
"AALB010820";"AATE010677";"AGAP011763"
"AALB005818";"AATE018611";"AGAP005541"
"AALB007567";"AATE015943";"AGAP010421"
"AALB000571";"AATE012023";"AGAP009661"
"AALB009311";"AATE017674";"AGAP001119"
"AALB010644";"AATE019929";"AGAP010870"
"AALB010592";"AATE004054";"AGAP011243"
"AALB010694";"AATE003937";"AGAP010791"
"AALB009377";"AATE001419";"AGAP001201"
"AALB006437";"AATE020940";"AGAP000338"
"AALB002040";"AATE013169";"AGAP008053"
"AALB010581";"AATE000367";"AGAP011217"
"AALB002006";"AATE001262";"AGAP008613"
"AALB007860";"AATE003156";"AGAP010216"
"AALB009961";"AATE021159";"AGAP012225"
"AALB005552";"AATE013301";"AGAP006977"
"AALB006491";"AATE010785";"AGAP000443"
"AALB005171";"AATE016881";"AGAP007524"
"AALB009230";"AATE019955";"AGAP001506"
"AALB008428";"AATE019808";"AGAP002959"
"AALB009816";"AATE008246";"AGAP028723"
"AALB008796";"AATE016702";"AGAP010290"
"AALB004185";"AATE016011";"AGAP005099"
"AALB010366";"AATE009106";"AGAP011758"
"AALB002786";"AATE003591";"AGAP003723"
"AALB006776";"AATE020909";"AGAP000146"
"AALB006266";"AATE020619";"AGAP000856"
"AALB010234";"AATE010483";"AGAP007989"
"AALB010234";"AATE012658";"AGAP007989"
"AALB008877";"AATE012622";"AGAP012803"
"AALB008877";"AATE012622";"AGAP002039"
"AALB003419";"AATE002894";"AGAP012932"
"AALB003419";"AATE002894";"AGAP001762"
"AALB005111";"AATE000278";"AGAP007442"
"AALB007790";"AATE006463";"AGAP004899"
"AALB008296";"AATE010048";"AGAP001426"
"AALB008602";"AATE009277";"AGAP002282"
"AALB001998";"AATE003653";"AGAP009870"
"AALB015757";"AATE001892";"AGAP010207"
"AALB002350";"AATE011632";"AGAP001391"
"AALB000609";"AATE001722";"AGAP028151"
"AALB000609";"AATE001722";"AGAP028057"
"AALB009853";"AATE003043";"AGAP010504"
"AALB009853";"AATE003043";"AGAP010505"
"AALB005468";"AATE006415";"AGAP007706"
"AALB015703";"AATE019177";"AGAP001864"
"AALB015703";"AATE019177";"AGAP008552"
"AALB015703";"AATE019177";"AGAP013305"
"AALB003435";"AATE007627";"AGAP012726"
"AALB003435";"AATE007627";"AGAP003120"
"AALB009986";"AATE012361";"AGAP012265"
"AALB008212";"AATE009976";"AGAP002576"
"AALB002625";"AATE003572";"AGAP002095"
"AALB002731";"AATE014407";"AGAP002193"
"AALB005769";"AATE011957";"AGAP007112"
"AALB005889";"AATE020657";"AGAP005134"
"AALB002917";"AATE002729";"AGAP010295"
"AALB007529";"AATE008585";"AGAP004682"
"AALB001585";"AATE008611";"AGAP010004"
"AALB001585";"AATE008611";"AGAP012644"
"AALB008586";"AATE014204";"AGAP001731"
"AALB008966";"AATE014933";"AGAP002717"
"AALB001576";"AATE020414";"AGAP007808"
"AALB005020";"AATE014343";"AGAP007042"
"AALB003669";"AATE001340";"AGAP002619"
"AALB015526";"AATE006632";"AGAP000192"
"AALB005695";"AATE001819";"AGAP006898"
"AALB008951";"AATE008724";"AGAP002730"
"AALB000925";"AATE006065";"AGAP028192"
"AALB004670";"AATE015846";"AGAP006234"
"AALB003306";"AATE010204";"AGAP000630"
"AALB002986";"AATE001630";"AGAP004535"
"AALB009851";"AATE017512";"AGAP010503"
"AALB003018";"AATE011788";"AGAP003731"
"AALB005433";"AATE019080";"AGAP007725"
"AALB006463";"AATE017381";"AGAP013042"
"AALB006073";"AATE017918";"AGAP005453"
"AALB006073";"AATE017918";"AGAP005454"
"AALB006073";"AATE020213";"AGAP005453"
"AALB006073";"AATE020213";"AGAP005454"
"AALB001748";"AATE007514";"AGAP008426"
"AALB000602";"AATE014823";"AGAP008472"
"AALB002367";"AATE018633";"AGAP002928"
"AALB003350";"AATE001134";"AGAP013096"
"AALB005605";"AATE003239";"AGAP005065"
"AALB008603";"AATE014162";"AGAP002283"
"AALB005866";"AATE014426";"AGAP006349"
"AALB003270";"AATE014764";"AGAP006274"
"AALB010411";"AATE009302";"AGAP010604"
"AALB010411";"AATE009302";"AGAP010602"
"AALB000378";"AATE002082";"AGAP009807"
"AALB004047";"AATE001165";"AGAP012132"
"AALB004614";"AATE001693";"AGAP005617"
"AALB014359";"AATE018991";"AGAP004964"
"AALB014359";"AATE018991";"AGAP012779"
"AALB014359";"AATE018991";"AGAP012902"
"AALB007897";"AATE006577";"AGAP010164"
"AALB001135";"AATE006660";"AGAP009891"
"AALB005094";"AATE012118";"AGAP028605"
"AALB002960";"AATE001863";"AGAP004572"
"AALB002867";"AATE000976";"AGAP013026"
"AALB008127";"AATE018916";"AGAP002136"
"AALB005303";"AATE020738";"AGAP006818"
"AALB009640";"AATE016195";"AGAP003871"
"AALB005755";"AATE001480";"AGAP007382"
"AALB003562";"AATE007751";"AGAP004506"
"AALB004714";"AATE017656";"AGAP006468"
"AALB005256";"AATE004763";"AGAP006573"
"AALB003207";"AATE004241";"AGAP005187"
"AALB003207";"AATE015905";"AGAP005187"
"AALB010102";"AATE012515";"AGAP011569"
"AALB008017";"AATE008943";"AGAP007788"
"AALB008017";"AATE019465";"AGAP007788"
"AALB008017";"AATE010904";"AGAP007788"
"AALB006608";"AATE011983";"AGAP000046"
"AALB004141";"AATE008891";"AGAP005936"
"AALB015728";"AATE018919";"AGAP002102"
"AALB004737";"AATE006602";"AGAP004879"
"AALB001507";"AATE020770";"AGAP008134"
"AALB004711";"AATE017838";"AGAP005922"
"AALB002789";"AATE005327";"AGAP004332"
"AALB004031";"AATE016537";"AGAP011117"
"AALB006567";"AATE006286";"AGAP000309"
"AALB002757";"AATE007955";"AGAP011677"
"AALB006913";"AATE011756";"AGAP001675"
"AALB009208";"AATE001472";"AGAP001278"
"AALB008349";"AATE019535";"AGAP003335"
"AALB002054";"AATE013322";"AGAP001618"
"AALB002362";"AATE009937";"AGAP001407"
"AALB015511";"AATE005689";"AGAP010693"
"AALB005712";"AATE015128";"AGAP006883"
"AALB003436";"AATE015812";"AGAP003119"
"AALB004219";"AATE005704";"AGAP005561"
"AALB007524";"AATE016229";"AGAP004805"
"AALB004937";"AATE018849";"AGAP006147"
"AALB003957";"AATE017030";"AGAP011388"
"AALB003957";"AATE017030";"AGAP012772"
"AALB003651";"AATE018946";"AGAP013430"
"AALB009129";"AATE001564";"AGAP001549"
"AALB010426";"AATE012054";"AGAP012361"
"AALB002687";"AATE004350";"AGAP001345"
"AALB000786";"AATE011042";"AGAP009759"
"AALB002635";"AATE009510";"AGAP003631"
"AALB002635";"AATE018431";"AGAP003631"
"AALB005430";"AATE008921";"AGAP007728"
"AALB006796";"AATE010009";"AGAP000658"
"AALB010477";"AATE002844";"AGAP011111"
"AALB001282";"AATE014292";"AGAP010273"
"AALB003867";"AATE020250";"AGAP011584"
"AALB005668";"AATE008466";"AGAP006130"
"AALB010327";"AATE016649";"AGAP011690"
"AALB006268";"AATE007378";"AGAP000667"
"AALB004975";"AATE007060";"AGAP005044"
"AALB003496";"AATE009060";"AGAP004429"
"AALB005284";"AATE007224";"AGAP006802"
"AALB004928";"AATE002051";"AGAP006141"
"AALB009235";"AATE010230";"AGAP001499"
"AALB010862";"AATE004389";"AGAP011575"
"AALB002355";"AATE020062";"AGAP001399"
"AALB005928";"AATE017545";"AGAP005945"
"AALB006383";"AATE003568";"AGAP000965"
"AALB002012";"AATE012457";"AGAP008620"
"AALB005342";"AATE017581";"AGAP005381"
"AALB005342";"AATE012343";"AGAP005381"
"AALB005329";"AATE000123";"AGAP006867"
"AALB007766";"AATE019913";"AGAP000160"
"AALB006161";"AATE014538";"AGAP005130"
"AALB015544";"AATE009097";"AGAP004909"
"AALB009273";"AATE018917";"AGAP003611"
"AALB004124";"AATE004469";"AGAP005705"
"AALB004124";"AATE004469";"AGAP005704"
"AALB015824";"AATE002526";"AGAP005526"
"AALB003505";"AATE002465";"AGAP002655"
"AALB002157";"AATE017332";"AGAP013195"
"AALB006217";"AATE012595";"AGAP007576"
"AALB004688";"AATE013251";"AGAP006205"
"AALB006791";"AATE004334";"AGAP000268"
"AALB004338";"AATE021139";"AGAP005242"
"AALB003244";"AATE013939";"AGAP028399"
"AALB002023";"AATE015215";"AGAP008080"
"AALB002794";"AATE019813";"AGAP003889"
"AALB009271";"AATE014502";"AGAP003608"
"AALB006499";"AATE001911";"AGAP000223"
"AALB008421";"AATE012071";"AGAP004270"
"AALB001630";"AATE010916";"AGAP009472"
"AALB006521";"AATE014057";"AGAP000156"
"AALB000086";"AATE020248";"AGAP008790"
"AALB015542";"AATE006047";"AGAP011919"
"AALB000677";"AATE009461";"AGAP008162"
"AALB000322";"AATE012717";"AGAP007979"
"AALB001563";"AATE013248";"AGAP008955"
"AALB008316";"AATE018785";"AGAP004620"
"AALB010223";"AATE012328";"AGAP010551"
"AALB006469";"AATE002246";"AGAP000747"
"AALB000830";"AATE018413";"AGAP007828"
"AALB001592";"AATE010921";"AGAP009997"
"AALB006813";"AATE011319";"AGAP000863"
"AALB006642";"AATE015566";"AGAP000066"
"AALB003229";"AATE005396";"AGAP000647"
"AALB003229";"AATE005396";"AGAP004851"
"AALB009325";"AATE010973";"AGAP001255"
"AALB001395";"AATE002723";"AGAP007936"
"AALB014534";"AATE017355";"AGAP005335"
"AALB005157";"AATE009270";"AGAP007506"
"AALB005993";"AATE018832";"AGAP005839"
"AALB005993";"AATE018418";"AGAP005839"
"AALB006724";"AATE012835";"AGAP000870"
"AALB007353";"AATE012327";"AGAP012498"
"AALB006517";"AATE013154";"AGAP000238"
"AALB007288";"AATE014126";"AGAP005075"
"AALB006854";"AATE014005";"AGAP000806"
"AALB006272";"AATE016767";"AGAP012759"
"AALB006272";"AATE016767";"AGAP000759"
"AALB015592";"AATE015096";"AGAP009720"
"AALB015592";"AATE015096";"AGAP009706"
"AALB015592";"AATE015096";"AGAP009707"
"AALB015592";"AATE015096";"AGAP009718"
"AALB015592";"AATE015096";"AGAP009705"
"AALB015592";"AATE015096";"AGAP009719"
"AALB003112";"AATE009934";"AGAP003876"
"AALB004249";"AATE001378";"AGAP005869"
"AALB003372";"AATE012914";"AGAP003579"
"AALB008240";"AATE020812";"AGAP002551"
"AALB000983";"AATE018938";"AGAP008096"
"AALB009940";"AATE019572";"AGAP011972"
"AALB010136";"AATE007104";"AGAP012058"
"AALB007951";"AATE019790";"AGAP010065"
"AALB007402";"AATE016588";"AGAP011308"
"AALB008606";"AATE004508";"AGAP002289"
"AALB004104";"AATE001640";"AGAP007137"
"AALB015821";"AATE011391";"AGAP005325"
"AALB010363";"AATE012014";"AGAP011705"
"AALB004533";"AATE016185";"AGAP007377"
"AALB005833";"AATE010516";"AGAP006172"
"AALB008761";"AATE013465";"AGAP003925"
"AALB001570";"AATE015933";"AGAP009823"
"AALB003719";"AATE002254";"AGAP012391"
"AALB000696";"AATE021047";"AGAP008016"
"AALB006891";"AATE010022";"AGAP000929"
"AALB004678";"AATE003850";"AGAP006218"
"AALB004750";"AATE012935";"AGAP004892"
"AALB006091";"AATE010650";"AGAP005053"
"AALB004545";"AATE021036";"AGAP009985"
"AALB004545";"AATE021036";"AGAP010002"
"AALB015706";"AATE011027";"AGAP013224"
"AALB015706";"AATE003150";"AGAP013224"
"AALB002403";"AATE000645";"AGAP003022"
"AALB015718";"AATE016348";"AGAP003522"
"AALB001743";"AATE014276";"AGAP008418"
"AALB005161";"AATE007325";"AGAP003191"
"AALB000245";"AATE009630";"AGAP007772"
"AALB007045";"AATE011776";"AGAP011169"
"AALB004835";"AATE005578";"AGAP006635"
"AALB003296";"AATE010692";"AGAP000044"
"AALB009348";"AATE003997";"AGAP001229"
"AALB000240";"AATE007812";"AGAP007766"
"AALB002832";"AATE003993";"AGAP003447"
"AALB008989";"AATE010897";"AGAP002863"
"AALB004571";"AATE020413";"AGAP006032"
"AALB001119";"AATE010683";"AGAP008191"
"AALB002674";"AATE014019";"AGAP001448"
"AALB002727";"AATE009388";"AGAP001930"
"AALB006193";"AATE021024";"AGAP028400"
